States,2019,2019_lower, 2019_upper
Alto Molócuè,8.19 ,5.04 , 0.01
Ancuabe,10.58 ,6.33 , 0.02
Angoche,10.75 ,6.47 , 0.02
Angónia,1.13 ,0.64 , <0.01
Balama,9.92 ,5.77 , 0.02
Beira,17.43 ,14.19 , 0.02
Bilene,12.71 ,9.80 , 0.02
Boane,43.00 ,30.07 , 0.06
Báruè,9.45 ,6.59 , 0.01
Búzi,13.64 ,9.14 , 0.02
Cahora Bassa,2.62 ,1.70 , <0.01
Caia,11.20 ,6.87 , 0.02
Changara,3.24 ,2.11 , <0.01
Chemba,12.42 ,7.70 , 0.02
Cheringoma,12.15 ,6.96 , 0.02
Chibabava,11.44 ,7.34 , 0.02
Chibuto,11.87 ,9.77 , 0.01
Chicualacuala,8.39 ,4.72 , 0.01
Chifunde,0.84 ,0.46 , <0.01
Chigubo,9.80 ,6.41 , 0.01
Chimbunila,5.43 ,3.26 , <0.01
Chimoio,10.56 ,8.44 , 0.01
Chinde,22.06 ,13.46 , 0.03
Chiúre,9.21 ,6.07 , 0.01
Chiúta,1.56 ,1.00 , <0.01
Chongoene,11.54 ,8.69 , 0.01
Chókwé,12.46 ,10.12 , 0.02
Cuamba,7.78 ,5.37 , 0.01
Derre,11.60 ,6.52 , 0.02
Dondo,19.18 ,12.51 , 0.03
Dôa,1.93 ,1.08 , <0.01
Eráti,10.87 ,6.61 , 0.02
Funhalouro,9.58 ,6.28 , 0.01
Gilé,10.38 ,6.57 , 0.02
Gondola,8.29 ,5.66 , 0.01
Gorongosa,12.06 ,7.74 , 0.02
Govuro,15.26 ,10.57 , 0.02
Guijá,12.03 ,8.64 , 0.02
Guro,6.74 ,4.24 , 0.01
Guruè,7.56 ,4.83 , 0.01
Homoíne,8.88 ,5.91 , 0.01
Ibo,12.88 ,6.71 , 0.02
Ile,10.26 ,6.72 , 0.01
Ilha de Moçambique,11.40 ,5.85 , 0.02
Inhambane,11.66 ,7.70 , 0.02
Inharrime,10.47 ,6.98 , 0.01
Inhassoro,14.20 ,10.35 , 0.02
Inhassunge,21.19 ,14.79 , 0.03
Jangamo,7.67 ,4.72 , 0.01
KaMavota,5.37 ,4.05 , <0.01
KaMaxakeni,9.57 ,7.81 , 0.01
KaMpfumu,4.58 ,3.67 , <0.01
KaMubukwana,5.10 ,3.93 , <0.01
KaNyaka,4.37 ,2.23 , <0.01
KaTembe,7.02 ,3.61 , 0.01
Lago,7.80 ,4.57 , 0.01
Lalaua,7.90 ,4.65 , 0.01
Larde,15.32 ,8.68 , 0.02
Lichinga,12.54 ,8.72 , 0.02
Limpopo,12.20 ,9.70 , 0.01
Liúpo,6.47 ,3.76 , 0.01
Luabo,16.61 ,9.61 , 0.03
Lugela,12.51 ,7.20 , 0.02
Mabalane,12.53 ,8.64 , 0.02
Mabote,13.44 ,9.72 , 0.02
Macanga,0.80 ,0.42 , <0.01
Macate,6.30 ,3.74 , <0.01
Machanga,18.41 ,12.00 , 0.03
Machaze,7.83 ,5.26 , 0.01
Macomia,21.02 ,12.76 , 0.03
