States,2019,2019_lower, 2019_upper
Alto Molócuè,2600 ,1800 , 3500
Ancuabe,1700 ,1100 , 2400
Angoche,2900 ,1900 , 4200
Angónia,<1000 ,<1000 , 1300
Balama,1300 ,<1000 , 1800
Beira,12 000 ,11 000 , 14 000
Bilene,2600 ,2100 , 3100
Boane,6200 ,4700 , 7700
Báruè,2100 ,1600 , 2700
Búzi,2800 ,2100 , 3600
Cahora Bassa,<1000 ,<500 , 1000
Caia,1700 ,1200 , 2300
Changara,<1000 ,<1000 , 1300
Chemba,<1000 ,<1000 , 1200
Cheringoma,<1000 ,<500 , <1000
Chibabava,1800 ,1300 , 2400
Chibuto,3800 ,3100 , 4500
Chicualacuala,<500 ,<200 , <500
Chifunde,<500 ,<200 , <500
Chigubo,<500 ,<200 , <500
Chimbunila,<500 ,<500 , <500
Chimoio,6100 ,5300 , 6900
Chinde,1600 ,1100 , 2100
Chiúre,2700 ,2000 , 3400
Chiúta,<500 ,<500 , <500
Chongoene,1900 ,1500 , 2300
Chókwé,4400 ,3800 , 5200
Cuamba,2100 ,1600 , 2700
Derre,<1000 ,<1000 , 1300
Dondo,3600 ,2600 , 4800
Dôa,<500 ,<200 , <500
Eráti,3100 ,2100 , 4400
Funhalouro,<500 ,<500 , <1000
Gilé,2200 ,1600 , 3000
Gondola,2100 ,1500 , 2700
Gorongosa,1800 ,1300 , 2500
Govuro,<1000 ,<500 , <1000
Guijá,1500 ,1100 , 1900
Guro,<1000 ,<1000 , 1200
Guruè,2900 ,2200 , 3800
Homoíne,<1000 ,<1000 , 1200
Ibo,<200 ,<100 , <200
Ile,1900 ,1400 , 2600
Ilha de Moçambique,<1000 ,<500 , <1000
Inhambane,<1000 ,<1000 , 1300
Inharrime,1100 ,<1000 , 1400
Inhassoro,<1000 ,<1000 , 1100
Inhassunge,2000 ,1500 , 2500
Jangamo,<1000 ,<1000 , 1000
KaMavota,2500 ,2100 , 3000
KaMaxakeni,2500 ,2100 , 2900
KaMpfumu,<1000 ,<1000 , <1000
KaMubukwana,2400 ,2000 , 2800
KaNyaka,<100 ,<100 , <100
KaTembe,<500 ,<200 , <500
Lago,<1000 ,<1000 , 1100
Lalaua,<1000 ,<500 , <1000
Larde,1100 ,<1000 , 1700
Lichinga,3100 ,2300 , 4000
Limpopo,2300 ,1900 , 2800
Liúpo,<500 ,<500 , <1000
Luabo,<1000 ,<500 , 1000
Lugela,1900 ,1300 , 2600
Mabalane,<1000 ,<500 , <1000
Mabote,<1000 ,<1000 , <1000
Macanga,<500 ,<200 , <500
Macate,<1000 ,<500 , <1000
Machanga,1000 ,<1000 , 1400
Machaze,1400 ,1000 , 1800
Macomia,1800 ,1200 , 2500
Macossa,<500 ,<500 , <500
Maganja da Costa,3100 ,2200 , 4000
Magude,2200 ,1700 , 2800
Majune,<500 ,<200 , <500
Malema,1400 ,<1000 , 2000
Mandimba,1400 ,<1000 , 1900
Mandlakazi,1800 ,1300 , 2300
Manhiça,7600 ,6300 , 9000
Manica,2300 ,1800 , 2900
Mapai,<500 ,<500 , <1000
Marara,<500 ,<500 , <1000
Marracuene,4900 ,3800 , 6200
Marromeu,2900 ,2100 , 3700
Marrupa,<500 ,<500 , <1000
Marávia,<500 ,<200 , <500
Maríngué,<1000 ,<500 , 1000
Massangena,<500 ,<200 , <500
Massinga,2700 ,2100 , 3400
Massingir,<1000 ,<500 , <1000
Matola,21 000 ,19 000 , 24 000
Matutuíne,1500 ,1100 , 2000
Mavago,<500 ,<200 , <500
Maxixe,1500 ,1200 , 1900
Maúa,<1000 ,<500 , <1000
Mecanhelas,1300 ,<1000 , 1800
Meconta,2400 ,1600 , 3400
Mecubúri,1200 ,<1000 , 1700
Mecufi,<500 ,<500 , <1000
Mecula,<500 ,<200 , <500
Meluco,<1000 ,<500 , <1000
Memba,1500 ,<1000 , 2200
Metarica,<200 ,<200 , <500
Metuge,<1000 ,<1000 , 1300
Milange,4600 ,3400 , 6200
Moamba,2600 ,2000 , 3400
Moatize,1800 ,1400 , 2200
Mocuba,6900 ,5500 , 8300
Mocubela,2800 ,2000 , 3900
Mocímboa da Praia,1800 ,1300 , 2400
Mogincual,<500 ,<500 , <1000
Mogovolas,2300 ,1600 , 3200
Molumbo,1700 ,1200 , 2500
Moma,3700 ,2600 , 4900
Monapo,3500 ,2400 , 4800
Montepuez,2800 ,2000 , 3800
Mopeia,2000 ,1400 , 2800
Morrumbala,3700 ,2700 , 4800
Morrumbene,1200 ,<1000 , 1700
Morrupula,1100 ,<1000 , 1600
Mossuril,1100 ,<1000 , 1600
Mossurize,1000 ,<1000 , 1400
Muanza,<500 ,<500 , <1000
Muecate,1100 ,<1000 , 1600
Mueda,3800 ,3000 , 4700
Muembe,<500 ,<200 , <500
Muidumbe,2800 ,1900 , 3700
Mulevala,1300 ,<1000 , 1700
Mutarara,<1000 ,<500 , <1000
Mágoè,<500 ,<500 , <1000
Nacala,4300 ,3100 , 5700
Nacala-a-Velha,<1000 ,<1000 , 1400
Nacarôa,1000 ,<1000 , 1500
Namaacha,1400 ,<1000 , 1800
Namacurra,6000 ,5000 , 7200
Namarói,<1000 ,<1000 , 1100
Nampula,11 000 ,9000 , 13 000
Namuno,2700 ,1800 , 3900
Nangade,1100 ,<1000 , 1600
Ngaúma,<500 ,<500 , <1000
Nhamatanda,4200 ,3100 , 5400
Nhlamankulu,1500 ,1300 , 1800
Nicoadala,4900 ,3700 , 6200
Nipepe,<500 ,<200 , <500
Palma,<1000 ,<500 , <1000
Panda,<500 ,<500 , <500
Pebane,4700 ,3700 , 5600
Pemba,3500 ,2800 , 4200
Quelimane,12 000 ,10 000 , 13 000
Quissanga,<500 ,<500 , <1000
Rapale,1100 ,<1000 , 1600
Ribáuè,2300 ,1500 , 3400
Sanga,<500 ,<500 , <1000
Sussendenga,1300 ,<1000 , 1700
Tambara,<500 ,<500 , <1000
Tete,3300 ,2600 , 4100
Tsangano,<500 ,<500 , <1000
Vanduzi,1200 ,<1000 , 1500
Vilankulo,1900 ,1500 , 2300
Xai-Xai,2700 ,2100 , 3400
Zavala,1600 ,1200 , 2100
Zumbu,<200 ,<100 , <500
National,320 000 ,160 000,520 000
