States,2019,2019_lower, 2019_upper
Alto Molócuè,1900 ,1300 , 2500
Ancuabe,1200 ,<1000 , 1700
Angoche,1900 ,1200 , 2800
Angónia,<1000 ,<500 , <1000
Balama,<1000 ,<1000 , 1200
Beira,8800 ,7500 , 10 000
Bilene,1800 ,1500 , 2200
Boane,4700 ,3600 , 5900
Báruè,1400 ,1100 , 1800
Búzi,2000 ,1500 , 2600
Cahora Bassa,<500 ,<500 , <1000
Caia,1200 ,<1000 , 1700
Changara,<1000 ,<500 , <1000
Chemba,<1000 ,<500 , <1000
Cheringoma,<500 ,<500 , <1000
Chibabava,1400 ,1000 , 1700
Chibuto,2700 ,2300 , 3300
Chicualacuala,<200 ,<200 , <500
Chifunde,<200 ,<100 , <500
Chigubo,<200 ,<200 , <500
Chimbunila,<500 ,<200 , <500
Chimoio,4200 ,3700 , 4800
Chinde,1100 ,<1000 , 1500
Chiúre,1800 ,1400 , 2400
Chiúta,<500 ,<200 , <500
Chongoene,1300 ,1000 , 1600
Chókwé,3200 ,2700 , 3700
Cuamba,1600 ,1200 , 2000
Derre,<1000 ,<500 , <1000
Dondo,2600 ,1900 , 3400
Dôa,<200 ,<200 , <500
Eráti,2000 ,1300 , 2900
Funhalouro,<500 ,<200 , <500
Gilé,1600 ,1200 , 2100
Gondola,1400 ,1000 , 1900
Gorongosa,1400 ,<1000 , 1800
Govuro,<500 ,<500 , <1000
Guijá,1000 ,<1000 , 1300
Guro,<1000 ,<500 , <1000
Guruè,2100 ,1500 , 2700
Homoíne,<1000 ,<500 , <1000
Ibo,<100 ,<100 , <200
Ile,1400 ,1000 , 1900
Ilha de Moçambique,<500 ,<500 , <1000
Inhambane,<1000 ,<1000 , <1000
Inharrime,<1000 ,<1000 , 1100
Inhassoro,<1000 ,<500 , <1000
Inhassunge,1400 ,1100 , 1700
Jangamo,<1000 ,<500 , <1000
KaMavota,1800 ,1500 , 2100
KaMaxakeni,1600 ,1400 , 1900
KaMpfumu,<500 ,<500 , <1000
KaMubukwana,1800 ,1500 , 2000
KaNyaka,<100 ,<100 , <100
KaTembe,<200 ,<200 , <500
Lago,<1000 ,<500 , <1000
Lalaua,<500 ,<500 , <1000
Larde,<1000 ,<500 , 1100
Lichinga,2200 ,1700 , 2900
Limpopo,1700 ,1300 , 2000
Liúpo,<500 ,<200 , <500
Luabo,<1000 ,<500 , <1000
Lugela,1400 ,<1000 , 1900
Mabalane,<500 ,<500 , <1000
Mabote,<1000 ,<500 , <1000
Macanga,<200 ,<200 , <500
Macate,<500 ,<500 , <1000
Machanga,<1000 ,<1000 , <1000
Machaze,<1000 ,<1000 , 1200
Macomia,1100 ,<1000 , 1700
Macossa,<500 ,<200 , <500
Maganja da Costa,2300 ,1700 , 2900
Magude,1700 ,1300 , 2200
Majune,<200 ,<100 , <500
Malema,<1000 ,<1000 , 1300
Mandimba,1000 ,<1000 , 1400
Mandlakazi,1300 ,<1000 , 1700
Manhiça,5900 ,4900 , 7000
Manica,1600 ,1200 , 1900
Mapai,<500 ,<500 , <500
Marara,<500 ,<200 , <500
Marracuene,3900 ,3100 , 4800
Marromeu,2100 ,1500 , 2700
Marrupa,<500 ,<500 , <500
Marávia,<200 ,<200 , <500
Maríngué,<500 ,<500 , <1000
Massangena,<200 ,<200 , <500
Massinga,2000 ,1600 , 2500
Massingir,<500 ,<500 , <500
Matola,17 000 ,15 000 , 19 000
Matutuíne,1100 ,<1000 , 1500
Mavago,<200 ,<200 , <500
Maxixe,1100 ,<1000 , 1400
Maúa,<500 ,<500 , <1000
Mecanhelas,<1000 ,<1000 , 1400
Meconta,1600 ,1100 , 2200
Mecubúri,<1000 ,<1000 , 1100
Mecufi,<500 ,<500 , <500
Mecula,<200 ,<200 , <500
Meluco,<500 ,<500 , <1000
Memba,<1000 ,<1000 , 1400
Metarica,<200 ,<100 , <500
Metuge,<1000 ,<500 , <1000
Milange,3400 ,2500 , 4500
Moamba,2100 ,1600 , 2600
Moatize,1300 ,1000 , 1600
Mocuba,5000 ,4100 , 6100
Mocubela,2100 ,1500 , 2800
Mocímboa da Praia,1200 ,<1000 , 1600
Mogincual,<500 ,<200 , <500
Mogovolas,1500 ,<1000 , 2100
Molumbo,1200 ,<1000 , 1800
Moma,2400 ,1700 , 3200
Monapo,2300 ,1600 , 3100
Montepuez,1900 ,1400 , 2700
Mopeia,1400 ,<1000 , 2000
Morrumbala,2700 ,2000 , 3400
Morrumbene,<1000 ,<1000 , 1200
Morrupula,<1000 ,<500 , 1100
Mossuril,<1000 ,<500 , 1000
Mossurize,<1000 ,<1000 , <1000
Muanza,<500 ,<200 , <500
Muecate,<1000 ,<500 , 1100
Mueda,2600 ,2100 , 3200
Muembe,<200 ,<200 , <500
Muidumbe,1800 ,1300 , 2500
Mulevala,<1000 ,<1000 , 1200
Mutarara,<500 ,<500 , <1000
Mágoè,<500 ,<500 , <500
Nacala,2800 ,2000 , 3800
Nacala-a-Velha,<1000 ,<500 , <1000
Nacarôa,<1000 ,<500 , <1000
Namaacha,1100 ,<1000 , 1400
Namacurra,4500 ,3700 , 5400
Namarói,<1000 ,<500 , <1000
Nampula,7000 ,5800 , 8200
Namuno,1800 ,1200 , 2700
Nangade,<1000 ,<500 , 1000
Ngaúma,<500 ,<500 , <500
Nhamatanda,3000 ,2200 , 3900
Nhlamankulu,1100 ,<1000 , 1300
Nicoadala,3500 ,2700 , 4400
Nipepe,<200 ,<200 , <500
Palma,<500 ,<500 , <1000
Panda,<500 ,<200 , <500
Pebane,3400 ,2700 , 4100
Pemba,2300 ,1900 , 2700
Quelimane,8200 ,7300 , 9200
Quissanga,<500 ,<200 , <500
Rapale,<1000 ,<500 , 1000
Ribáuè,1500 ,<1000 , 2200
Sanga,<500 ,<500 , <500
Sussendenga,<1000 ,<1000 , 1200
Tambara,<500 ,<500 , <500
Tete,2000 ,1600 , 2400
Tsangano,<500 ,<200 , <500
Vanduzi,<1000 ,<1000 , 1100
Vilankulo,1400 ,1100 , 1700
Xai-Xai,1900 ,1500 , 2400
Zavala,1200 ,<1000 , 1600
Zumbu,<100 ,<100 , <200
National,230 000 ,100 000,370 000
