States,2019,2019_lower, 2019_upper
Alto Molócuè,<1000 ,<1000 , 1100
Ancuabe,<1000 ,<500 , 1100
Angoche,1400 ,<1000 , 2100
Angónia,<1000 ,<1000 , 1000
Balama,<500 ,<500 , <1000
Beira,6100 ,5100 , 7400
Bilene,1800 ,1500 , 2300
Boane,3300 ,2500 , 4300
Báruè,1100 ,<1000 , 1400
Búzi,1400 ,1100 , 1800
Cahora Bassa,<1000 ,<500 , <1000
Caia,<1000 ,<500 , <1000
Changara,<1000 ,<1000 , 1200
Chemba,<500 ,<500 , <500
Cheringoma,<500 ,<200 , <500
Chibabava,<1000 ,<1000 , 1200
Chibuto,3000 ,2500 , 3700
Chicualacuala,<200 ,<100 , <200
Chifunde,<200 ,<100 , <200
Chigubo,<200 ,<200 , <500
Chimbunila,<200 ,<100 , <200
Chimoio,3000 ,2500 , 3400
Chinde,<1000 ,<500 , <1000
Chiúre,1300 ,<1000 , 1700
Chiúta,<500 ,<200 , <500
Chongoene,1400 ,1100 , 1800
Chókwé,3300 ,2700 , 3900
Cuamba,<1000 ,<1000 , 1100
Derre,<500 ,<200 , <500
Dondo,1500 ,1000 , 2000
Dôa,<500 ,<200 , <500
Eráti,1700 ,1100 , 2500
Funhalouro,<500 ,<200 , <500
Gilé,<1000 ,<1000 , <1000
Gondola,1200 ,<1000 , 1700
Gorongosa,<1000 ,<500 , <1000
Govuro,<500 ,<500 , <1000
Guijá,<1000 ,<1000 , 1200
Guro,<500 ,<500 , <1000
Guruè,<1000 ,<1000 , 1000
Homoíne,<1000 ,<500 , <1000
Ibo,<100 ,<100 , <100
Ile,<1000 ,<1000 , 1000
Ilha de Moçambique,<500 ,<200 , <500
Inhambane,<1000 ,<500 , <1000
Inharrime,<1000 ,<1000 , <1000
Inhassoro,<1000 ,<500 , <1000
Inhassunge,<1000 ,<1000 , 1100
Jangamo,<500 ,<500 , <1000
KaMavota,3800 ,3200 , 4600
KaMaxakeni,4000 ,3300 , 4700
KaMpfumu,1900 ,1500 , 2500
KaMubukwana,3700 ,3000 , 4400
KaNyaka,<100 ,<100 , <100
KaTembe,<500 ,<500 , <1000
Lago,<500 ,<200 , <500
Lalaua,<500 ,<200 , <500
Larde,<500 ,<500 , <1000
Lichinga,<1000 ,<1000 , 1200
Limpopo,1800 ,1400 , 2200
Liúpo,<200 ,<100 , <500
Luabo,<500 ,<200 , <500
Lugela,<1000 ,<500 , <1000
Mabalane,<500 ,<500 , <500
Mabote,<1000 ,<500 , <1000
Macanga,<200 ,<100 , <200
Macate,<500 ,<500 , <500
Machanga,<1000 ,<1000 , <1000
Machaze,1200 ,<1000 , 1500
Macomia,<1000 ,<1000 , 1200
Macossa,<200 ,<100 , <500
Maganja da Costa,1400 ,1000 , 1900
Magude,1600 ,1200 , 2100
Majune,<100 ,<100 , <200
Malema,<1000 ,<500 , <1000
Mandimba,<1000 ,<500 , <1000
Mandlakazi,1600 ,1200 , 2100
Manhiça,5300 ,4200 , 6300
Manica,1300 ,<1000 , 1500
Mapai,<500 ,<200 , <500
Marara,<500 ,<500 , <1000
Marracuene,2300 ,1800 , 2800
Marromeu,1200 ,<1000 , 1600
Marrupa,<200 ,<200 , <500
Marávia,<200 ,<200 , <500
Maríngué,<500 ,<200 , <500
Massangena,<200 ,<200 , <500
Massinga,1700 ,1400 , 2200
Massingir,<500 ,<200 , <500
Matola,9900 ,8700 , 11 000
Matutuíne,1100 ,<1000 , 1500
Mavago,<100 ,<100 , <100
Maxixe,<1000 ,<1000 , 1200
Maúa,<500 ,<200 , <500
Mecanhelas,<500 ,<500 , <1000
Meconta,<1000 ,<1000 , 1400
Mecubúri,<500 ,<500 , <1000
Mecufi,<500 ,<200 , <500
Mecula,<100 ,<100 , <200
Meluco,<500 ,<200 , <500
Memba,<1000 ,<500 , 1100
Metarica,<100 ,<100 , <200
Metuge,<500 ,<500 , <1000
Milange,1400 ,<1000 , 1800
Moamba,2100 ,1500 , 2700
Moatize,1800 ,1400 , 2300
Mocuba,2300 ,1800 , 2800
Mocubela,1100 ,<1000 , 1600
Mocímboa da Praia,<1000 ,<1000 , 1100
Mogincual,<200 ,<200 , <500
Mogovolas,1100 ,<1000 , 1600
Molumbo,<500 ,<500 , <1000
Moma,1600 ,1100 , 2200
Monapo,1500 ,1000 , 2200
Montepuez,1100 ,<1000 , 1500
Mopeia,<1000 ,<500 , <1000
Morrumbala,<1000 ,<1000 , 1300
Morrumbene,<1000 ,<1000 , 1100
Morrupula,<500 ,<500 , <1000
Mossuril,<1000 ,<500 , <1000
Mossurize,<1000 ,<1000 , <1000
Muanza,<200 ,<100 , <200
Muecate,<500 ,<500 , <1000
Mueda,1900 ,1500 , 2400
Muembe,<100 ,<100 , <200
Muidumbe,1200 ,<1000 , 1800
Mulevala,<500 ,<500 , <1000
Mutarara,<1000 ,<500 , <1000
Mágoè,<500 ,<500 , <1000
Nacala,1600 ,1100 , 2100
Nacala-a-Velha,<1000 ,<500 , <1000
Nacarôa,<500 ,<500 , <1000
Namaacha,1000 ,<1000 , 1400
Namacurra,2700 ,2200 , 3300
Namarói,<500 ,<200 , <500
Nampula,3500 ,2900 , 4100
Namuno,1100 ,<1000 , 1700
Nangade,<500 ,<500 , <1000
Ngaúma,<200 ,<100 , <500
Nhamatanda,2100 ,1500 , 2700
Nhlamankulu,3400 ,2900 , 4000
Nicoadala,1700 ,1200 , 2200
Nipepe,<200 ,<100 , <200
Palma,<500 ,<200 , <500
Panda,<500 ,<500 , <500
Pebane,1800 ,1400 , 2200
Pemba,<1000 ,<1000 , 1200
Quelimane,4100 ,3600 , 4600
Quissanga,<500 ,<200 , <500
Rapale,<1000 ,<500 , <1000
Ribáuè,<1000 ,<1000 , 1400
Sanga,<200 ,<200 , <500
Sussendenga,<1000 ,<1000 , <1000
Tambara,<500 ,<200 , <500
Tete,1400 ,1100 , 1800
Tsangano,<500 ,<200 , <500
Vanduzi,<1000 ,<500 , <1000
Vilankulo,1300 ,1000 , 1600
Xai-Xai,1800 ,1300 , 2300
Zavala,1100 ,<1000 , 1500
Zumbu,<100 ,<100 , <200
National,160 000 ,77 000,260 000
