States,2019,2019_lower, 2019_upper
Alto Molócuè,2.28 ,1.42 , <0.01
Ancuabe,2.76 ,1.67 , <0.01
Angoche,3.35 ,2.04 , <0.01
Angónia,0.37 ,0.21 , <0.01
Balama,2.54 ,1.49 , <0.01
Beira,6.11 ,5.01 , <0.01
Bilene,4.21 ,3.40 , <0.01
Boane,10.32 ,7.38 , 0.01
Báruè,2.76 ,1.99 , <0.01
Búzi,3.51 ,2.41 , <0.01
Cahora Bassa,0.84 ,0.56 , <0.01
Caia,2.82 ,1.76 , <0.01
Changara,0.89 ,0.60 , <0.01
Chemba,2.93 ,1.86 , <0.01
Cheringoma,2.94 ,1.72 , <0.01
Chibabava,2.72 ,1.79 , <0.01
Chibuto,3.83 ,3.26 , <0.01
Chicualacuala,2.73 ,1.63 , <0.01
Chifunde,0.26 ,0.14 , <0.01
Chigubo,2.86 ,1.97 , <0.01
Chimbunila,1.39 ,0.85 , <0.01
Chimoio,3.61 ,2.97 , <0.01
Chinde,5.83 ,3.72 , <0.01
Chiúre,2.33 ,1.55 , <0.01
Chiúta,0.45 ,0.29 , <0.01
Chongoene,3.59 ,2.86 , <0.01
Chókwé,3.93 ,3.34 , <0.01
Cuamba,2.06 ,1.45 , <0.01
Derre,3.12 ,1.80 , <0.01
Dondo,5.93 ,3.94 , <0.01
Dôa,0.52 ,0.30 , <0.01
Eráti,3.35 ,2.07 , <0.01
Funhalouro,3.04 ,2.06 , <0.01
Gilé,2.91 ,1.88 , <0.01
Gondola,2.55 ,1.78 , <0.01
Gorongosa,2.98 ,1.95 , <0.01
Govuro,4.60 ,3.40 , <0.01
Guijá,3.27 ,2.52 , <0.01
Guro,1.85 ,1.19 , <0.01
Guruè,2.24 ,1.44 , <0.01
Homoíne,2.79 ,1.90 , <0.01
Ibo,3.77 ,2.00 , <0.01
Ile,2.67 ,1.77 , <0.01
Ilha de Moçambique,3.64 ,1.90 , <0.01
Inhambane,4.83 ,3.29 , <0.01
Inharrime,3.23 ,2.23 , <0.01
Inhassoro,4.47 ,3.43 , <0.01
Inhassunge,5.61 ,4.04 , <0.01
Jangamo,2.32 ,1.47 , <0.01
KaMavota,1.71 ,1.31 , <0.01
KaMaxakeni,2.52 ,2.16 , <0.01
KaMpfumu,1.53 ,1.25 , <0.01
KaMubukwana,1.71 ,1.34 , <0.01
KaNyaka,1.32 ,0.70 , <0.01
KaTembe,2.07 ,1.13 , <0.01
Lago,2.02 ,1.21 , <0.01
Lalaua,2.47 ,1.47 , <0.01
Larde,4.78 ,2.76 , <0.01
Lichinga,3.43 ,2.45 , <0.01
Limpopo,3.94 ,3.27 , <0.01
Liúpo,1.97 ,1.15 , <0.01
Luabo,4.45 ,2.65 , <0.01
Lugela,3.20 ,1.88 , <0.01
Mabalane,3.87 ,2.85 , <0.01
Mabote,3.76 ,2.87 , <0.01
Macanga,0.25 ,0.13 , <0.01
Macate,1.89 ,1.15 , <0.01
Machanga,4.33 ,2.94 , <0.01
Machaze,1.91 ,1.33 , <0.01
Macomia,5.24 ,3.26 , <0.01
Macossa,2.10 ,1.32 , <0.01
Maganja da Costa,5.18 ,3.71 , <0.01
Magude,8.38 ,6.13 , 0.01
