States,2019,2019_lower, 2019_upper
Alto Molócuè,7.1 ,5.2 , 9.5
Ancuabe,9.9 ,6.6 , 13.8
Angoche,7.1 ,4.8 , 10.1
Angónia,2.3 ,1.6 , 3.3
Balama,6.7 ,4.4 , 9.6
Beira,19.2 ,16.9 , 21.5
Bilene,25.2 ,21.7 , 29.1
Boane,30.4 ,24.4 , 37.2
Báruè,12.7 ,10.1 , 16.0
Búzi,14.6 ,11.5 , 18.5
Cahora Bassa,6.2 ,4.2 , 8.8
Caia,9.6 ,6.7 , 13.0
Changara,8.0 ,5.7 , 10.9
Chemba,9.1 ,6.2 , 12.8
Cheringoma,9.6 ,6.2 , 14.0
Chibabava,13.0 ,9.7 , 16.7
Chibuto,23.8 ,20.4 , 27.3
Chicualacuala,14.1 ,10.1 , 18.9
Chifunde,1.6 ,1.1 , 2.5
Chigubo,16.6 ,12.1 , 21.4
Chimbunila,4.4 ,2.9 , 6.3
Chimoio,17.1 ,15.2 , 19.2
Chinde,18.0 ,13.0 , 23.6
Chiúre,9.0 ,6.8 , 11.4
Chiúta,3.7 ,2.6 , 5.1
Chongoene,21.9 ,18.0 , 26.0
Chókwé,27.5 ,24.5 , 30.8
Cuamba,7.1 ,5.4 , 9.0
Derre,8.9 ,5.7 , 12.7
Dondo,16.1 ,12.0 , 21.6
Dôa,4.1 ,2.7 , 5.9
Eráti,7.6 ,5.2 , 10.8
Funhalouro,11.4 ,8.1 , 15.3
Gilé,9.7 ,7.3 , 12.8
Gondola,11.6 ,8.8 , 15.0
Gorongosa,9.7 ,7.0 , 13.0
Govuro,20.5 ,15.1 , 25.9
Guijá,23.4 ,18.2 , 28.8
Guro,9.5 ,6.6 , 13.0
Guruè,6.7 ,5.0 , 8.8
Homoíne,9.8 ,7.2 , 13.0
Ibo,9.0 ,5.5 , 14.0
Ile,10.1 ,7.4 , 13.5
Ilha de Moçambique,8.2 ,5.1 , 12.0
Inhambane,13.5 ,10.0 , 17.9
Inharrime,11.7 ,8.8 , 15.2
Inhassoro,19.0 ,15.5 , 22.6
Inhassunge,22.3 ,17.5 , 27.4
Jangamo,8.9 ,6.4 , 12.1
KaMavota,10.3 ,8.6 , 12.1
KaMaxakeni,16.5 ,14.4 , 18.7
KaMpfumu,16.8 ,14.5 , 19.0
KaMubukwana,10.4 ,8.9 , 12.1
KaNyaka,9.7 ,6.6 , 13.1
KaTembe,12.7 ,8.0 , 17.6
Lago,6.8 ,4.7 , 9.5
Lalaua,5.2 ,3.5 , 7.4
Larde,9.9 ,6.2 , 14.8
Lichinga,10.8 ,8.4 , 13.6
Limpopo,22.4 ,18.9 , 26.0
