States,2019,2019_lower, 2019_upper
Alto Molócuè,1.6 ,1.1 , 2.3
Ancuabe,3.2 ,2.1 , 4.5
Angoche,2.6 ,1.8 , 3.8
Angónia,0.5 ,0.3 , 0.8
Balama,2.3 ,1.5 , 3.4
Beira,3.6 ,3.0 , 4.2
Bilene,4.3 ,3.1 , 6.0
Boane,5.3 ,3.8 , 7.1
Báruè,2.8 ,2.0 , 3.8
Búzi,3.3 ,2.4 , 4.4
Cahora Bassa,1.3 ,0.8 , 1.9
Caia,2.2 ,1.5 , 3.1
Changara,1.7 ,1.1 , 2.4
Chemba,2.1 ,1.4 , 3.1
Cheringoma,2.2 ,1.4 , 3.4
Chibabava,2.9 ,2.0 , 4.1
Chibuto,3.8 ,2.8 , 5.1
Chicualacuala,2.6 ,1.6 , 4.1
Chifunde,0.4 ,0.2 , 0.6
Chigubo,3.0 ,2.0 , 4.4
Chimbunila,1.2 ,0.8 , 1.7
Chimoio,3.4 ,2.8 , 4.1
Chinde,4.5 ,3.1 , 6.4
Chiúre,2.9 ,2.1 , 3.8
Chiúta,0.8 ,0.5 , 1.1
Chongoene,4.0 ,2.8 , 5.6
Chókwé,4.8 ,3.5 , 6.6
Cuamba,1.6 ,1.2 , 2.1
Derre,2.2 ,1.3 , 3.2
Dondo,3.5 ,2.5 , 4.9
Dôa,0.9 ,0.5 , 1.4
Eráti,2.9 ,1.9 , 4.1
Funhalouro,2.1 ,1.4 , 3.1
Gilé,2.3 ,1.7 , 3.1
Gondola,2.4 ,1.8 , 3.3
Gorongosa,2.2 ,1.5 , 3.1
Govuro,3.9 ,2.6 , 5.6
Guijá,4.4 ,2.8 , 6.6
Guro,2.2 ,1.5 , 3.2
Guruè,1.6 ,1.1 , 2.1
Homoíne,1.7 ,1.2 , 2.4
Ibo,2.9 ,1.7 , 4.8
Ile,2.4 ,1.7 , 3.3
Ilha de Moçambique,2.9 ,1.7 , 4.4
Inhambane,2.3 ,1.6 , 3.1
Inharrime,2.0 ,1.4 , 2.8
Inhassoro,3.6 ,2.7 , 4.9
Inhassunge,5.6 ,4.1 , 7.5
Jangamo,1.7 ,1.1 , 2.4
KaMavota,1.4 ,1.0 , 1.8
KaMaxakeni,2.7 ,2.0 , 3.6
KaMpfumu,2.2 ,1.7 , 2.9
KaMubukwana,1.3 ,1.0 , 1.6
KaNyaka,1.3 ,0.8 , 2.2
KaTembe,2.0 ,1.1 , 3.2
Lago,1.6 ,1.0 , 2.4
Lalaua,2.0 ,1.3 , 2.8
Larde,3.6 ,2.2 , 5.6
Lichinga,2.7 ,2.0 , 3.6
Limpopo,3.8 ,2.7 , 5.0
Liúpo,1.4 ,0.9 , 2.3
Luabo,3.1 ,1.9 , 4.5
Lugela,2.7 ,1.8 , 3.8
Mabalane,3.9 ,2.6 , 5.9
Mabote,3.6 ,2.5 , 5.1
Macanga,0.4 ,0.2 , 0.6
Macate,1.8 ,1.2 , 2.7
Machanga,4.5 ,3.1 , 6.3
Machaze,3.1 ,2.1 , 4.2
Macomia,4.9 ,3.2 , 7.1
Macossa,1.9 ,1.3 , 2.8
Maganja da Costa,5.3 ,3.6 , 7.3
Magude,6.4 ,4.4 , 9.0
Majune,1.3 ,0.8 , 2.0
Malema,2.0 ,1.3 , 2.9
Mandimba,1.5 ,1.1 , 2.1
Mandlakazi,3.1 ,2.1 , 4.6
Manhiça,6.3 ,4.7 , 8.4
Manica,2.6 ,1.8 , 3.5
Mapai,3.5 ,2.3 , 5.0
Marara,1.6 ,0.9 , 2.6
Marracuene,4.0 ,2.9 , 5.5
Marromeu,4.0 ,2.8 , 5.3
Marrupa,1.3 ,0.8 , 1.9
Marávia,0.6 ,0.4 , 1.0
Maríngué,1.7 ,1.1 , 2.5
Massangena,2.5 ,1.7 , 3.7
Massinga,2.7 ,2.0 , 3.7
Massingir,3.2 ,2.1 , 4.9
Matola,3.2 ,2.7 , 3.9
Matutuíne,6.6 ,4.4 , 9.9
Mavago,1.6 ,1.0 , 2.5
Maxixe,2.1 ,1.6 , 2.8
Maúa,1.8 ,1.2 , 2.6
Mecanhelas,1.2 ,0.8 , 1.8
Meconta,3.2 ,2.1 , 4.5
Mecubúri,1.9 ,1.3 , 2.7
Mecufi,2.5 ,1.5 , 3.6
Mecula,2.3 ,1.4 , 3.5
Meluco,4.1 ,2.7 , 6.0
Memba,1.7 ,1.1 , 2.6
Metarica,1.0 ,0.6 , 1.5
Metuge,3.1 ,2.1 , 4.5
Milange,1.9 ,1.3 , 2.7
Moamba,5.2 ,3.7 , 7.1
Moatize,1.4 ,1.0 , 1.8
Mocuba,3.7 ,2.9 , 4.6
Mocubela,5.7 ,3.8 , 8.1
Mocímboa da Praia,4.3 ,3.1 , 5.9
Mogincual,1.5 ,0.9 , 2.2
Mogovolas,2.2 ,1.4 , 3.0
Molumbo,1.4 ,0.9 , 2.1
Moma,3.5 ,2.5 , 4.8
Monapo,2.8 ,2.0 , 3.9
Montepuez,2.9 ,2.0 , 3.9
Mopeia,3.2 ,2.2 , 4.4
Morrumbala,2.5 ,1.8 , 3.4
Morrumbene,2.0 ,1.4 , 2.9
Morrupula,1.9 ,1.3 , 2.8
Mossuril,2.2 ,1.4 , 3.3
Mossurize,1.4 ,0.9 , 1.9
Muanza,1.9 ,1.1 , 3.0
Muecate,2.5 ,1.7 , 3.6
Mueda,6.6 ,5.1 , 8.2
Muembe,1.3 ,0.8 , 2.0
Muidumbe,8.2 ,5.8 , 11.0
Mulevala,2.7 ,1.9 , 3.7
Mutarara,1.0 ,0.6 , 1.6
Mágoè,1.3 ,0.8 , 1.9
Nacala,4.1 ,2.9 , 5.5
Nacala-a-Velha,2.6 ,1.6 , 3.8
Nacarôa,2.3 ,1.5 , 3.4
Namaacha,5.0 ,3.4 , 7.1
Namacurra,6.4 ,5.0 , 8.3
Namarói,1.5 ,1.0 , 2.1
Nampula,3.4 ,2.9 , 4.0
Namuno,3.5 ,2.4 , 5.0
Nangade,3.7 ,2.4 , 5.5
Ngaúma,1.2 ,0.8 , 1.8
Nhamatanda,3.0 ,2.2 , 3.9
Nhlamankulu,2.0 ,1.5 , 2.5
Nicoadala,5.6 ,4.1 , 7.3
Nipepe,1.3 ,0.8 , 2.0
Palma,3.1 ,1.9 , 4.7
Panda,2.0 ,1.4 , 2.7
Pebane,5.2 ,4.0 , 6.6
Pemba,4.0 ,3.2 , 5.0
Quelimane,6.8 ,5.7 , 8.1
Quissanga,2.9 ,1.8 , 4.3
Rapale,2.1 ,1.3 , 3.0
Ribáuè,2.6 ,1.8 , 3.8
Sanga,1.5 ,0.9 , 2.2
Sussendenga,1.9 ,1.4 , 2.6
Tambara,2.0 ,1.4 , 2.8
Tete,2.9 ,2.2 , 3.8
Tsangano,0.4 ,0.2 , 0.7
Vanduzi,2.5 ,1.8 , 3.4
Vilankulo,2.7 ,2.0 , 3.5
Xai-Xai,3.8 ,2.7 , 5.2
Zavala,2.4 ,1.7 , 3.4
Zumbu,0.6 ,0.3 , 1.0
National,2.8 ,1.0,4.9
