States,2019,2019_lower, 2019_upper
Alto Molócuè,4900 ,3300 , 6800
Ancuabe,3400 ,2200 , 4800
Angoche,5200 ,3500 , 7700
Angónia,2200 ,1300 , 3600
Balama,2500 ,1600 , 3800
Beira,28 000 ,24 000 , 32 000
Bilene,7600 ,6000 , 9400
Boane,16 000 ,12 000 , 20 000
Báruè,5000 ,3600 , 6600
Búzi,5300 ,3900 , 7000
Cahora Bassa,1600 ,1000 , 2400
Caia,3100 ,2100 , 4300
Changara,1600 ,1000 , 2300
Chemba,1400 ,<1000 , 2000
Cheringoma,1100 ,<1000 , 1700
Chibabava,3200 ,2200 , 4400
Chibuto,9600 ,7700 , 12 000
Chicualacuala,1000 ,<1000 , 1400
Chifunde,<1000 ,<500 , <1000
Chigubo,<1000 ,<1000 , 1000
Chimbunila,<1000 ,<500 , 1000
Chimoio,15 000 ,12 000 , 18 000
Chinde,3300 ,2300 , 4500
Chiúre,5600 ,4100 , 7400
Chiúta,<1000 ,<500 , <1000
Chongoene,5600 ,4300 , 7100
Chókwé,12 000 ,9700 , 14 000
Cuamba,3400 ,2500 , 4600
Derre,2100 ,1300 , 3100
Dondo,7500 ,5300 , 10 000
Dôa,<1000 ,<500 , <1000
Eráti,6700 ,4500 , 9500
Funhalouro,1000 ,<1000 , 1400
Gilé,4300 ,3100 , 5900
Gondola,4600 ,3300 , 6200
Gorongosa,3300 ,2300 , 4600
Govuro,1600 ,1100 , 2100
Guijá,4100 ,3000 , 5200
Guro,2000 ,1400 , 2800
Guruè,6300 ,4500 , 8800
Homoíne,2100 ,1400 , 2900
Ibo,<500 ,<200 , <500
Ile,3600 ,2500 , 4900
Ilha de Moçambique,1200 ,<1000 , 1900
Inhambane,2600 ,1800 , 3600
Inharrime,2100 ,1400 , 3000
Inhassoro,2500 ,2000 , 3100
Inhassunge,4300 ,3200 , 5500
Jangamo,1900 ,1200 , 2600
KaMavota,7800 ,5900 , 10 000
KaMaxakeni,8600 ,7200 , 10 000
KaMpfumu,3400 ,2900 , 3800
KaMubukwana,7300 ,5700 , 9100
KaNyaka,<200 ,<100 , <200
KaTembe,<1000 ,<1000 , 1300
Lago,1400 ,<1000 , 2200
Lalaua,1400 ,<1000 , 1900
Larde,2100 ,1200 , 3300
Lichinga,6000 ,4400 , 8100
Limpopo,7100 ,5600 , 8700
Liúpo,<1000 ,<500 , 1200
Luabo,1500 ,<1000 , 2200
Lugela,3900 ,2600 , 5400
Mabalane,1900 ,1400 , 2400
Mabote,1800 ,1300 , 2300
Macanga,<1000 ,<500 , <1000
Macate,1500 ,1000 , 2200
Machanga,2000 ,1400 , 2800
Machaze,2700 ,2000 , 3700
Macomia,3700 ,2400 , 5400
Macossa,<1000 ,<1000 , 1100
Maganja da Costa,5200 ,3600 , 6900
Magude,4000 ,2900 , 5100
Majune,<500 ,<500 , <1000
Malema,2800 ,1900 , 4100
Mandimba,2200 ,1500 , 3200
Mandlakazi,4800 ,3400 , 6600
Manhiça,13 000 ,11 000 , 16 000
Manica,6100 ,4400 , 8100
Mapai,1300 ,<1000 , 1600
Marara,<1000 ,<1000 , 1400
Marracuene,12 000 ,9200 , 16 000
Marromeu,5600 ,4000 , 7300
Marrupa,<1000 ,<500 , 1100
Marávia,<1000 ,<500 , 1000
Maríngué,1200 ,<1000 , 1900
Massangena,<1000 ,<1000 , 1200
Massinga,7500 ,5400 , 9900
Massingir,1700 ,1100 , 2300
Matola,50 000 ,42 000 , 58 000
Matutuíne,3400 ,2400 , 4700
Mavago,<500 ,<500 , <1000
Maxixe,3600 ,2500 , 4900
Maúa,<1000 ,<1000 , 1300
Mecanhelas,2400 ,1500 , 3500
Meconta,4600 ,3100 , 6600
Mecubúri,2500 ,1700 , 3600
Mecufi,<1000 ,<1000 , 1300
Mecula,<500 ,<500 , <1000
Meluco,1000 ,<1000 , 1400
Memba,3400 ,2200 , 5000
Metarica,<500 ,<500 , <1000
Metuge,1800 ,1200 , 2600
Milange,10 000 ,6900 , 14 000
Moamba,5500 ,4000 , 7200
Moatize,2800 ,2000 , 3700
Mocuba,12 000 ,9600 , 16 000
Mocubela,5400 ,3800 , 7300
Mocímboa da Praia,4000 ,2700 , 5400
Mogincual,<1000 ,<1000 , 1300
Mogovolas,5000 ,3300 , 7000
Molumbo,4200 ,2800 , 6200
Moma,7000 ,5000 , 9500
Monapo,6600 ,4600 , 9200
Montepuez,5400 ,3700 , 7400
Mopeia,4000 ,2800 , 5500
Morrumbala,7800 ,5500 , 11 000
Morrumbene,3100 ,2100 , 4300
Morrupula,2200 ,1400 , 3200
Mossuril,2200 ,1300 , 3300
Mossurize,2600 ,1800 , 3700
Muanza,<1000 ,<500 , 1100
Muecate,2100 ,1400 , 3000
Mueda,7600 ,6000 , 9500
Muembe,<500 ,<500 , <1000
Muidumbe,5300 ,3800 , 7000
Mulevala,2400 ,1600 , 3200
Mutarara,1300 ,<1000 , 1900
Mágoè,1100 ,<1000 , 1600
Nacala,8300 ,5800 , 12 000
Nacala-a-Velha,1900 ,1100 , 2800
Nacarôa,2000 ,1300 , 3000
Namaacha,2800 ,1900 , 3800
Namacurra,10 000 ,7900 , 13 000
Namarói,1900 ,1300 , 2600
Nampula,21 000 ,18 000 , 25 000
Namuno,5300 ,3500 , 7600
Nangade,2200 ,1400 , 3200
Ngaúma,<1000 ,<1000 , 1300
Nhamatanda,7700 ,5600 , 10 000
Nhlamankulu,4000 ,3000 , 5200
Nicoadala,8800 ,6400 , 11 000
Nipepe,<500 ,<500 , <1000
Palma,1600 ,<1000 , 2500
Panda,<1000 ,<1000 , 1100
Pebane,8800 ,6900 , 11 000
Pemba,6900 ,5300 , 8600
Quelimane,24 000 ,20 000 , 28 000
Quissanga,<1000 ,<1000 , 1400
Rapale,2100 ,1300 , 3100
Ribáuè,3700 ,2500 , 5300
Sanga,<1000 ,<1000 , 1300
Sussendenga,3200 ,2300 , 4300
Tambara,<1000 ,<1000 , 1200
Tete,10 000 ,8400 , 12 000
Tsangano,<1000 ,<500 , 1400
Vanduzi,2800 ,2000 , 3700
Vilankulo,4600 ,3400 , 5900
Xai-Xai,8900 ,7000 , 11 000
Zavala,3600 ,2500 , 5000
Zumbu,<500 ,<500 , <1000
National,690 000 ,540 000,880 000
