States,2019,2019_lower, 2019_upper
Alto Molócuè,3.59 ,2.21 , <0.01
Ancuabe,6.15 ,3.69 , <0.01
Angoche,6.93 ,4.18 , 0.01
Angónia,0.42 ,0.24 , <0.01
Balama,5.84 ,3.40 , <0.01
Beira,7.08 ,5.76 , <0.01
Bilene,5.49 ,4.24 , <0.01
Boane,11.90 ,8.30 , 0.02
Báruè,4.02 ,2.80 , <0.01
Búzi,5.03 ,3.37 , <0.01
Cahora Bassa,0.96 ,0.63 , <0.01
Caia,4.16 ,2.55 , <0.01
Changara,1.16 ,0.76 , <0.01
Chemba,4.61 ,2.86 , <0.01
Cheringoma,4.44 ,2.55 , <0.01
Chibabava,3.99 ,2.56 , <0.01
Chibuto,5.21 ,4.29 , <0.01
Chicualacuala,3.65 ,2.06 , <0.01
Chifunde,0.31 ,0.17 , <0.01
Chigubo,4.24 ,2.77 , <0.01
Chimbunila,2.21 ,1.33 , <0.01
Chimoio,4.76 ,3.81 , <0.01
Chinde,9.28 ,5.67 , 0.01
Chiúre,5.36 ,3.54 , <0.01
Chiúta,0.56 ,0.36 , <0.01
Chongoene,4.83 ,3.64 , <0.01
Chókwé,5.45 ,4.42 , <0.01
Cuamba,3.11 ,2.15 , <0.01
Derre,5.13 ,2.89 , <0.01
Dondo,7.52 ,4.91 , 0.01
Dôa,0.67 ,0.38 , <0.01
Eráti,7.20 ,4.39 , 0.01
Funhalouro,4.02 ,2.63 , <0.01
Gilé,4.65 ,2.95 , <0.01
Gondola,3.58 ,2.45 , <0.01
Gorongosa,4.46 ,2.87 , <0.01
Govuro,6.79 ,4.69 , <0.01
Guijá,4.99 ,3.59 , <0.01
Guro,2.86 ,1.80 , <0.01
Guruè,3.32 ,2.13 , <0.01
Homoíne,3.60 ,2.40 , <0.01
Ibo,7.15 ,3.74 , 0.01
Ile,4.47 ,2.93 , <0.01
Ilha de Moçambique,7.19 ,3.70 , 0.01
Inhambane,5.25 ,3.47 , <0.01
Inharrime,4.15 ,2.77 , <0.01
Inhassoro,6.33 ,4.61 , <0.01
Inhassunge,9.08 ,6.34 , 0.01
Jangamo,2.97 ,1.83 , <0.01
KaMavota,1.44 ,1.08 , <0.01
KaMaxakeni,2.71 ,2.20 , <0.01
KaMpfumu,1.29 ,1.03 , <0.01
KaMubukwana,1.36 ,1.04 , <0.01
KaNyaka,1.08 ,0.55 , <0.01
KaTembe,1.91 ,0.98 , <0.01
Lago,3.13 ,1.83 , <0.01
Lalaua,5.22 ,3.08 , <0.01
Larde,9.96 ,5.66 , 0.02
Lichinga,5.06 ,3.52 , <0.01
Limpopo,5.16 ,4.12 , <0.01
Liúpo,4.08 ,2.38 , <0.01
Luabo,7.16 ,4.15 , 0.01
Lugela,5.36 ,3.09 , <0.01
Mabalane,5.39 ,3.71 , <0.01
Mabote,5.82 ,4.21 , <0.01
Macanga,0.30 ,0.16 , <0.01
Macate,2.65 ,1.57 , <0.01
Machanga,6.53 ,4.27 , <0.01
Machaze,3.10 ,2.08 , <0.01
Macomia,11.99 ,7.30 , 0.02
Macossa,3.24 ,1.99 , <0.01
Maganja da Costa,9.14 ,6.28 , 0.01
Magude,11.05 ,7.83 , 0.01
Majune,2.82 ,1.69 , <0.01
Malema,5.14 ,3.07 , <0.01
Mandimba,3.21 ,2.17 , <0.01
Mandlakazi,4.39 ,3.22 , <0.01
Manhiça,8.78 ,6.77 , 0.01
Manica,3.62 ,2.45 , <0.01
Mapai,4.79 ,3.29 , <0.01
Marara,1.08 ,0.64 , <0.01
Marracuene,7.21 ,5.03 , 0.01
Marromeu,8.22 ,5.73 , 0.01
Marrupa,2.79 ,1.71 , <0.01
Marávia,0.49 ,0.28 , <0.01
Maríngué,3.42 ,2.06 , <0.01
Massangena,4.35 ,2.98 , <0.01
Massinga,5.38 ,3.88 , <0.01
Massingir,5.47 ,3.53 , <0.01
Matola,5.88 ,4.86 , <0.01
Matutuíne,13.92 ,9.52 , 0.02
Mavago,3.61 ,2.08 , <0.01
Maxixe,4.78 ,3.63 , <0.01
Maúa,3.48 ,2.06 , <0.01
Mecanhelas,2.43 ,1.52 , <0.01
Meconta,8.79 ,5.45 , 0.01
Mecubúri,4.60 ,2.76 , <0.01
Mecufi,5.72 ,3.17 , <0.01
Mecula,5.32 ,3.12 , <0.01
Meluco,9.99 ,6.08 , 0.01
Memba,4.36 ,2.45 , <0.01
Metarica,1.88 ,1.05 , <0.01
Metuge,7.23 ,4.22 , 0.01
Milange,3.91 ,2.54 , <0.01
Moamba,11.66 ,7.88 , 0.02
Moatize,1.07 ,0.80 , <0.01
Mocuba,6.64 ,4.91 , <0.01
Mocubela,9.60 ,6.51 , 0.01
Mocímboa da Praia,9.96 ,6.21 , 0.01
Mogincual,4.09 ,2.45 , <0.01
Mogovolas,5.85 ,3.72 , <0.01
Molumbo,3.55 ,2.08 , <0.01
Moma,8.17 ,5.26 , 0.01
Monapo,8.09 ,5.38 , 0.01
Montepuez,7.23 ,4.60 , 0.01
Mopeia,6.70 ,4.30 , <0.01
Morrumbala,5.32 ,3.49 , <0.01
Morrumbene,4.18 ,2.82 , <0.01
Morrupula,5.15 ,3.00 , <0.01
Mossuril,5.77 ,3.41 , <0.01
Mossurize,1.70 ,1.08 , <0.01
Muanza,4.08 ,2.28 , <0.01
Muecate,6.30 ,3.65 , <0.01
Mueda,11.65 ,8.22 , 0.02
Muembe,2.52 ,1.40 , <0.01
Muidumbe,19.29 ,10.81 , 0.03
Mulevala,5.61 ,3.41 , <0.01
Mutarara,0.70 ,0.41 , <0.01
Mágoè,0.95 ,0.57 , <0.01
Nacala,9.49 ,5.88 , 0.01
Nacala-a-Velha,6.41 ,3.56 , <0.01
Nacarôa,6.00 ,3.54 , <0.01
Namaacha,9.43 ,6.34 , 0.01
Namacurra,11.31 ,8.59 , 0.01
Namarói,2.73 ,1.62 , <0.01
Nampula,7.29 ,5.63 , <0.01
Namuno,9.50 ,6.13 , 0.01
Nangade,8.70 ,5.20 , 0.01
Ngaúma,2.32 ,1.30 , <0.01
Nhamatanda,5.82 ,3.86 , <0.01
Nhlamankulu,2.13 ,1.68 , <0.01
Nicoadala,11.01 ,7.53 , 0.02
Nipepe,2.53 ,1.43 , <0.01
Palma,6.74 ,3.58 , 0.01
Panda,3.57 ,2.42 , <0.01
Pebane,7.56 ,5.59 , 0.01
Pemba,7.18 ,5.09 , 0.01
Quelimane,10.48 ,8.61 , 0.01
Quissanga,7.88 ,4.49 , 0.01
Rapale,5.40 ,3.20 , <0.01
Ribáuè,7.54 ,4.55 , 0.01
Sanga,3.03 ,1.89 , <0.01
Sussendenga,2.67 ,1.78 , <0.01
Tambara,3.02 ,1.85 , <0.01
Tete,2.35 ,1.90 , <0.01
Tsangano,0.37 ,0.20 , <0.01
Vanduzi,3.77 ,2.64 , <0.01
Vilankulo,5.30 ,3.80 , <0.01
Xai-Xai,5.85 ,4.47 , <0.01
Zavala,4.62 ,3.09 , <0.01
Zumbu,0.45 ,0.24 , <0.01
National,5.48 ,1.13,9.77
