States,2019,2019_lower, 2019_upper
Alto Molócuè,5.86 ,3.62 , <0.01
Ancuabe,8.33 ,4.99 , 0.01
Angoche,8.88 ,5.35 , 0.01
Angónia,0.77 ,0.44 , <0.01
Balama,7.93 ,4.62 , 0.01
Beira,11.66 ,9.53 , 0.01
Bilene,8.99 ,6.96 , 0.01
Boane,25.62 ,18.09 , 0.03
Báruè,6.67 ,4.66 , <0.01
Búzi,9.23 ,6.20 , 0.01
Cahora Bassa,1.74 ,1.14 , <0.01
Caia,7.54 ,4.64 , 0.01
Changara,2.12 ,1.38 , <0.01
Chemba,8.52 ,5.30 , 0.01
Cheringoma,8.02 ,4.62 , 0.01
Chibabava,7.82 ,5.04 , 0.01
Chibuto,8.34 ,6.88 , 0.01
Chicualacuala,5.93 ,3.35 , <0.01
Chifunde,0.57 ,0.31 , <0.01
Chigubo,6.71 ,4.40 , <0.01
Chimbunila,3.89 ,2.34 , <0.01
Chimoio,7.50 ,6.00 , <0.01
Chinde,15.29 ,9.37 , 0.02
Chiúre,7.34 ,4.85 , 0.01
Chiúta,1.07 ,0.68 , <0.01
Chongoene,8.04 ,6.05 , 0.01
Chókwé,8.92 ,7.25 , 0.01
Cuamba,5.40 ,3.74 , <0.01
Derre,8.35 ,4.71 , 0.01
Dondo,12.84 ,8.40 , 0.02
Dôa,1.31 ,0.74 , <0.01
Eráti,9.12 ,5.56 , 0.01
Funhalouro,6.76 ,4.46 , <0.01
Gilé,7.38 ,4.69 , 0.01
Gondola,5.79 ,3.97 , <0.01
Gorongosa,8.23 ,5.30 , 0.01
Govuro,10.95 ,7.62 , 0.01
Guijá,8.53 ,6.16 , 0.01
Guro,4.68 ,2.95 , <0.01
Guruè,5.41 ,3.46 , <0.01
Homoíne,6.17 ,4.12 , <0.01
Ibo,9.87 ,5.15 , 0.02
Ile,7.57 ,4.97 , 0.01
Ilha de Moçambique,9.39 ,4.83 , 0.02
Inhambane,8.38 ,5.56 , 0.01
Inharrime,7.25 ,4.85 , 0.01
Inhassoro,10.14 ,7.42 , 0.01
Inhassunge,14.95 ,10.47 , 0.02
Jangamo,5.27 ,3.26 , <0.01
KaMavota,3.27 ,2.47 , <0.01
KaMaxakeni,5.84 ,4.77 , <0.01
KaMpfumu,2.86 ,2.30 , <0.01
KaMubukwana,3.11 ,2.41 , <0.01
KaNyaka,2.49 ,1.28 , <0.01
KaTembe,4.21 ,2.19 , <0.01
Lago,5.52 ,3.24 , <0.01
Lalaua,6.54 ,3.85 , <0.01
Larde,12.69 ,7.21 , 0.02
Lichinga,8.72 ,6.09 , 0.01
Limpopo,8.54 ,6.81 , 0.01
Liúpo,5.29 ,3.08 , <0.01
Luabo,11.77 ,6.84 , 0.02
Lugela,9.13 ,5.27 , 0.01
Mabalane,8.84 ,6.13 , 0.01
Mabote,9.60 ,6.96 , 0.01
Macanga,0.55 ,0.29 , <0.01
Macate,4.32 ,2.57 , <0.01
Machanga,12.30 ,8.06 , 0.02
Machaze,5.66 ,3.80 , <0.01
Macomia,16.33 ,9.95 , 0.03
Macossa,5.56 ,3.43 , <0.01
Maganja da Costa,15.85 ,10.92 , 0.02
Magude,25.51 ,18.22 , 0.03
Majune,4.79 ,2.87 , <0.01
Malema,6.45 ,3.85 , 0.01
Mandimba,5.75 ,3.89 , <0.01
Mandlakazi,7.36 ,5.42 , <0.01
Manhiça,20.27 ,15.69 , 0.03
Manica,5.89 ,3.99 , <0.01
Mapai,7.67 ,5.30 , 0.01
Marara,1.96 ,1.16 , <0.01
Marracuene,16.40 ,11.50 , 0.02
Marromeu,14.60 ,10.20 , 0.02
Marrupa,4.94 ,3.04 , <0.01
Marávia,0.91 ,0.51 , <0.01
Maríngué,6.45 ,3.88 , 0.01
Massangena,6.77 ,4.67 , <0.01
Massinga,9.12 ,6.59 , 0.01
Massingir,8.77 ,5.68 , 0.01
Matola,12.77 ,10.59 , 0.02
Matutuíne,29.04 ,20.02 , 0.04
Mavago,6.33 ,3.65 , 0.01
Maxixe,7.70 ,5.86 , 0.01
Maúa,6.02 ,3.57 , <0.01
Mecanhelas,4.23 ,2.65 , <0.01
Meconta,11.10 ,6.88 , 0.02
Mecubúri,5.77 ,3.46 , <0.01
Mecufi,7.99 ,4.43 , 0.01
Mecula,9.37 ,5.53 , 0.01
Meluco,13.62 ,8.30 , 0.02
Memba,5.55 ,3.11 , <0.01
Metarica,3.26 ,1.82 , <0.01
Metuge,9.99 ,5.84 , 0.02
Milange,6.43 ,4.18 , <0.01
Moamba,25.33 ,17.23 , 0.03
Moatize,1.95 ,1.46 , <0.01
Mocuba,10.94 ,8.11 , 0.01
Mocubela,15.87 ,10.81 , 0.02
Mocímboa da Praia,13.60 ,8.50 , 0.02
Mogincual,5.24 ,3.13 , <0.01
Mogovolas,7.39 ,4.70 , 0.01
Molumbo,5.71 ,3.35 , <0.01
Moma,10.30 ,6.62 , 0.02
Monapo,10.22 ,6.79 , 0.01
Montepuez,9.78 ,6.21 , 0.01
Mopeia,11.04 ,7.12 , 0.02
Morrumbala,8.81 ,5.78 , 0.01
Morrumbene,7.08 ,4.79 , <0.01
Morrupula,6.50 ,3.79 , 0.01
Mossuril,7.45 ,4.40 , 0.01
Mossurize,3.04 ,1.94 , <0.01
Muanza,7.25 ,4.06 , 0.01
Muecate,7.95 ,4.60 , 0.01
Mueda,15.86 ,11.21 , 0.02
Muembe,4.40 ,2.44 , <0.01
Muidumbe,25.81 ,14.51 , 0.04
Mulevala,9.20 ,5.61 , 0.01
Mutarara,1.34 ,0.78 , <0.01
Mágoè,1.70 ,1.02 , <0.01
Nacala,12.01 ,7.44 , 0.02
Nacala-a-Velha,8.16 ,4.53 , 0.01
Nacarôa,7.63 ,4.50 , 0.01
Namaacha,20.39 ,13.80 , 0.03
Namacurra,18.96 ,14.50 , 0.02
Namarói,4.64 ,2.77 , <0.01
Nampula,9.09 ,7.03 , 0.01
Namuno,12.86 ,8.31 , 0.02
Nangade,11.92 ,7.12 , 0.02
Ngaúma,4.24 ,2.37 , <0.01
Nhamatanda,10.43 ,6.94 , 0.01
Nhlamankulu,4.54 ,3.57 , <0.01
Nicoadala,17.95 ,12.33 , 0.02
Nipepe,4.43 ,2.51 , <0.01
Palma,9.21 ,4.89 , 0.02
Panda,6.09 ,4.14 , <0.01
Pebane,12.43 ,9.24 , 0.02
Pemba,9.64 ,6.84 , 0.01
Quelimane,16.51 ,13.55 , 0.02
Quissanga,10.82 ,6.17 , 0.02
Rapale,6.83 ,4.05 , 0.01
Ribáuè,9.52 ,5.74 , 0.01
Sanga,5.33 ,3.33 , <0.01
Sussendenga,4.50 ,3.00 , <0.01
Tambara,5.09 ,3.11 , <0.01
Tete,4.22 ,3.42 , <0.01
Tsangano,0.68 ,0.37 , <0.01
Vanduzi,6.18 ,4.34 , <0.01
Vilankulo,8.57 ,6.17 , 0.01
Xai-Xai,8.97 ,6.86 , 0.01
Zavala,8.01 ,5.37 , 0.01
Zumbu,0.84 ,0.45 , <0.01
National,8.73 ,4.53,15.15
