Country,2010,2010_lower, 2010_upper, 2011,2011_lower, 2011_upper, 2012,2012_lower, 2012_upper, 2013,2013_lower, 2013_upper, 2014,2014_lower, 2014_upper, 2015,2015_lower, 2015_upper, 2016,2016_lower, 2016_upper, 2017,2017_lower, 2017_upper, 2018,2018_lower, 2018_upper, 2019,2019_lower, 2019_upper
Republic of Moldova,10 ,8 , 11,17 ,14 , 20,21 ,18 , 26,24 ,21 , 30,32 ,27 , 38,38 ,32 , 46,43 ,37 , 52,48 ,41 , 58,53 ,45 , 65,58 ,49 , 70
Romania,51 ,46 , 60,50 ,45 , 58,49 ,44 , 57,47 ,41 , 54,50 ,44 , 58,55 ,48 , 63,59 ,52 , 68,61 ,53 , 70,62 ,54 , 71,64 ,56 , 74
Russian Federation,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Rwanda,46 ,41 , 50,50 ,44 , 54,58 ,52 , 64,65 ,59 , 71,72 ,64 , 78,78 ,70 , 84,85 ,77 , 92,88 ,79 , 95,90 ,81 , >95,91 ,83 , >95
Saudi Arabia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Senegal,43 ,38 , 49,45 ,40 , 52,42 ,37 , 48,45 ,40 , 52,52 ,46 , 60,56 ,49 , 64,68 ,60 , 78,73 ,65 , 84,83 ,73 , >95,89 ,78 , >95
Serbia,46 ,38 , 54,47 ,40 , 55,49 ,41 , 57,51 ,43 , 59,54 ,46 , 62,58 ,49 , 66,64 ,54 , 73,70 ,58 , 80,64 ,53 , 75,67 ,54 , 79
Sierra Leone,11 ,9 , 12,14 ,12 , 16,17 ,15 , 20,19 ,17 , 22,23 ,20 , 26,27 ,23 , 31,34 ,29 , 39,44 ,37 , 49,51 ,43 , 57,58 ,49 , 65
Singapore,21 ,18 , 24,24 ,21 , 27,29 ,25 , 33,46 ,40 , 53,49 ,42 , 56,57 ,49 , 66,58 ,49 , 67,58 ,49 , 67,64 ,53 , 75,69 ,56 , 82
Slovakia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Slovenia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Somalia,7 ,5 , 8,9 ,8 , 11,13 ,10 , 15,18 ,15 , 21,19 ,15 , 22,24 ,19 , 27,28 ,23 , 32,32 ,26 , 37,35 ,28 , 40,38 ,31 , 44
South Africa,24 ,22 , 26,32 ,29 , 35,40 ,37 , 43,46 ,42 , 49,51 ,47 , 55,57 ,52 , 61,62 ,57 , 66,67 ,62 , 71,71 ,66 , 75,75 ,69 , 80
South Sudan,2 ,1 , 2,3 ,2 , 4,3 ,3 , 4,5 ,4 , 7,8 ,7 , 11,14 ,11 , 18,13 ,11 , 17,15 ,12 , 19,19 ,15 , 24,20 ,16 , 25
Spain,75 ,59 , 89,76 ,60 , 90,77 ,61 , 92,78 ,62 , 93,80 ,63 , 95,81 ,64 , >95,82 ,65 , >95,84 ,66 , >95,84 ,66 , >95,87 ,68 , >95
Sri Lanka,10 ,8 , 12,12 ,10 , 14,14 ,12 , 16,17 ,15 , 21,20 ,17 , 24,26 ,22 , 30,34 ,29 , 39,39 ,34 , 45,45 ,40 , 52,50 ,44 , 58
Sudan,4 ,3 , 5,5 ,4 , 6,6 ,5 , 7,7 ,6 , 8,9 ,7 , 10,9 ,8 , 11,13 ,11 , 15,16 ,14 , 19,19 ,16 , 23,21 ,17 , 25
Suriname,27 ,23 , 32,31 ,26 , 36,42 ,35 , 49,50 ,41 , 58,54 ,45 , 64,54 ,45 , 65,57 ,47 , 69,58 ,47 , 69,60 ,49 , 72,59 ,48 , 70
Sweden,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Switzerland,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Syrian Arab Republic,18 ,8 , 35,21 ,10 , 40,25 ,12 , 47,26 ,12 , 50,28 ,13 , 54,36 ,16 , 67,38 ,17 , 70,35 ,15 , 65,33 ,14 , 61,32 ,14 , 61
Tajikistan,14 ,11 , 19,18 ,15 , 23,21 ,18 , 26,24 ,21 , 31,36 ,31 , 45,50 ,43 , 64,61 ,52 , 77,70 ,60 , 88,77 ,67 , >95,86 ,74 , >95
Thailand,39 ,34 , 47,43 ,37 , 50,47 ,41 , 55,51 ,44 , 60,55 ,48 , 64,60 ,52 , 69,65 ,57 , 76,71 ,61 , 81,76 ,66 , 88,80 ,69 , 92
Timor-Leste,11 ,8 , 17,10 ,7 , 14,10 ,8 , 14,21 ,17 , 30,22 ,17 , 30,20 ,15 , 27,25 ,19 , 34,22 ,17 , 30,23 ,17 , 33,26 ,18 , 37
Togo,23 ,19 , 27,27 ,22 , 32,34 ,28 , 40,37 ,32 , 44,40 ,34 , 47,45 ,38 , 54,54 ,47 , 65,64 ,56 , 78,65 ,56 , 78,75 ,65 , 91
Trinidad and Tobago,41 ,36 , 48,45 ,39 , 52,51 ,44 , 59,54 ,47 , 62,59 ,52 , 68,63 ,54 , 71,63 ,54 , 72,58 ,50 , 67,66 ,56 , 75,73 ,62 , 83
Tunisia,21 ,13 , 31,21 ,13 , 30,23 ,15 , 32,24 ,17 , 34,29 ,20 , 39,27 ,20 , 37,28 ,20 , 39,28 ,20 , 40,30 ,20 , 42,31 ,21 , 44
Turkey,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Turkmenistan,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Uganda,19 ,18 , 21,22 ,21 , 24,33 ,31 , 36,47 ,45 , 51,56 ,53 , 61,60 ,57 , 66,67 ,63 , 73,76 ,72 , 83,76 ,71 , 83,91 ,85 , >95
Ukraine,10 ,10 , 11,12 ,12 , 13,19 ,18 , 20,25 ,24 , 27,30 ,28 , 32,28 ,27 , 30,39 ,37 , 42,45 ,42 , 48,52 ,49 , 56,58 ,53 , 62
United Arab Emirates,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
United Kingdom,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
United Republic of Tanzania,21 ,19 , 23,22 ,19 , 24,35 ,31 , 38,41 ,36 , 44,51 ,46 , 56,56 ,51 , 61,62 ,56 , 67,69 ,62 , 74,75 ,68 , 81,83 ,76 , 90
United States,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Uruguay,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Uzbekistan,25 ,23 , 27,30 ,28 , 32,11 ,10 , 12,24 ,22 , 25,34 ,31 , 36,41 ,38 , 44,51 ,47 , 54,61 ,56 , 65,71 ,66 , 76,74 ,69 , 80
Venezuela (Bolivarian Republic of),23 ,19 , 27,23 ,20 , 27,24 ,20 , 29,24 ,20 , 29,25 ,20 , 29,33 ,27 , 40,30 ,24 , 36,24 ,19 , 28,19 ,15 , 23,26 ,21 , 31
Viet Nam,23 ,20 , 27,30 ,26 , 34,38 ,33 , 44,41 ,36 , 47,45 ,40 , 52,54 ,48 , 62,61 ,54 , 69,67 ,59 , 76,73 ,64 , 83,77 ,68 , 87
Yemen,13 ,9 , 18,15 ,11 , 21,17 ,12 , 23,20 ,14 , 28,26 ,20 , 37,26 ,19 , 38,31 ,22 , 46,35 ,24 , 52,36 ,24 , 56,39 ,25 , 62
Zambia,39 ,37 , 42,45 ,43 , 49,47 ,44 , 51,53 ,50 , 57,62 ,59 , 67,70 ,66 , 75,72 ,67 , 77,76 ,71 , 82,84 ,79 , 90,90 ,85 , >95
Zimbabwe,33 ,29 , 37,45 ,39 , 51,51 ,44 , 58,54 ,47 , 62,64 ,56 , 73,68 ,60 , 78,75 ,65 , 85,83 ,73 , 95,79 ,69 , 90,89 ,78 , >95
Global,26 ,20,31,32 ,23,37,38 ,28,44,44 ,32,51,49 ,36,58,54 ,40,64,60 ,44,70,65 ,50,76,69 ,55,80,73 ,60,86
