Country,2010,2010_lower, 2010_upper, 2011,2011_lower, 2011_upper, 2012,2012_lower, 2012_upper, 2013,2013_lower, 2013_upper, 2014,2014_lower, 2014_upper, 2015,2015_lower, 2015_upper, 2016,2016_lower, 2016_upper, 2017,2017_lower, 2017_upper, 2018,2018_lower, 2018_upper, 2019,2019_lower, 2019_upper
Senegal,27 ,24 , 31,29 ,25 , 33,27 ,24 , 31,31 ,27 , 36,38 ,33 , 44,43 ,38 , 51,50 ,44 , 59,56 ,49 , 65,64 ,56 , 75,70 ,61 , 82
Serbia,52 ,45 , 61,52 ,45 , 61,52 ,45 , 60,52 ,46 , 60,53 ,46 , 61,55 ,47 , 63,58 ,49 , 67,61 ,51 , 72,66 ,53 , 78,66 ,52 , 79
Sierra Leone,10 ,8 , 11,13 ,11 , 14,12 ,11 , 14,13 ,12 , 15,15 ,13 , 17,20 ,17 , 22,24 ,21 , 28,32 ,27 , 36,37 ,31 , 42,43 ,36 , 49
Singapore,31 ,27 , 36,36 ,31 , 42,42 ,36 , 47,47 ,40 , 54,54 ,46 , 62,59 ,50 , 69,60 ,51 , 70,66 ,55 , 77,72 ,59 , 85,73 ,60 , 88
Slovakia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Slovenia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Somalia,6 ,5 , 6,8 ,6 , 9,10 ,8 , 12,13 ,10 , 15,15 ,12 , 17,19 ,15 , 21,23 ,18 , 26,26 ,22 , 31,30 ,24 , 34,33 ,27 , 38
South Africa,23 ,21 , 25,30 ,27 , 33,37 ,34 , 40,43 ,39 , 46,48 ,43 , 51,53 ,48 , 56,58 ,52 , 61,62 ,57 , 66,66 ,60 , 70,70 ,64 , 74
South Sudan,1 ,1 , 2,2 ,2 , 3,3 ,2 , 4,4 ,3 , 6,7 ,5 , 8,11 ,8 , 13,11 ,8 , 13,13 ,10 , 16,16 ,13 , 20,18 ,14 , 23
Spain,65 ,52 , 78,66 ,52 , 79,69 ,54 , 82,70 ,55 , 83,72 ,57 , 85,75 ,59 , 88,81 ,64 , >95,83 ,65 , >95,83 ,65 , >95,85 ,66 , >95
Sri Lanka,7 ,6 , 8,8 ,7 , 9,10 ,8 , 12,13 ,11 , 16,17 ,14 , 20,21 ,18 , 25,28 ,24 , 33,35 ,30 , 41,43 ,38 , 51,51 ,45 , 60
Sudan,5 ,4 , 6,6 ,5 , 7,6 ,5 , 7,8 ,7 , 9,9 ,8 , 11,10 ,8 , 12,13 ,11 , 16,17 ,14 , 20,19 ,16 , 23,22 ,19 , 27
Suriname,23 ,20 , 27,26 ,22 , 31,33 ,27 , 39,37 ,31 , 44,41 ,34 , 49,43 ,35 , 51,46 ,38 , 55,48 ,39 , 57,50 ,41 , 60,50 ,40 , 59
Sweden,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Switzerland,... ,... , ...,... ,... , ...,73 ,52 , 95,... ,... , ...,... ,... , ...,77 ,53 , >95,82 ,56 , >95,88 ,59 , >95,89 ,59 , >95,90 ,59 , >95
Syrian Arab Republic,15 ,7 , 29,20 ,9 , 38,24 ,11 , 46,26 ,12 , 49,28 ,13 , 52,28 ,13 , 51,28 ,13 , 50,27 ,12 , 49,34 ,15 , 64,41 ,17 , 79
Tajikistan,9 ,7 , 12,11 ,9 , 14,13 ,11 , 16,16 ,13 , 20,22 ,19 , 28,30 ,26 , 38,36 ,32 , 47,42 ,36 , 54,47 ,41 , 61,51 ,44 , 66
Thailand,36 ,30 , 43,39 ,34 , 47,43 ,37 , 51,47 ,41 , 55,51 ,45 , 60,56 ,49 , 65,62 ,54 , 72,68 ,59 , 78,75 ,65 , 86,80 ,70 , 91
Timor-Leste,10 ,7 , 15,9 ,7 , 13,13 ,10 , 19,19 ,14 , 27,21 ,16 , 30,22 ,17 , 30,24 ,18 , 33,25 ,18 , 34,30 ,22 , 40,36 ,26 , 50
Togo,21 ,18 , 25,24 ,20 , 29,27 ,22 , 32,30 ,25 , 36,32 ,28 , 39,37 ,32 , 45,44 ,37 , 53,51 ,43 , 62,55 ,47 , 67,64 ,54 , 79
Trinidad and Tobago,40 ,35 , 46,43 ,37 , 50,48 ,42 , 56,53 ,46 , 61,56 ,49 , 64,59 ,51 , 68,60 ,51 , 68,61 ,52 , 69,67 ,57 , 77,73 ,62 , 83
Tunisia,14 ,9 , 21,14 ,9 , 20,12 ,8 , 17,13 ,9 , 18,14 ,10 , 20,15 ,10 , 20,16 ,12 , 22,16 ,11 , 22,18 ,12 , 25,20 ,14 , 28
Turkey,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Turkmenistan,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Uganda,20 ,19 , 22,23 ,22 , 25,31 ,29 , 33,41 ,39 , 44,50 ,47 , 54,54 ,51 , 59,60 ,57 , 65,69 ,65 , 75,70 ,66 , 77,84 ,78 , 92
Ukraine,9 ,9 , 10,11 ,11 , 12,17 ,16 , 19,23 ,22 , 25,28 ,26 , 30,27 ,26 , 29,38 ,35 , 40,43 ,40 , 46,50 ,46 , 53,54 ,50 , 58
United Arab Emirates,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
United Kingdom,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
United Republic of Tanzania,18 ,16 , 20,20 ,18 , 22,31 ,28 , 34,36 ,32 , 39,43 ,39 , 47,49 ,44 , 53,54 ,49 , 58,60 ,54 , 65,67 ,60 , 72,75 ,67 , 81
United States,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Uruguay,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Uzbekistan,19 ,18 , 21,23 ,21 , 24,13 ,12 , 13,22 ,20 , 23,30 ,28 , 32,36 ,33 , 39,43 ,40 , 46,51 ,46 , 54,58 ,53 , 62,58 ,53 , 62
Venezuela (Bolivarian Republic of),33 ,29 , 39,34 ,29 , 39,35 ,30 , 41,34 ,29 , 40,35 ,29 , 41,46 ,39 , 54,43 ,35 , 50,33 ,28 , 39,24 ,20 , 29,40 ,32 , 47
Viet Nam,23 ,20 , 27,28 ,24 , 32,33 ,29 , 38,37 ,32 , 43,41 ,36 , 47,48 ,42 , 55,54 ,47 , 61,60 ,53 , 68,65 ,57 , 73,70 ,61 , 79
Yemen,10 ,7 , 14,10 ,7 , 14,10 ,7 , 15,12 ,8 , 17,16 ,12 , 24,16 ,11 , 23,18 ,12 , 28,21 ,13 , 32,22 ,13 , 35,24 ,14 , 39
Zambia,37 ,35 , 40,44 ,41 , 47,48 ,45 , 51,54 ,51 , 58,60 ,57 , 65,68 ,64 , 73,69 ,65 , 74,72 ,68 , 77,79 ,74 , 85,85 ,80 , 92
Zimbabwe,30 ,26 , 34,39 ,34 , 45,45 ,39 , 52,52 ,45 , 60,59 ,51 , 67,64 ,56 , 73,70 ,60 , 80,78 ,68 , 90,73 ,63 , 83,85 ,74 , >95
Global,25 ,19,30,30 ,22,36,35 ,25,42,40 ,29,47,45 ,32,53,49 ,35,58,54 ,39,64,59 ,45,70,62 ,49,73,67 ,54,79
