Country,2010,2010_lower, 2010_upper, 2011,2011_lower, 2011_upper, 2012,2012_lower, 2012_upper, 2013,2013_lower, 2013_upper, 2014,2014_lower, 2014_upper, 2015,2015_lower, 2015_upper, 2016,2016_lower, 2016_upper, 2017,2017_lower, 2017_upper, 2018,2018_lower, 2018_upper, 2019,2019_lower, 2019_upper
Brazil,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Brunei Darussalam,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Bulgaria,24 ,22 , 27,26 ,23 , 28,28 ,25 , 31,29 ,26 , 32,31 ,28 , 34,33 ,30 , 36,33 ,30 , 36,41 ,37 , 45,46 ,42 , 51,49 ,44 , 55
Burkina Faso,32 ,26 , 38,36 ,29 , 43,38 ,31 , 46,42 ,34 , 50,46 ,38 , 55,47 ,39 , 56,52 ,43 , 62,59 ,49 , 71,62 ,51 , 74,72 ,59 , 86
Burundi,27 ,23 , 33,31 ,28 , 38,35 ,31 , 42,40 ,35 , 47,45 ,39 , 54,52 ,46 , 62,64 ,56 , 77,75 ,65 , 89,82 ,71 , >95,90 ,77 , >95
Cabo Verde,29 ,24 , 36,33 ,28 , 39,39 ,33 , 46,44 ,38 , 52,53 ,45 , 62,58 ,50 , 69,68 ,58 , 80,75 ,63 , 89,88 ,74 , >95,94 ,79 , >95
Cambodia,49 ,42 , 59,54 ,46 , 64,58 ,50 , 68,62 ,54 , 72,66 ,57 , 76,69 ,60 , 80,73 ,63 , 85,77 ,66 , 89,80 ,69 , 92,84 ,73 , >95
Cameroon,18 ,16 , 20,21 ,19 , 23,25 ,22 , 27,26 ,23 , 29,29 ,25 , 32,34 ,29 , 37,41 ,36 , 46,51 ,45 , 57,57 ,50 , 63,63 ,56 , 70
Canada,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Central African Republic,13 ,11 , 15,12 ,10 , 15,15 ,12 , 18,15 ,13 , 18,22 ,19 , 28,26 ,22 , 33,31 ,25 , 38,36 ,29 , 45,38 ,32 , 49,46 ,37 , 59
Chad,36 ,29 , 43,36 ,29 , 42,38 ,31 , 46,40 ,32 , 47,47 ,38 , 56,57 ,46 , 67,43 ,35 , 50,49 ,39 , 58,56 ,45 , 67,63 ,50 , 75
Chile,39 ,34 , 43,39 ,34 , 44,44 ,39 , 50,49 ,42 , 55,49 ,43 , 56,51 ,45 , 58,55 ,48 , 62,61 ,53 , 68,64 ,56 , 73,68 ,58 , 77
China,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Colombia,17 ,14 , 21,23 ,19 , 28,27 ,22 , 32,31 ,26 , 38,36 ,29 , 43,41 ,34 , 50,45 ,37 , 54,44 ,36 , 54,45 ,36 , 55,46 ,37 , 57
Comoros,19 ,9 , 37,20 ,10 , 39,24 ,12 , 47,26 ,13 , 50,28 ,15 , 53,36 ,20 , 69,39 ,21 , 72,43 ,23 , 79,49 ,27 , 88,60 ,33 , >95
Congo,19 ,15 , 22,21 ,17 , 24,20 ,17 , 24,23 ,19 , 27,22 ,18 , 26,28 ,23 , 35,29 ,23 , 38,30 ,24 , 39,31 ,24 , 42,26 ,19 , 36
Costa Rica,41 ,32 , 53,42 ,32 , 53,42 ,32 , 53,43 ,33 , 54,43 ,34 , 55,49 ,39 , 62,51 ,40 , 64,53 ,41 , 66,60 ,47 , 75,66 ,52 , 82
Croatia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Cuba,35 ,21 , 52,39 ,23 , 58,41 ,25 , 61,44 ,27 , 65,50 ,31 , 74,57 ,35 , 84,61 ,38 , 89,65 ,41 , >95,71 ,44 , >95,76 ,48 , >95
Cyprus,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Czechia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Côte d'Ivoire,18 ,16 , 20,22 ,19 , 25,25 ,21 , 29,28 ,24 , 32,32 ,28 , 38,37 ,32 , 43,44 ,39 , 52,53 ,47 , 62,60 ,52 , 70,65 ,56 , 76
Democratic People's Republic of Korea,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Democratic Republic of the Congo,9 ,8 , 11,11 ,9 , 13,14 ,12 , 17,17 ,14 , 21,21 ,17 , 26,26 ,21 , 31,33 ,27 , 39,44 ,36 , 54,54 ,43 , 65,57 ,46 , 70
Denmark,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Djibouti,10 ,7 , 15,12 ,8 , 17,15 ,11 , 23,17 ,12 , 26,21 ,15 , 31,27 ,19 , 39,32 ,23 , 47,36 ,26 , 54,41 ,30 , 60,46 ,34 , 68
Dominican Republic,18 ,15 , 23,21 ,17 , 27,25 ,20 , 31,27 ,22 , 34,31 ,25 , 39,34 ,28 , 42,37 ,30 , 46,41 ,33 , 50,45 ,36 , 55,48 ,39 , 59
Ecuador,21 ,15 , 38,25 ,18 , 46,26 ,19 , 46,27 ,20 , 48,32 ,24 , 56,38 ,28 , 67,43 ,32 , 75,49 ,36 , 83,55 ,40 , 93,65 ,48 , >95
Egypt,10 ,7 , 16,11 ,8 , 17,12 ,9 , 18,13 ,10 , 19,16 ,12 , 23,17 ,13 , 23,21 ,15 , 27,26 ,19 , 34,31 ,23 , 40,32 ,24 , 42
El Salvador,31 ,27 , 36,32 ,28 , 37,33 ,29 , 38,36 ,31 , 42,37 ,32 , 43,38 ,33 , 45,41 ,36 , 49,43 ,37 , 51,44 ,38 , 52,50 ,43 , 60
Equatorial Guinea,7 ,6 , 8,11 ,9 , 13,15 ,13 , 18,26 ,22 , 31,25 ,21 , 30,22 ,18 , 27,28 ,22 , 35,36 ,28 , 46,35 ,27 , 46,36 ,27 , 49
Eritrea,30 ,22 , 38,36 ,27 , 46,42 ,32 , 54,48 ,36 , 62,54 ,41 , 70,59 ,44 , 77,61 ,46 , 81,63 ,47 , 84,64 ,47 , 86,64 ,47 , 87
Estonia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Eswatini,34 ,31 , 37,38 ,35 , 41,42 ,39 , 46,48 ,45 , 52,58 ,54 , 63,68 ,63 , 73,78 ,72 , 83,87 ,81 , 93,89 ,82 , >95,>95 ,89 , >95
Ethiopia,36 ,28 , 46,42 ,33 , 54,45 ,35 , 58,50 ,38 , 63,56 ,43 , 71,60 ,46 , 76,65 ,50 , 82,67 ,52 , 85,69 ,53 , 87,76 ,59 , >95
Fiji,18 ,14 , 33,20 ,14 , 34,29 ,21 , 50,27 ,20 , 47,30 ,21 , 53,28 ,19 , 52,26 ,18 , 50,29 ,20 , 58,34 ,22 , 70,39 ,25 , 80
Finland,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
France,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Gabon,26 ,21 , 32,29 ,23 , 36,34 ,26 , 41,43 ,34 , 53,45 ,35 , 56,55 ,42 , 68,61 ,47 , 76,66 ,51 , 84,70 ,53 , 90,53 ,40 , 68
Gambia,10 ,8 , 13,15 ,12 , 20,18 ,15 , 23,18 ,14 , 23,19 ,16 , 25,20 ,16 , 26,24 ,19 , 30,26 ,21 , 32,28 ,22 , 35,29 ,23 , 37
Georgia,28 ,21 , 39,32 ,25 , 45,41 ,31 , 59,44 ,33 , 64,47 ,35 , 70,50 ,36 , 77,54 ,38 , 84,55 ,38 , 89,55 ,36 , 92,56 ,35 , 93
Germany,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Ghana,15 ,12 , 17,21 ,17 , 25,24 ,19 , 29,26 ,20 , 31,27 ,21 , 34,27 ,20 , 34,29 ,22 , 38,32 ,24 , 42,35 ,25 , 46,47 ,34 , 64
Greece,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Guatemala,35 ,28 , 44,38 ,31 , 47,41 ,34 , 52,44 ,36 , 55,45 ,37 , 56,43 ,37 , 53,45 ,38 , 55,49 ,42 , 59,54 ,46 , 65,58 ,50 , 70
Guinea,23 ,20 , 27,26 ,23 , 30,31 ,27 , 35,30 ,26 , 34,34 ,29 , 39,34 ,30 , 39,38 ,33 , 43,41 ,35 , 47,47 ,41 , 54,57 ,49 , 66
Guinea-Bissau,12 ,10 , 13,15 ,13 , 17,19 ,16 , 21,19 ,17 , 21,22 ,20 , 25,26 ,22 , 29,31 ,27 , 36,31 ,27 , 35,38 ,34 , 44,43 ,38 , 49
Guyana,43 ,39 , 47,47 ,42 , 51,49 ,44 , 54,53 ,48 , 58,55 ,49 , 60,57 ,51 , 63,60 ,54 , 67,63 ,57 , 70,66 ,60 , 74,70 ,63 , 78
Haiti,21 ,18 , 24,25 ,22 , 28,31 ,27 , 35,38 ,33 , 44,43 ,38 , 49,47 ,41 , 53,56 ,49 , 64,63 ,55 , 71,60 ,52 , 69,72 ,62 , 82
Honduras,29 ,24 , 35,33 ,27 , 39,36 ,30 , 42,38 ,32 , 46,40 ,34 , 48,43 ,36 , 50,44 ,37 , 52,47 ,39 , 55,48 ,40 , 55,48 ,40 , 56
Hungary,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Iceland,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
India,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Indonesia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Iran (Islamic Republic of),4 ,3 , 5,5 ,4 , 7,7 ,5 , 10,9 ,6 , 14,11 ,7 , 18,14 ,9 , 24,16 ,10 , 30,19 ,11 , 37,21 ,12 , 42,24 ,13 , 51
Ireland,60 ,49 , 70,63 ,51 , 73,66 ,54 , 77,68 ,56 , 80,71 ,58 , 83,73 ,60 , 86,75 ,61 , 88,76 ,62 , 89,79 ,65 , 93,84 ,68 , >95
Israel,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Italy,64 ,41 , 94,67 ,42 , >95,69 ,42 , >95,72 ,43 , >95,74 ,43 , >95,76 ,44 , >95,78 ,44 , >95,84 ,47 , >95,90 ,49 , >95,90 ,48 , >95
Jamaica,20 ,16 , 28,22 ,18 , 31,25 ,20 , 35,29 ,23 , 40,31 ,25 , 43,33 ,26 , 45,35 ,28 , 48,38 ,30 , 52,40 ,32 , 55,44 ,36 , 61
Japan,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Jordan,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Kazakhstan,8 ,7 , 9,11 ,10 , 12,15 ,13 , 16,18 ,16 , 20,21 ,19 , 24,26 ,24 , 29,31 ,28 , 34,40 ,36 , 44,48 ,44 , 54,52 ,47 , 58
Kenya,33 ,29 , 38,40 ,35 , 46,44 ,38 , 51,47 ,41 , 54,53 ,47 , 61,63 ,55 , 73,70 ,62 , 81,75 ,66 , 88,72 ,63 , 84,75 ,66 , 87
Kuwait,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Kyrgyzstan,5 ,<1 , <1,7 ,<1 , <1,9 ,<1 , <1,14 ,<1 , <1,20 ,<1 , <1,24 ,<1 , <1,28 ,<1 , <1,33 ,<1 , <1,36 ,<1 , <1,37 ,37 , 38
Lao People's Democratic Republic,19 ,17 , 21,21 ,18 , 23,23 ,20 , 26,26 ,23 , 29,29 ,26 , 34,33 ,29 , 38,39 ,34 , 44,45 ,40 , 52,51 ,45 , 58,56 ,49 , 63
Latvia,12 ,7 , 16,14 ,8 , 18,15 ,9 , 21,17 ,10 , 23,18 ,11 , 25,19 ,12 , 26,35 ,22 , 48,42 ,26 , 56,47 ,29 , 62,52 ,32 , 69
Lebanon,32 ,20 , 48,35 ,22 , 53,36 ,23 , 55,38 ,24 , 59,41 ,25 , 63,43 ,26 , 66,48 ,29 , 74,53 ,31 , 82,58 ,33 , 90,64 ,36 , >95
Lesotho,31 ,30 , 34,38 ,36 , 41,45 ,42 , 48,51 ,48 , 55,57 ,54 , 62,59 ,56 , 64,62 ,58 , 67,63 ,59 , 68,64 ,60 , 69,65 ,61 , 70
Liberia,9 ,7 , 11,12 ,9 , 14,11 ,9 , 14,14 ,11 , 17,15 ,12 , 18,16 ,13 , 20,18 ,14 , 22,26 ,20 , 32,31 ,24 , 39,34 ,27 , 43
Libya,31 ,22 , 40,31 ,22 , 41,32 ,23 , 42,32 ,23 , 41,34 ,25 , 44,37 ,27 , 48,35 ,26 , 45,35 ,27 , 45,34 ,26 , 43,34 ,26 , 42
Lithuania,7 ,6 , 9,9 ,8 , 11,11 ,10 , 14,17 ,15 , 21,14 ,11 , 16,21 ,18 , 25,22 ,19 , 27,25 ,22 , 30,33 ,29 , 40,35 ,30 , 42
Luxembourg,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Madagascar,3 ,2 , 3,3 ,3 , 4,3 ,2 , 3,3 ,3 , 4,4 ,3 , 5,6 ,5 , 7,7 ,6 , 8,8 ,6 , 10,10 ,9 , 13,13 ,11 , 17
Malawi,30 ,26 , 33,37 ,33 , 41,46 ,40 , 50,52 ,46 , 56,57 ,51 , 62,62 ,55 , 66,68 ,61 , 74,74 ,66 , 79,79 ,71 , 84,79 ,71 , 84
Malaysia,18 ,16 , 21,19 ,17 , 23,20 ,17 , 23,23 ,20 , 26,28 ,25 , 32,33 ,29 , 37,45 ,40 , 51,48 ,42 , 54,49 ,44 , 55,50 ,45 , 56
Maldives,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Mali,23 ,19 , 27,27 ,22 , 31,25 ,21 , 30,24 ,20 , 29,26 ,21 , 30,28 ,23 , 33,29 ,24 , 35,32 ,26 , 39,35 ,28 , 43,38 ,30 , 47
Malta,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Mauritania,24 ,20 , 30,27 ,23 , 33,29 ,24 , 36,33 ,27 , 42,36 ,28 , 46,40 ,31 , 53,43 ,33 , 59,52 ,39 , 72,53 ,39 , 75,58 ,43 , 85
Mauritius,6 ,5 , 7,12 ,11 , 14,14 ,13 , 16,16 ,15 , 19,21 ,19 , 24,23 ,20 , 26,22 ,20 , 26,24 ,21 , 27,24 ,21 , 28,25 ,21 , 29
Mexico,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Mongolia,6 ,6 , 7,9 ,8 , 10,12 ,10 , 13,19 ,17 , 22,25 ,22 , 28,27 ,24 , 31,28 ,25 , 32,31 ,28 , 35,32 ,29 , 37,32 ,29 , 36
Montenegro,34 ,12 , 68,32 ,11 , 63,32 ,11 , 62,34 ,11 , 65,36 ,11 , 68,36 ,12 , 70,41 ,13 , 76,45 ,15 , 83,48 ,15 , 86,49 ,15 , 91
Morocco,18 ,15 , 24,22 ,18 , 29,28 ,23 , 37,33 ,27 , 44,37 ,31 , 49,45 ,37 , 59,52 ,43 , 69,55 ,46 , 73,63 ,53 , 83,68 ,57 , 89
Mozambique,14 ,11 , 17,17 ,13 , 20,18 ,14 , 22,25 ,20 , 31,31 ,25 , 38,37 ,30 , 46,44 ,36 , 55,50 ,40 , 62,56 ,45 , 69,59 ,48 , 73
Myanmar,12 ,11 , 14,17 ,14 , 19,22 ,19 , 26,28 ,24 , 32,35 ,30 , 40,43 ,38 , 50,52 ,46 , 60,60 ,53 , 69,69 ,61 , 78,77 ,68 , 87
Namibia,42 ,39 , 45,50 ,47 , 54,55 ,51 , 59,59 ,55 , 63,58 ,54 , 62,66 ,61 , 70,66 ,61 , 71,75 ,69 , 80,78 ,73 , 84,84 ,79 , 91
Nepal,15 ,13 , 18,20 ,18 , 24,25 ,22 , 29,29 ,26 , 34,35 ,31 , 41,40 ,36 , 47,44 ,39 , 51,51 ,45 , 58,56 ,49 , 64,61 ,54 , 70
Netherlands,63 ,58 , 69,66 ,61 , 71,69 ,63 , 74,72 ,66 , 78,76 ,70 , 82,79 ,72 , 85,80 ,73 , 87,82 ,75 , 89,84 ,76 , 92,86 ,78 , 95
New Zealand,61 ,41 , 85,63 ,42 , 90,64 ,42 , 92,66 ,42 , 94,69 ,43 , >95,72 ,45 , >95,76 ,47 , >95,78 ,49 , >95,81 ,49 , >95,85 ,51 , >95
Nicaragua,17 ,13 , 21,21 ,17 , 27,26 ,21 , 32,28 ,23 , 35,33 ,27 , 41,37 ,30 , 46,42 ,34 , 52,46 ,38 , 58,54 ,44 , 67,59 ,47 , 74
Niger,22 ,19 , 25,28 ,25 , 32,34 ,30 , 38,37 ,33 , 41,34 ,30 , 39,39 ,34 , 44,47 ,42 , 53,56 ,50 , 64,61 ,54 , 69,63 ,56 , 72
Nigeria,27 ,20 , 36,30 ,23 , 41,38 ,28 , 51,45 ,34 , 60,49 ,37 , 65,52 ,39 , 70,58 ,43 , 77,60 ,45 , 80,61 ,46 , 82,68 ,51 , 91
North Macedonia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Norway,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Oman,30 ,24 , 41,35 ,28 , 47,38 ,30 , 50,42 ,34 , 55,44 ,35 , 55,42 ,34 , 52,47 ,37 , 57,51 ,40 , 62,55 ,43 , 67,60 ,46 , 73
Pakistan,3 ,2 , 3,3 ,2 , 3,3 ,3 , 4,3 ,3 , 4,4 ,4 , 5,5 ,4 , 6,6 ,5 , 7,8 ,7 , 9,9 ,8 , 11,12 ,10 , 13
Panama,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Papua New Guinea,23 ,21 , 26,28 ,25 , 31,33 ,30 , 37,40 ,36 , 44,47 ,42 , 52,51 ,47 , 57,55 ,50 , 61,57 ,52 , 63,61 ,55 , 67,63 ,57 , 69
Paraguay,15 ,11 , 21,15 ,11 , 22,17 ,13 , 25,20 ,15 , 29,23 ,18 , 33,26 ,20 , 37,31 ,24 , 44,37 ,28 , 53,40 ,31 , 58,44 ,34 , 63
Peru,35 ,30 , 40,37 ,32 , 42,45 ,39 , 52,44 ,39 , 51,49 ,43 , 57,52 ,45 , 60,58 ,50 , 68,62 ,53 , 72,69 ,59 , 80,77 ,66 , 89
Philippines,8 ,6 , 9,12 ,10 , 14,14 ,12 , 16,16 ,13 , 18,20 ,17 , 23,25 ,21 , 29,30 ,25 , 35,35 ,29 , 41,40 ,34 , 47,45 ,37 , 52
Poland,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Portugal,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Qatar,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Republic of Korea,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Republic of Moldova,9 ,8 , 12,12 ,10 , 15,15 ,13 , 18,18 ,15 , 22,22 ,19 , 27,27 ,23 , 33,31 ,26 , 38,35 ,30 , 43,41 ,35 , 50,46 ,39 , 56
Romania,52 ,46 , 61,51 ,45 , 59,50 ,45 , 58,54 ,48 , 62,57 ,50 , 65,61 ,53 , 70,61 ,54 , 71,63 ,55 , 73,64 ,56 , 75,67 ,58 , 78
Russian Federation,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Rwanda,44 ,39 , 48,49 ,43 , 53,56 ,50 , 61,62 ,55 , 67,68 ,61 , 74,74 ,67 , 80,82 ,74 , 89,84 ,76 , 92,87 ,78 , 94,89 ,80 , >95
Saudi Arabia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Senegal,31 ,27 , 35,33 ,29 , 38,31 ,27 , 36,35 ,31 , 41,41 ,36 , 48,46 ,40 , 53,53 ,46 , 62,59 ,51 , 69,67 ,58 , 78,73 ,64 , 86
Serbia,52 ,44 , 61,52 ,45 , 60,52 ,45 , 60,52 ,45 , 60,53 ,46 , 61,55 ,47 , 63,58 ,49 , 67,61 ,51 , 71,65 ,53 , 77,66 ,52 , 79
Sierra Leone,11 ,9 , 12,14 ,12 , 16,14 ,12 , 16,15 ,13 , 17,17 ,15 , 20,22 ,19 , 25,27 ,23 , 31,35 ,30 , 40,41 ,35 , 46,47 ,39 , 53
