Country,2010,2010_lower, 2010_upper, 2011,2011_lower, 2011_upper, 2012,2012_lower, 2012_upper, 2013,2013_lower, 2013_upper, 2014,2014_lower, 2014_upper, 2015,2015_lower, 2015_upper, 2016,2016_lower, 2016_upper, 2017,2017_lower, 2017_upper, 2018,2018_lower, 2018_upper, 2019,2019_lower, 2019_upper
Sierra Leone,28 ,22 , 35,35 ,27 , 43,44 ,34 , 54,38 ,29 , 47,37 ,28 , 46,46 ,35 , 57,52 ,40 , 62,54 ,40 , 64,62 ,47 , 76,58 ,44 , 71
Singapore,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Slovakia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Slovenia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Somalia,<1 ,<1 , <1,3 ,3 , 4,7 ,6 , 8,4 ,3 , 4,6 ,5 , 7,14 ,12 , 18,16 ,13 , 19,18 ,15 , 21,21 ,17 , 25,24 ,19 , 29
South Africa,71 ,52 , 86,88 ,63 , >95,90 ,65 , >95,>95 ,69 , >95,>95 ,68 , >95,>95 ,69 , >95,>95 ,69 , >95,93 ,66 , >95,>95 ,67 , >95,>95 ,69 , >95
South Sudan,8 ,6 , 11,11 ,8 , 15,12 ,9 , 16,21 ,16 , 29,20 ,15 , 26,43 ,31 , 57,29 ,21 , 38,55 ,40 , 73,57 ,41 , 75,44 ,31 , 57
Spain,>95 ,83 , >95,>95 ,82 , >95,>95 ,83 , >95,>95 ,83 , >95,>95 ,82 , >95,>95 ,83 , >95,>95 ,82 , >95,>95 ,82 , >95,>95 ,82 , >95,>95 ,82 , >95
Sri Lanka,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Sudan,4 ,3 , 5,4 ,3 , 5,5 ,3 , 6,4 ,3 , 5,6 ,4 , 7,6 ,5 , 7,5 ,4 , 6,8 ,6 , 9,6 ,4 , 7,4 ,3 , 5
Suriname,62 ,49 , 74,91 ,71 , >95,90 ,72 , >95,90 ,72 , >95,94 ,75 , >95,>95 ,79 , >95,89 ,71 , >95,78 ,62 , 93,76 ,60 , 91,74 ,58 , 89
Sweden,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Switzerland,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Syrian Arab Republic,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Tajikistan,43 ,33 , 55,54 ,42 , 69,65 ,54 , 80,72 ,61 , 88,>95 ,85 , >95,>95 ,83 , >95,>95 ,82 , >95,81 ,70 , >95,>95 ,84 , >95,88 ,76 , >95
Thailand,94 ,78 , >95,94 ,78 , >95,94 ,79 , >95,94 ,78 , >95,95 ,79 , >95,>95 ,80 , >95,>95 ,81 , >95,>95 ,81 , >95,>95 ,80 , >95,>95 ,81 , >95
Timor-Leste,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Togo,30 ,23 , 38,63 ,45 , 79,67 ,51 , 84,70 ,51 , 86,71 ,53 , 88,76 ,55 , >95,82 ,59 , >95,67 ,48 , 82,75 ,54 , >95,76 ,56 , >95
Trinidad and Tobago,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Tunisia,32 ,19 , 48,35 ,21 , 49,30 ,20 , 42,35 ,24 , 48,71 ,50 , >95,42 ,31 , 57,28 ,21 , 39,24 ,17 , 32,23 ,16 , 33,32 ,22 , 45
Turkey,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Turkmenistan,<1 ,<1 , <1,<1 ,<1 , <1,<1 ,<1 , <1,<1 ,<1 , <1,<1 ,<1 , <1,<1 ,<1 , <1,<1 ,<1 , <1,<1 ,<1 , <1,<1 ,<1 , <1,<1 ,<1 , <1
Uganda,30 ,26 , 34,51 ,42 , 56,82 ,69 , 90,91 ,77 , >95,>95 ,94 , >95,>95 ,>95 , >95,>95 ,85 , >95,>95 ,81 , >95,>95 ,84 , >95,>95 ,83 , >95
Ukraine,87 ,73 , >95,91 ,77 , >95,91 ,77 , >95,91 ,78 , >95,92 ,80 , >95,91 ,79 , >95,91 ,79 , >95,92 ,81 , >95,92 ,81 , >95,92 ,82 , >95
United Arab Emirates,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
United Kingdom,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
United Republic of Tanzania,54 ,43 , 65,70 ,55 , 82,>95 ,77 , >95,95 ,74 , >95,89 ,68 , >95,85 ,66 , >95,82 ,63 , >95,92 ,72 , >95,95 ,73 , >95,92 ,72 , >95
United States,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Uruguay,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Uzbekistan,13 ,12 , 15,25 ,22 , 27,65 ,58 , 72,69 ,60 , 77,76 ,66 , 84,59 ,51 , 65,78 ,70 , 86,65 ,59 , 72,75 ,68 , 82,75 ,68 , 82
Venezuela (Bolivarian Republic of),12 ,9 , 14,12 ,10 , 15,15 ,13 , 19,18 ,15 , 22,24 ,19 , 29,24 ,19 , 30,26 ,21 , 32,22 ,17 , 27,24 ,19 , 30,17 ,13 , 22
Viet Nam,45 ,37 , 54,40 ,33 , 47,42 ,36 , 50,40 ,32 , 47,56 ,47 , 67,60 ,51 , 70,68 ,57 , 81,74 ,62 , 87,76 ,65 , 90,86 ,74 , >95
Yemen,28 ,19 , 40,17 ,12 , 25,23 ,17 , 32,24 ,18 , 34,28 ,20 , 40,19 ,13 , 27,18 ,12 , 27,18 ,12 , 29,18 ,11 , 28,40 ,25 , 66
Zambia,67 ,54 , 75,70 ,56 , 78,73 ,59 , 82,77 ,62 , 87,82 ,66 , 92,86 ,70 , >95,85 ,68 , 95,90 ,73 , >95,90 ,73 , >95,86 ,69 , >95
Zimbabwe,30 ,23 , 36,52 ,40 , 62,79 ,61 , >95,79 ,60 , >95,81 ,62 , >95,81 ,62 , >95,87 ,66 , >95,90 ,69 , >95,91 ,69 , >95,91 ,69 , >95
Global,45 ,33,55,58 ,43,72,68 ,51,85,74 ,55,92,80 ,59,>95,82 ,61,>95,82 ,61,>95,82 ,61,>95,84 ,62,>95,85 ,63,>95
