Country,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Ecuador,265,289,312,318,334,347,358,362,368,577
Egypt,11,7,9,38,32,32,52,54,59,72
El Salvador,98,115,162,183,171,158,137,133,108,119
Equatorial Guinea,259.94,146.37,252,1166,1200,990,1596,1516,1277,1300
Eritrea,145,222,357,364,385,300,209,217,230,185
Estonia,...,...,...,...,...,...,...,...,...,...
Eswatini,8295,10 363,10 167,10 332,9491,10 245,10 405,9202,10 299,10 433
Ethiopia,6833,10 102,15 674.5,17 968.5,17 807.25,18 971.5,16 618,15 044,17 816,14 149
Fiji,...,...,...,...,...,...,...,...,...,...
Finland,...,...,...,...,...,...,...,...,...,...
France,962,937,911,899,951,1016,1029,1027,1018,1002
Gabon,644,839,1064,1375,1403,1665,2028,1829,1904,1941
Gambia,596,817,1068,729,723,874,751,732,695,624
Georgia,...,...,...,...,...,57,45,52,...,...
Germany,...,...,...,...,...,...,...,...,...,...
Ghana,5845,8057,8957,7266,8299,7813,9680,10 568,11 360,11 686
Greece,...,...,...,...,...,...,...,...,...,...
Grenada,,,,,,13,9,0,8,4
Guatemala,284,361,256,390,333,197,237,236,273,258
Guinea,1074,1921,1961,3921,3235,1774,2679,2263,3324,6456
Guinea-Bissau,344,490,738,1184,1906,1571,1468,1389,1001,1050
Guyana,116,144,152,196,155,167,157,127,150,256
Haiti,2377,3849,4889,5226,4504,4576,4282,4453,4909,4893
Honduras,248,232,238,209,197,175,168,180,202,156
Hungary,...,...,...,...,...,...,...,...,...,...
Iceland,...,...,...,...,...,...,...,...,...,...
India,0,0,...,...,...,...,...,...,13 195,...
Indonesia,254,171,348,512,747,986,1239,1536,1818,1954
Iran (Islamic Republic of),58,74,121,132,168,220,253,269,309,319
Ireland,...,...,...,...,...,...,...,...,...,...
Israel,...,...,...,...,...,...,...,...,...,...
Italy,488.26,476.99,455.38,431.4,406.42,381.4,356.94,333.38,311.09,433
Jamaica,385,300,295,281,388,414,407,407,398,411
Japan,...,...,...,...,...,...,...,...,...,...
Jordan,...,...,...,...,...,...,...,...,...,2
Kazakhstan,215,257,303,313,304,354,377,386,360,436
Kenya,41 575,55 641,44 388,44 558,50 259,59 024,59 297,53 067,57 523,59 304
Kuwait,...,...,...,...,...,...,...,...,4,...
Kyrgyzstan,52,44,86,99,114,87,112,120,133,130
Lao People's Democratic Republic,26,49,49,55,31,35,79,79,92,76
Latvia,...,...,...,...,...,...,...,...,...,...
Lebanon,...,...,...,...,...,...,...,...,...,...
Lesotho,8047,10 874,10 719.4,10 126.3,10 617.1,10 494.9,9 587.97,8395,8219,7589
Liberia,559,809,850,641,647,1180,1382,1553,1827,1838
Libya,0,0,0,0,0,0,53,53,72,74
Lithuania,...,...,...,...,...,...,...,...,...,...
Luxembourg,...,...,...,...,...,...,...,...,...,...
Madagascar,17,106,77,62,58,54,30,107,279,339
Malawi,13 967,25 314,33 448,34 040,36 690,39 075,41 485,44 576,47 148,43 269
Malaysia,267,288,287,274,298,319,311,260,257,219
Maldives,...,...,...,...,...,...,...,...,...,...
Mali,2488,3461,3750,2188,2362,2665,2379,2317,2382,1885
Malta,...,...,...,...,...,...,...,...,...,...
Mauritania,33,33,15,30,182,161,49,33,51,88
Mauritius,64,67,95,95,105,91,108,102,109,133
Mexico,588,590,773,1104,1181,1395,1175,1263,1258,...
Mongolia,...,...,...,...,...,...,...,...,...,...
Montenegro,...,...,...,...,...,...,...,...,...,...
Morocco,124,124,195,182,206,171,215,209,216,250
Mozambique,22 344,48 763,77 064,83 766,94 879,99 823,95 327,107 758,109 464,112 282
Myanmar,1940,2344,2720,2912,3440,3675,4082,4125,4303,4232
Namibia,7695,8413,7478,9412,10 827,11 475,11 838,12 627,12 531,12 522
Nepal,70,103,126,142,162,145,181,191,146,123
Netherlands,38,39,39,42,46,49,51,53,54,51
New Zealand,...,...,...,...,...,...,...,...,6,...
Nicaragua,90,114,127,109,107,117,115,111,123,127
Niger,2119,1571,1334,1301,1529,981,1541,982,941,794
Nigeria,24 716.6,30 455.8,37 575,50 178,59 976,51 797,55 192,49 778,42 653,42 127
North Macedonia,...,...,...,...,...,...,...,...,...,...
Norway,...,...,...,...,...,...,...,...,...,...
Oman,...,...,...,...,...,...,...,...,32,40
Pakistan,22,67,43,126,59,206,125,183,322,417
Panama,...,...,...,...,...,...,...,...,...,...
Papua New Guinea,68,210,328,448,573,497,583,733,963,1252
Paraguay,163,214,190,175,200,165,205,203,216,254
Peru,402,601,700,712,716,681,739,774,907,867
Philippines,12,18,19,14,23,32,43,53,67,98
Poland,...,...,...,...,...,...,...,...,...,...
Portugal,155,147,139,132,125,118,112,107,103,99
Qatar,...,...,...,...,...,...,...,...,...,...
Republic of Korea,...,...,...,...,...,...,...,...,...,...
Republic of Moldova,123,123,141,146,152,175,196,210,183,199
Romania,191,238,264,259,214,236,264,244,232,189
Russian Federation,...,...,...,...,...,...,...,...,...,...
Rwanda,6913,10 507.77,8967,9150,9432,9995,8506,7837,7614,8103
Saint Kitts and Nevis,,,,,,,,,1,1
Saint Lucia,,,,,,,,,,8
Samoa,,,,,,,,,,0
Saudi Arabia,...,...,...,...,...,...,...,...,43,...
Senegal,721,850,971,1358,1122,1352,1353,1231,1401,1445
Serbia,...,...,...,...,...,...,...,...,...,...
Seychelles,,,,,,,,,15,19
Sierra Leone,1805,2338,3018,2686,2585,3212,3600,3795,4358,4112
Singapore,...,...,...,...,...,...,...,...,18,...
Slovakia,...,...,...,...,...,...,...,...,...,...
Slovenia,...,...,...,...,...,...,...,...,...,...
Somalia,1.74,24.57,44.24,22.08,34.25,74,76,80,88,98
South Africa,209 668,267 574,282 978,309 020,312 287,311 398,305 716,300 437,304 933,302 936
South Sudan,673.99,938.84,1 059.42,1 943.59,1 847.11,4 037.05,2 754.97,5 358.48,5 534.16,4 352.21
Spain,318,309,293,278,264,253,244,235,225,217
Sri Lanka,...,...,...,...,...,...,...,...,16,...
Sudan,87,76,91,74,109,114,91,134,100,68
Suriname,80,119,119,120,128,138,121,105,100,95
Sweden,...,...,...,...,...,...,...,...,...,...
Switzerland,...,...,...,...,...,...,...,...,...,...
Syrian Arab Republic,...,...,...,...,...,...,...,...,12,...
Tajikistan,40,60,83,103,157,167,179,161,219,189
Thailand,7764,7140,6504,5878,5357,4869,4375,3930,3574,3224
Timor-Leste,...,...,...,...,...,...,...,...,...,...
Togo,2057,4173,4411,4478,4496,4642,4862,3899,4331,4284
Trinidad and Tobago,...,...,...,...,...,113,140,113,...,...
Tunisia,7,9,9,12,27,18,13,12,13,19
Turkey,...,...,...,...,...,...,...,...,...,...
Turkmenistan,...,...,...,...,...,...,...,...,...,...
Uganda,28 590,48 206,78 236.08,88 266,112 909,115 771,101 234,97 008,97 562,96 021
Ukraine,3 435.65,3 631.25,3 723.45,3 375.82,3 262.14,3 093.37,2 938.41,2 690.95,2 372.12,2 264.96
United Arab Emirates,...,...,...,...,...,...,...,...,5,5
United Kingdom,...,...,...,...,...,...,...,...,...,...
United Republic of Tanzania,40 938.51,53 031.16,73 999.75,74 206,71 088,68 697,66 662,74 702,76 967,74 596
United States,...,...,...,...,...,...,...,...,...,...
Uruguay,118,136,142,125.43,136.86,119.29,133.71,127.14,133.57,...
Uzbekistan,45,116,530,580,536,524,548,446,539,580
Venezuela (Bolivarian Republic of),299.2,313.5,382.8,442,535,510,504,398,406,267
Viet Nam,1427,1231,1294,1192,1628,1692,1865,1954,1932,2057
Yemen,34,22,30,32,39,26,26,26,26,59
Zambia,35 494.37,37 571.78,40 124.2,42 917.38,45 522.21,48 427.76,47 800.82,50 974.78,51 000.25,48 342.25
Zimbabwe,21 139.5,38 175.33,58 633.17,58 183,58 667,57 378,59 599,60 570,59 621,57 609
Global,600 000,800 000,940 000,1 000 000,1 100 000,1 100 000,1 100 000,1 100 000,1 100 000,1 100 000
