Country,1990,1990_lower, 1990_upper, 1991,1991_lower, 1991_upper, 1992,1992_lower, 1992_upper, 1993,1993_lower, 1993_upper, 1994,1994_lower, 1994_upper, 1995,1995_lower, 1995_upper, 1996,1996_lower, 1996_upper, 1997,1997_lower, 1997_upper, 1998,1998_lower, 1998_upper, 1999,1999_lower, 1999_upper, 2000,2000_lower, 2000_upper, 2001,2001_lower, 2001_upper, 2002,2002_lower, 2002_upper, 2003,2003_lower, 2003_upper, 2004,2004_lower, 2004_upper, 2005,2005_lower, 2005_upper, 2006,2006_lower, 2006_upper, 2007,2007_lower, 2007_upper, 2008,2008_lower, 2008_upper, 2009,2009_lower, 2009_upper, 2010,2010_lower, 2010_upper, 2011,2011_lower, 2011_upper, 2012,2012_lower, 2012_upper, 2013,2013_lower, 2013_upper, 2014,2014_lower, 2014_upper, 2015,2015_lower, 2015_upper, 2016,2016_lower, 2016_upper, 2017,2017_lower, 2017_upper, 2018,2018_lower, 2018_upper, 2019,2019_lower, 2019_upper
Afghanistan,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<500 ,<200 , <500,<500 ,<200 , <1000,<500 ,<200 , <1000,<500 ,<200 , <1000,<500 ,<200 , <1000,<500 ,<500 , <1000,<1000 ,<500 , 1200,<1000 ,<500 , 1400,<1000 ,<500 , 1700,<1000 ,<500 , 1800,<1000 ,<500 , 2200,<1000 ,<500 , 2400,1000 ,<1000 , 2600,1100 ,<1000 , 2600,1200 ,<1000 , 2900,1400 ,<1000 , 3200,1500 ,<1000 , 3600,1700 ,<1000 , 4200,1900 ,<1000 , 4800,2100 ,<1000 , 5500,2300 ,1000 , 6200,2500 ,1100 , 7300,2700 ,1200 , 8300,3000 ,1300 , 9500,3300 ,1300 , 11 000
Albania,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <500,<200 ,<200 , <500,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <1000,<500 ,<200 , <1000,<500 ,<200 , <1000
Algeria,<200 ,<100 , <200,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<1000 , 1100,<1000 ,<1000 , 1300,1000 ,<1000 , 1400,1200 ,<1000 , 1600,1400 ,<1000 , 1900,1600 ,1000 , 2100,1800 ,1100 , 2400,2000 ,1300 , 2800,2300 ,1500 , 3200,2600 ,1700 , 3600,3000 ,1900 , 4100,3500 ,2100 , 4700,4000 ,2400 , 5400,4600 ,2700 , 6200,5200 ,3100 , 7100,5900 ,3400 , 8100,6600 ,3700 , 9300,7400 ,3900 , 11 000,8200 ,4100 , 12 000,9000 ,4200 , 13 000,9900 ,4400 , 15 000
Angola,6900 ,3900 , 13 000,8900 ,5300 , 15 000,11 000 ,7000 , 19 000,14 000 ,9200 , 22 000,18 000 ,12 000 , 27 000,21 000 ,15 000 , 32 000,26 000 ,19 000 , 37 000,31 000 ,23 000 , 43 000,37 000 ,28 000 , 49 000,43 000 ,34 000 , 55 000,50 000 ,41 000 , 63 000,58 000 ,48 000 , 71 000,66 000 ,54 000 , 80 000,75 000 ,62 000 , 89 000,84 000 ,71 000 , 100 000,93 000 ,78 000 , 110 000,100 000 ,87 000 , 120 000,110 000 ,96 000 , 130 000,120 000 ,110 000 , 150 000,130 000 ,120 000 , 160 000,150 000 ,130 000 , 170 000,160 000 ,140 000 , 180 000,170 000 ,140 000 , 190 000,180 000 ,150 000 , 200 000,190 000 ,160 000 , 210 000,200 000 ,170 000 , 230 000,210 000 ,180 000 , 240 000,220 000 ,180 000 , 250 000,220 000 ,190 000 , 260 000,230 000 ,190 000 , 270 000
Argentina,3900 ,3300 , 5000,5300 ,4500 , 6600,6900 ,5900 , 8400,8600 ,7400 , 10 000,10 000 ,8900 , 12 000,12 000 ,10 000 , 14 000,13 000 ,11 000 , 16 000,15 000 ,13 000 , 17 000,16 000 ,14 000 , 19 000,17 000 ,15 000 , 20 000,19 000 ,16 000 , 22 000,20 000 ,18 000 , 24 000,21 000 ,19 000 , 25 000,23 000 ,20 000 , 27 000,24 000 ,21 000 , 28 000,25 000 ,22 000 , 30 000,27 000 ,23 000 , 31 000,28 000 ,25 000 , 33 000,29 000 ,26 000 , 34 000,31 000 ,27 000 , 36 000,32 000 ,28 000 , 37 000,33 000 ,29 000 , 39 000,35 000 ,31 000 , 40 000,36 000 ,32 000 , 42 000,38 000 ,33 000 , 44 000,39 000 ,34 000 , 45 000,40 000 ,35 000 , 47 000,42 000 ,36 000 , 48 000,43 000 ,37 000 , 50 000,44 000 ,38 000 , 51 000
Armenia,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <500,<200 ,<100 , <500,<500 ,<200 , <500,<500 ,<200 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<1000 , 1100,<1000 ,<1000 , 1200,<1000 ,<1000 , 1300,1000 ,<1000 , 1300,1100 ,<1000 , 1300,1100 ,<1000 , 1300,1100 ,<1000 , 1300,1100 ,<1000 , 1300,1100 ,<1000 , 1300,1100 ,<1000 , 1300,1100 ,<1000 , 1400,1200 ,1000 , 1400,1200 ,1000 , 1400,1200 ,1000 , 1500,1200 ,1000 , 1500,1200 ,1000 , 1600
Australia,<1000 ,<1000 , 1100,1100 ,<1000 , 1200,1100 ,<1000 , 1300,1200 ,<1000 , 1300,1200 ,1000 , 1400,1200 ,1000 , 1400,1200 ,1000 , 1400,1200 ,1000 , 1500,1300 ,1100 , 1600,1400 ,1100 , 1600,1400 ,1200 , 1700,1500 ,1200 , 1800,1500 ,1300 , 1900,1600 ,1300 , 1900,1700 ,1400 , 2000,1800 ,1400 , 2100,1900 ,1500 , 2200,2000 ,1600 , 2400,2100 ,1600 , 2500,2200 ,1700 , 2600,2300 ,1800 , 2800,2400 ,1900 , 3000,2600 ,2000 , 3100,2700 ,2100 , 3300,2900 ,2200 , 3500,3000 ,2300 , 3700,3100 ,2400 , 3900,3300 ,2500 , 4100,3400 ,2600 , 4300,3500 ,2600 , 4500
Austria,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Azerbaijan,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<500 ,<100 , <1000,<500 ,<200 , 1100,<1000 ,<200 , 1800,1100 ,<500 , 2700,1400 ,<500 , 3500,1800 ,<1000 , 3900,2200 ,<1000 , 4100,2500 ,1100 , 4200,2700 ,1400 , 4300,2900 ,1700 , 4400,3000 ,1900 , 4400,3100 ,2100 , 4400,3200 ,2300 , 4400,3200 ,2300 , 4400,3300 ,2400 , 4400,3300 ,2500 , 4400,3300 ,2500 , 4400,3300 ,2500 , 4300,3300 ,2500 , 4300,3300 ,2500 , 4300,3300 ,2500 , 4300,3300 ,2500 , 4300,3300 ,2500 , 4400,3300 ,2500 , 4400,3300 ,2500 , 4400
Bahamas,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
