Country,2010,2010_lower, 2010_upper, 2011,2011_lower, 2011_upper, 2012,2012_lower, 2012_upper, 2013,2013_lower, 2013_upper, 2014,2014_lower, 2014_upper, 2015,2015_lower, 2015_upper, 2016,2016_lower, 2016_upper, 2017,2017_lower, 2017_upper, 2018,2018_lower, 2018_upper, 2019,2019_lower, 2019_upper
Singapore,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Slovakia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Somalia,1 ,1 , 1,3 ,3 , 3,3 ,2 , 3,4 ,4 , 5,6 ,5 , 7,8 ,7 , 9,9 ,8 , 11,12 ,10 , 13,16 ,14 , 18,17 ,15 , 20
South Africa,28 ,22 , 33,34 ,27 , 41,38 ,30 , 45,42 ,32 , 50,44 ,34 , 53,46 ,36 , 56,48 ,37 , 58,49 ,38 , 60,50 ,38 , 62,47 ,36 , 58
South Sudan,<1 ,<1 , 1,1 ,1 , 1,1 ,1 , 1,2 ,1 , 2,3 ,2 , 4,4 ,3 , 5,5 ,4 , 7,7 ,5 , 10,9 ,7 , 12,12 ,9 , 16
Spain,79 ,66 , 92,81 ,68 , 95,84 ,71 , >95,86 ,73 , >95,88 ,74 , >95,>95 ,81 , >95,>95 ,84 , >95,>95 ,86 , >95,>95 ,84 , >95,>95 ,84 , >95
Sri Lanka,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Sudan,6 ,5 , 8,4 ,3 , 4,4 ,4 , 5,6 ,5 , 7,10 ,8 , 11,10 ,8 , 11,12 ,10 , 14,14 ,12 , 16,15 ,13 , 18,17 ,14 , 20
Suriname,43 ,36 , 51,47 ,39 , 56,50 ,41 , 60,48 ,39 , 59,51 ,40 , 62,63 ,49 , 79,62 ,47 , 77,54 ,39 , 68,40 ,28 , 50,36 ,25 , 46
Sweden,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Switzerland,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Syrian Arab Republic,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Tajikistan,18 ,15 , 27,37 ,31 , 49,59 ,52 , 73,87 ,79 , >95,>95 ,92 , >95,>95 ,91 , >95,>95 ,93 , >95,>95 ,>95 , >95,>95 ,>95 , >95,>95 ,91 , >95
Thailand,62 ,52 , 72,62 ,52 , 73,61 ,51 , 71,59 ,49 , 69,58 ,48 , 68,57 ,47 , 66,60 ,50 , 71,60 ,50 , 70,65 ,54 , 77,66 ,55 , 78
Timor-Leste,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Togo,<1 ,<1 , <1,<1 ,<1 , <1,15 ,12 , 18,18 ,14 , 22,22 ,17 , 28,25 ,19 , 31,28 ,22 , 36,33 ,24 , 42,40 ,29 , 52,48 ,34 , 63
Trinidad and Tobago,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Tunisia,69 ,43 , >95,58 ,37 , >95,31 ,20 , 60,48 ,33 , 81,38 ,26 , 61,38 ,26 , 56,34 ,24 , 48,32 ,22 , 44,41 ,29 , 57,52 ,36 , 74
Turkey,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Turkmenistan,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Uganda,14 ,12 , 15,16 ,14 , 18,24 ,21 , 27,31 ,27 , 34,41 ,36 , 45,47 ,42 , 52,52 ,47 , 57,56 ,51 , 62,61 ,56 , 68,65 ,59 , 73
Ukraine,67 ,59 , 77,74 ,65 , 84,80 ,70 , 91,86 ,76 , >95,88 ,77 , >95,86 ,76 , >95,91 ,80 , >95,>95 ,85 , >95,>95 ,86 , >95,>95 ,85 , >95
United Arab Emirates,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
United Kingdom,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
United Republic of Tanzania,14 ,12 , 16,15 ,13 , 17,26 ,22 , 30,33 ,28 , 38,37 ,31 , 43,47 ,39 , 55,52 ,42 , 61,54 ,44 , 64,61 ,50 , 73,66 ,53 , 79
United States,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Uruguay,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Uzbekistan,43 ,42 , 44,50 ,49 , 52,60 ,58 , 62,75 ,72 , 77,87 ,84 , 91,>95 ,91 , >95,>95 ,94 , >95,>95 ,95 , >95,>95 ,94 , >95,91 ,84 , 94
Venezuela (Bolivarian Republic of),26 ,23 , 30,20 ,17 , 23,22 ,19 , 26,22 ,19 , 26,23 ,19 , 27,30 ,26 , 36,31 ,26 , 37,29 ,24 , 34,25 ,20 , 29,28 ,22 , 33
Viet Nam,54 ,46 , 65,63 ,54 , 75,72 ,62 , 86,77 ,66 , 91,81 ,69 , >95,87 ,74 , >95,87 ,74 , >95,86 ,73 , >95,84 ,71 , >95,85 ,71 , >95
Yemen,19 ,12 , 30,24 ,16 , 36,23 ,17 , 34,24 ,18 , 35,55 ,41 , 79,33 ,25 , 46,35 ,27 , 49,38 ,29 , 54,39 ,29 , 56,43 ,31 , 63
Zambia,30 ,26 , 33,35 ,30 , 39,43 ,37 , 48,51 ,44 , 57,58 ,50 , 65,70 ,60 , 78,68 ,59 , 76,65 ,56 , 73,72 ,62 , 80,76 ,65 , 85
Zimbabwe,25 ,20 , 30,31 ,25 , 38,39 ,31 , 48,40 ,32 , 50,50 ,40 , 62,59 ,47 , 72,67 ,53 , 82,73 ,58 , 89,59 ,47 , 72,71 ,56 , 87
Global,18 ,12,23,23 ,14,29,27 ,17,34,31 ,20,39,36 ,23,45,41 ,25,51,45 ,28,56,49 ,32,60,50 ,34,61,53 ,36,64
