Country,2019
Central African Republic,4 787 280
Congo,120 960
Madagascar,72 000
Malawi,12 648 212
Myanmar,9 361 536
Pakistan,1 087 468
Panama,2 222 368
Senegal,4 241 279
Suriname,84 548
Uganda,30 660 000
Zimbabwe,15 175 625
