Country,2010,2010_lower, 2010_upper, 2011,2011_lower, 2011_upper, 2012,2012_lower, 2012_upper, 2013,2013_lower, 2013_upper, 2014,2014_lower, 2014_upper, 2015,2015_lower, 2015_upper, 2016,2016_lower, 2016_upper, 2017,2017_lower, 2017_upper, 2018,2018_lower, 2018_upper, 2019,2019_lower, 2019_upper
Namibia,8500 ,7100 , 10 000,8600 ,7300 , 10 000,8700 ,7300 , 10 000,8900 ,7500 , 10 000,8900 ,7500 , 11 000,8800 ,7300 , 11 000,8300 ,7200 , 9900,8300 ,7100 , 9900,8000 ,6600 , 9300,7900 ,6600 , 9100
Nepal,<1000 ,<1000 , 1100,1100 ,<1000 , 1200,1200 ,<1000 , 1400,1200 ,<1000 , 1500,1200 ,<1000 , 1500,1200 ,<1000 , 1500,1200 ,<1000 , 1500,1100 ,<1000 , 1500,1100 ,<1000 , 1500,1100 ,<1000 , 1500
Netherlands,<1000 ,<1000 , <1000,<1000 ,<1000 , 1000,<1000 ,<1000 , 1100,<1000 ,<1000 , 1100,<1000 ,<1000 , 1100,<1000 ,<1000 , 1100,<1000 ,<1000 , 1100,<1000 ,<1000 , 1100,<1000 ,<1000 , 1100,<1000 ,<1000 , 1100
New Zealand,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500
Nicaragua,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000
Niger,1500 ,1200 , 1800,1500 ,1200 , 1900,1500 ,1200 , 1900,1600 ,1300 , 2000,1500 ,1200 , 1900,1200 ,<1000 , 1500,<1000 ,<1000 , 1200,1100 ,<1000 , 1400,1200 ,1000 , 1500,1200 ,1000 , 1600
Nigeria,30 000 ,18 000 , 48 000,31 000 ,19 000 , 49 000,32 000 ,20 000 , 51 000,36 000 ,23 000 , 59 000,43 000 ,26 000 , 69 000,46 000 ,28 000 , 74 000,47 000 ,29 000 , 75 000,47 000 ,29 000 , 76 000,47 000 ,29 000 , 77 000,47 000 ,29 000 , 75 000
North Macedonia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Norway,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Oman,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200
Pakistan,<500 ,<500 , <500,<500 ,<500 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<1000 , 1100,1100 ,<1000 , 1300,1500 ,1200 , 1700,1900 ,1500 , 2200,2400 ,2000 , 2800
Panama,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Papua New Guinea,1200 ,<1000 , 1500,1300 ,1000 , 1600,1400 ,1100 , 1700,1500 ,1200 , 1800,1600 ,1300 , 2000,1700 ,1400 , 2100,1700 ,1500 , 2200,1800 ,1500 , 2200,1800 ,1500 , 2200,1800 ,1500 , 2200
Paraguay,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<500 ,<500 , <1000,<1000 ,<500 , 1200,<1000 ,<500 , 1500
Peru,2600 ,2000 , 3300,3000 ,2300 , 3800,3100 ,2200 , 4200,3200 ,2300 , 4400,3200 ,2100 , 4600,3300 ,2200 , 4700,3300 ,2100 , 4800,3600 ,2400 , 5000,3800 ,2500 , 5500,4000 ,2600 , 5700
Philippines,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , 1200,1100 ,<1000 , 1600,1400 ,<1000 , 2100,1800 ,1100 , 2600,2200 ,1400 , 3300,2800 ,1800 , 4000
Poland,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Portugal,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Qatar,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Republic of Korea,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Republic of Moldova,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000
Romania,<1000 ,<500 , 1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000
Russian Federation,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Rwanda,9800 ,8200 , 12 000,10 000 ,8300 , 12 000,9900 ,8200 , 12 000,9700 ,8200 , 12 000,9700 ,8100 , 12 000,9500 ,7900 , 11 000,9200 ,7800 , 11 000,8900 ,7500 , 10 000,8700 ,7300 , 10 000,8400 ,7100 , 9900
Saudi Arabia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Senegal,1800 ,1400 , 2200,1800 ,1400 , 2100,1600 ,1300 , 2000,1400 ,1200 , 1700,1300 ,1000 , 1500,1200 ,<1000 , 1500,1200 ,<1000 , 1500,1100 ,<1000 , 1400,1100 ,<1000 , 1400,1200 ,<1000 , 1400
Serbia,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200
Sierra Leone,1100 ,<1000 , 1300,1400 ,1100 , 1600,1600 ,1300 , 1900,1600 ,1300 , 1900,1400 ,1200 , 1700,1400 ,1100 , 1600,1500 ,1300 , 1800,1700 ,1500 , 2100,2000 ,1700 , 2400,2200 ,1800 , 2700
Singapore,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000
Slovakia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Slovenia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Somalia,<200 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500
South Africa,210 000 ,170 000 , 250 000,250 000 ,200 000 , 300 000,290 000 ,230 000 , 350 000,320 000 ,250 000 , 400 000,330 000 ,260 000 , 420 000,350 000 ,270 000 , 440 000,350 000 ,280 000 , 450 000,360 000 ,290 000 , 460 000,360 000 ,290 000 , 450 000,360 000 ,290 000 , 440 000
South Sudan,<1000 ,<1000 , 1100,<1000 ,<1000 , <1000,<1000 ,<1000 , 1300,1100 ,<1000 , 1400,1700 ,1200 , 2200,2300 ,1700 , 3100,3200 ,2200 , 4300,2800 ,2000 , 3800,3200 ,2200 , 4300,3800 ,2600 , 5200
Spain,4900 ,3400 , 6500,4900 ,3400 , 6500,4800 ,3300 , 6400,4600 ,3200 , 6400,4500 ,3100 , 6200,4400 ,2900 , 6000,4200 ,2900 , 5900,4100 ,2800 , 5700,4000 ,2800 , 5500,3900 ,2700 , 5300
Sri Lanka,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<200 , <200
Sudan,<1000 ,<1000 , <1000,<1000 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , 1200,1200 ,<1000 , 1500,1300 ,<1000 , 1600
Suriname,<200 ,<200 , <500,<200 ,<200 , <500,<200 ,<200 , <500,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500
Sweden,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Switzerland,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000
Syrian Arab Republic,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
Tajikistan,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<200 , <500,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <1000
Thailand,24 000 ,16 000 , 32 000,22 000 ,15 000 , 30 000,20 000 ,14 000 , 28 000,17 000 ,11 000 , 24 000,15 000 ,10 000 , 21 000,13 000 ,9000 , 19 000,11 000 ,7600 , 16 000,10 000 ,7300 , 15 000,9700 ,7300 , 14 000,9900 ,7500 , 13 000
Timor-Leste,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
Togo,3200 ,2500 , 4000,4100 ,3100 , 5200,4300 ,3200 , 5700,4400 ,3200 , 5900,4300 ,3100 , 5700,3900 ,2900 , 5100,3800 ,2900 , 5000,3800 ,2900 , 5000,3900 ,3100 , 5100,4200 ,3300 , 5700
Trinidad and Tobago,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500
Tunisia,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <500
Turkey,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Turkmenistan,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Uganda,31 000 ,27 000 , 39 000,36 000 ,31 000 , 45 000,39 000 ,33 000 , 49 000,45 000 ,37 000 , 58 000,50 000 ,42 000 , 67 000,56 000 ,46 000 , 76 000,60 000 ,49 000 , 83 000,62 000 ,50 000 , 86 000,64 000 ,52 000 , 89 000,67 000 ,54 000 , 92 000
Ukraine,3100 ,2600 , 3600,3700 ,3200 , 4300,4300 ,3700 , 5100,6600 ,5700 , 8000,8500 ,7200 , 10 000,8900 ,7400 , 11 000,6900 ,5700 , 8500,8800 ,7000 , 11 000,9500 ,7400 , 12 000,12 000 ,9200 , 16 000
United Arab Emirates,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
United Kingdom,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
United Republic of Tanzania,42 000 ,38 000 , 48 000,42 000 ,38 000 , 48 000,42 000 ,38 000 , 47 000,50 000 ,45 000 , 58 000,56 000 ,50 000 , 65 000,59 000 ,51 000 , 68 000,61 000 ,52 000 , 71 000,61 000 ,53 000 , 72 000,62 000 ,53 000 , 73 000,63 000 ,53 000 , 74 000
United States,30 000 ,22 000 , 40 000,30 000 ,22 000 , 40 000,32 000 ,23 000 , 43 000,33 000 ,24 000 , 44 000,34 000 ,25 000 , 46 000,34 000 ,25 000 , 46 000,34 000 ,25 000 , 46 000,33 000 ,25 000 , 45 000,33 000 ,24 000 , 44 000,... ,... , ...
Uruguay,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Uzbekistan,<1000 ,<500 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , 1100,1100 ,<1000 , 1300,1300 ,1100 , 1500,1700 ,1400 , 1900,2000 ,1600 , 2400
Venezuela (Bolivarian Republic of),3900 ,3100 , 5000,4300 ,3300 , 5500,4300 ,3200 , 5700,4200 ,3100 , 5400,3700 ,2700 , 4900,3500 ,2600 , 4500,4100 ,3100 , 5200,3000 ,2300 , 3900,... ,... , ...,... ,... , ...
Viet Nam,9000 ,7100 , 11 000,9400 ,7400 , 11 000,10 000 ,8100 , 13 000,11 000 ,8400 , 14 000,11 000 ,8400 , 14 000,11 000 ,8100 , 14 000,11 000 ,8100 , 14 000,10 000 ,7600 , 14 000,9700 ,7200 , 14 000,8800 ,6500 , 13 000
Yemen,<100 ,<100 , <200,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<200 , <500,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500
Zambia,41 000 ,34 000 , 49 000,44 000 ,37 000 , 53 000,46 000 ,39 000 , 55 000,49 000 ,40 000 , 58 000,51 000 ,42 000 , 61 000,53 000 ,44 000 , 63 000,55 000 ,45 000 , 65 000,57 000 ,47 000 , 68 000,57 000 ,48 000 , 68 000,58 000 ,48 000 , 69 000
Zimbabwe,45 000 ,250 000 , 250 000,53 000 ,260 000 , 260 000,56 000 ,300 000 , 300 000,57 000 ,300 000 , 300 000,57 000 ,410 000 , 410 000,55 000 ,480 000 , 480 000,53 000 ,510 000 , 510 000,51 000 ,510 000 , 510 000,50 000 ,490 000 , 490 000,50 000 ,460 000 , 460 000
Global,960 000 ,700 000,1 400 000,1 000 000 ,760 000,1 500 000,1 100 000 ,800 000,1 600 000,1 200 000 ,850 000,1 600 000,1 200 000 ,890 000,1 700 000,1 300 000 ,920 000,1 800 000,1 300 000 ,940 000,1 800 000,1 300 000 ,960 000,1 900 000,1 400 000 ,980 000,1 900 000,1 400 000 ,1 000 000,1 900 000
