Country,1990,1990_lower, 1990_upper, 1991,1991_lower, 1991_upper, 1992,1992_lower, 1992_upper, 1993,1993_lower, 1993_upper, 1994,1994_lower, 1994_upper, 1995,1995_lower, 1995_upper, 1996,1996_lower, 1996_upper, 1997,1997_lower, 1997_upper, 1998,1998_lower, 1998_upper, 1999,1999_lower, 1999_upper, 2000,2000_lower, 2000_upper, 2001,2001_lower, 2001_upper, 2002,2002_lower, 2002_upper, 2003,2003_lower, 2003_upper, 2004,2004_lower, 2004_upper, 2005,2005_lower, 2005_upper, 2006,2006_lower, 2006_upper, 2007,2007_lower, 2007_upper, 2008,2008_lower, 2008_upper, 2009,2009_lower, 2009_upper, 2010,2010_lower, 2010_upper, 2011,2011_lower, 2011_upper, 2012,2012_lower, 2012_upper, 2013,2013_lower, 2013_upper, 2014,2014_lower, 2014_upper, 2015,2015_lower, 2015_upper, 2016,2016_lower, 2016_upper, 2017,2017_lower, 2017_upper, 2018,2018_lower, 2018_upper, 2019,2019_lower, 2019_upper
Afghanistan,<200 ,<100 , <500,<500 ,<200 , <500,<500 ,<200 , <1000,<500 ,<200 , <1000,<500 ,<500 , <1000,<1000 ,<500 , 1100,<1000 ,<500 , 1200,<1000 ,<500 , 1400,<1000 ,<500 , 1600,<1000 ,<500 , 2000,<1000 ,<1000 , 2200,1100 ,<1000 , 2800,1300 ,<1000 , 3100,1500 ,<1000 , 3700,1600 ,<1000 , 4000,1800 ,<1000 , 4700,2000 ,1000 , 5200,2200 ,1100 , 5400,2400 ,1200 , 5600,2600 ,1300 , 6200,2800 ,1400 , 6900,3100 ,1500 , 7800,3500 ,1700 , 8600,3900 ,1800 , 9800,4300 ,1900 , 11 000,4800 ,2100 , 13 000,5200 ,2300 , 15 000,5700 ,2400 , 18 000,6200 ,2400 , 20 000,6800 ,2600 , 23 000
Albania,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <500,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , 1000,<1000 ,<500 , 1100,<1000 ,<500 , 1200,<1000 ,<500 , 1300,<1000 ,<500 , 1300,<1000 ,<500 , 1400
Algeria,<200 ,<100 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<1000 , 1000,<1000 ,<1000 , 1200,<1000 ,<1000 , 1400,1100 ,<1000 , 1600,1300 ,<1000 , 1800,1500 ,1000 , 2100,1700 ,1200 , 2400,1900 ,1300 , 2700,2200 ,1500 , 3100,2500 ,1700 , 3500,2800 ,1900 , 4000,3200 ,2100 , 4500,3700 ,2400 , 5000,4100 ,2700 , 5600,4600 ,3000 , 6400,5200 ,3300 , 7200,5800 ,3600 , 8000,6400 ,3900 , 9000,7000 ,4000 , 10 000,7700 ,4100 , 11 000,8300 ,4200 , 12 000,9000 ,4300 , 14 000
Angola,3300 ,1900 , 6200,4100 ,2500 , 7300,5000 ,3200 , 8500,6100 ,4100 , 9900,7400 ,5100 , 12 000,8900 ,6200 , 13 000,11 000 ,7700 , 15 000,12 000 ,9300 , 17 000,15 000 ,11 000 , 19 000,17 000 ,14 000 , 21 000,20 000 ,16 000 , 24 000,22 000 ,18 000 , 28 000,25 000 ,21 000 , 31 000,29 000 ,24 000 , 34 000,32 000 ,27 000 , 38 000,35 000 ,29 000 , 42 000,39 000 ,32 000 , 46 000,42 000 ,36 000 , 51 000,46 000 ,38 000 , 56 000,50 000 ,42 000 , 60 000,54 000 ,44 000 , 64 000,58 000 ,46 000 , 68 000,61 000 ,50 000 , 72 000,65 000 ,52 000 , 76 000,68 000 ,54 000 , 80 000,71 000 ,56 000 , 84 000,74 000 ,57 000 , 88 000,77 000 ,58 000 , 91 000,80 000 ,59 000 , 95 000,83 000 ,61 000 , 100 000
Argentina,8000 ,6900 , 10 000,11 000 ,9400 , 13 000,14 000 ,12 000 , 17 000,17 000 ,15 000 , 22 000,20 000 ,18 000 , 25 000,23 000 ,20 000 , 28 000,25 000 ,22 000 , 31 000,27 000 ,24 000 , 34 000,30 000 ,26 000 , 37 000,32 000 ,27 000 , 39 000,34 000 ,29 000 , 41 000,36 000 ,31 000 , 44 000,37 000 ,32 000 , 45 000,39 000 ,33 000 , 47 000,41 000 ,35 000 , 49 000,43 000 ,36 000 , 51 000,44 000 ,37 000 , 53 000,46 000 ,39 000 , 55 000,47 000 ,41 000 , 57 000,49 000 ,42 000 , 58 000,50 000 ,43 000 , 60 000,51 000 ,44 000 , 62 000,53 000 ,45 000 , 63 000,54 000 ,47 000 , 65 000,55 000 ,48 000 , 66 000,56 000 ,49 000 , 67 000,57 000 ,49 000 , 68 000,58 000 ,50 000 , 70 000,59 000 ,50 000 , 71 000,60 000 ,51 000 , 72 000
Armenia,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<500 ,<200 , <1000,<500 ,<500 , <1000,<1000 ,<500 , 1100,<1000 ,<500 , 1300,1000 ,<1000 , 1500,1200 ,<1000 , 1700,1400 ,1000 , 1900,1600 ,1200 , 2000,1700 ,1400 , 2200,1800 ,1400 , 2200,1800 ,1500 , 2200,1800 ,1500 , 2100,1800 ,1500 , 2100,1800 ,1500 , 2100,1800 ,1500 , 2100,1800 ,1500 , 2100,1700 ,1500 , 2000,1700 ,1500 , 2100,1700 ,1500 , 2100,1700 ,1400 , 2100,1700 ,1400 , 2100,1700 ,1400 , 2200
Australia,8100 ,7100 , 9000,8700 ,7400 , 9900,9000 ,7600 , 11 000,9200 ,7600 , 11 000,9200 ,7500 , 11 000,9100 ,7300 , 11 000,9000 ,7100 , 11 000,9100 ,7200 , 11 000,9200 ,7200 , 11 000,9300 ,7300 , 11 000,9300 ,7400 , 11 000,9400 ,7400 , 11 000,9400 ,7400 , 11 000,9400 ,7300 , 11 000,9500 ,7300 , 11 000,9500 ,7300 , 11 000,9600 ,7300 , 11 000,9700 ,7400 , 12 000,9800 ,7400 , 12 000,9900 ,7400 , 12 000,10 000 ,7500 , 12 000,10 000 ,7600 , 12 000,10 000 ,7700 , 13 000,10 000 ,7700 , 13 000,11 000 ,7700 , 13 000,11 000 ,7800 , 14 000,11 000 ,7800 , 14 000,11 000 ,7800 , 14 000,11 000 ,7700 , 15 000,11 000 ,7700 , 15 000
Austria,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Azerbaijan,<100 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <1000,<500 ,<100 , <1000,<500 ,<100 , <1000,<1000 ,<200 , 1400,<1000 ,<500 , 2300,1500 ,<500 , 3800,2100 ,<500 , 5500,2800 ,<1000 , 6600,3500 ,1100 , 7400,4100 ,1500 , 7500,4600 ,2000 , 7700,4900 ,2500 , 7700,5100 ,3000 , 7600,5300 ,3500 , 7500,5300 ,3700 , 7300,5300 ,3900 , 7300,5400 ,4000 , 7300,5300 ,4000 , 7200,5300 ,4000 , 7200,5300 ,4000 , 7100,5200 ,4000 , 7000,5100 ,4000 , 6900,5100 ,3900 , 6800,5100 ,3800 , 6700,5100 ,3800 , 6700,5000 ,3800 , 6700,5000 ,3700 , 6600,5000 ,3700 , 6700
Bahamas,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Bahrain,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Bangladesh,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Barbados,2100 ,1600 , 2500,2100 ,1600 , 2600,2100 ,1600 , 2600,2100 ,1600 , 2600,2100 ,1500 , 2600,2000 ,1500 , 2600,1900 ,1400 , 2500,1800 ,1400 , 2400,1800 ,1300 , 2400,1700 ,1200 , 2300,1600 ,1100 , 2200,1500 ,<1000 , 2100,1400 ,<1000 , 2000,1400 ,<1000 , 1900,1300 ,<1000 , 1900,1300 ,<1000 , 1900,1200 ,<1000 , 1800,1200 ,<1000 , 1800,1100 ,<1000 , 1700,1100 ,<1000 , 1700,1000 ,<1000 , 1600,<1000 ,<1000 , 1500,<1000 ,<500 , 1500,<1000 ,<500 , 1400,<1000 ,<500 , 1400,<1000 ,<500 , 1300,<1000 ,<500 , 1300,<1000 ,<500 , 1200,<1000 ,<500 , 1200,<1000 ,<500 , 1200
Belarus,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<1000 , 1000,1000 ,<1000 , 1300,1300 ,1100 , 1700,1700 ,1400 , 2100,2200 ,1700 , 2700,2700 ,2200 , 3300,3300 ,2700 , 4000,3900 ,3200 , 4700,4500 ,3700 , 5400,5200 ,4300 , 6100,5800 ,4800 , 6900,6500 ,5300 , 7700,7200 ,5900 , 8500,7900 ,6400 , 9400,8600 ,6900 , 10 000,9200 ,7400 , 11 000,9800 ,7900 , 12 000,10 000 ,8300 , 13 000,11 000 ,8600 , 13 000,11 000 ,8900 , 14 000
Belgium,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Belize,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Benin,1900 ,1200 , 3000,3000 ,1800 , 4700,4400 ,2800 , 7000,6300 ,3900 , 9900,8300 ,5100 , 13 000,10 000 ,6400 , 16 000,12 000 ,7600 , 19 000,14 000 ,8600 , 22 000,15 000 ,9400 , 24 000,16 000 ,10 000 , 26 000,17 000 ,11 000 , 27 000,18 000 ,11 000 , 29 000,19 000 ,12 000 , 30 000,19 000 ,12 000 , 30 000,19 000 ,12 000 , 31 000,20 000 ,12 000 , 31 000,20 000 ,12 000 , 31 000,20 000 ,12 000 , 31 000,20 000 ,12 000 , 31 000,20 000 ,12 000 , 32 000,20 000 ,13 000 , 32 000,21 000 ,13 000 , 33 000,21 000 ,13 000 , 33 000,21 000 ,13 000 , 34 000,22 000 ,13 000 , 34 000,22 000 ,13 000 , 34 000,22 000 ,13 000 , 34 000,22 000 ,13 000 , 34 000,22 000 ,13 000 , 34 000,21 000 ,13 000 , 34 000
Bhutan,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Bolivia (Plurinational State of),3500 ,1700 , 6400,4200 ,2100 , 7400,5000 ,2600 , 8500,5800 ,3100 , 9300,6700 ,3600 , 11 000,7700 ,4300 , 12 000,8900 ,5200 , 13 000,10 000 ,6200 , 14 000,11 000 ,7400 , 15 000,11 000 ,8000 , 15 000,11 000 ,8400 , 15 000,11 000 ,8600 , 14 000,11 000 ,8500 , 13 000,10 000 ,8200 , 13 000,10 000 ,7800 , 12 000,9700 ,7600 , 12 000,9400 ,7200 , 12 000,9100 ,6800 , 11 000,8800 ,6700 , 11 000,8700 ,6600 , 11 000,8500 ,6500 , 10 000,8500 ,6400 , 10 000,8600 ,6600 , 10 000,8700 ,6800 , 10 000,8800 ,7000 , 11 000,8900 ,7100 , 11 000,9000 ,7300 , 11 000,9200 ,7400 , 11 000,9300 ,7500 , 11 000,9400 ,7700 , 11 000
Bosnia and Herzegovina,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Botswana,17 000 ,14 000 , 19 000,24 000 ,21 000 , 27 000,33 000 ,29 000 , 36 000,43 000 ,40 000 , 47 000,54 000 ,50 000 , 58 000,65 000 ,61 000 , 70 000,75 000 ,71 000 , 80 000,84 000 ,79 000 , 89 000,91 000 ,85 000 , 96 000,96 000 ,89 000 , 100 000,100 000 ,90 000 , 100 000,100 000 ,91 000 , 110 000,100 000 ,90 000 , 110 000,100 000 ,89 000 , 110 000,100 000 ,89 000 , 110 000,110 000 ,89 000 , 110 000,110 000 ,90 000 , 120 000,110 000 ,92 000 , 120 000,110 000 ,93 000 , 120 000,110 000 ,94 000 , 120 000,110 000 ,94 000 , 120 000,110 000 ,95 000 , 120 000,120 000 ,96 000 , 130 000,120 000 ,96 000 , 130 000,120 000 ,96 000 , 130 000,120 000 ,96 000 , 130 000,120 000 ,96 000 , 130 000,120 000 ,95 000 , 130 000,110 000 ,94 000 , 130 000,110 000 ,93 000 , 120 000
