Country,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Iran (Islamic Republic of),1809,2552,3450,4497,5757,7298,8976,10 673,11 850,14 120
Ireland,2857,3192,3526,3861,4196,4531,4865,5200,5700,6300
Israel,...,...,...,...,...,...,...,...,...,...
Italy,72 028,77 172,82 321,87 034,91 747,95 780,99 812,108 597,117 382,118 633
Jamaica,5390,6208,7139,8421,9141,9764,10 680,11 663,12 452,13 938
Japan,...,...,...,...,...,18 921,21 692,22 865,...,...
Jordan,...,...,...,...,...,194,247,254,313,...
Kazakhstan,1028,1583,2338,3245,4280,5907,7588,10 830,14 518,17 134
Kenya,396 526,490 437,548 559,596 228,689 156,826 097,940 166,1 026 427,993 292,1 042 164
Kiribati,,,,,,,,6,8,8
Kuwait,...,...,...,...,...,261,316,345,390,...
Kyrgyzstan,212,314,442,817,1305,1687,2221,2762,3263,3632
Lao People's Democratic Republic,1573,1855,2212,2598,3122,3657,4411,5354,6205,7002
Latvia,480,564,649,734,818,902,1702,2104,2474,2882
Lebanon,424,511,598,704,827,949,1125,1316,1500,1713
Lesotho,89 476,111 745,134 015,156 285,178 555,189 277,200 000,204 179,208 357,212 536
Liberia,4098,5269,5048,6051,6504,7002,7634,11 013,13 200,14 660
Libya,1726,1906,2148,2276,2586,2965,2959,3103,3104,3131
Lithuania,155,203,268,425,348,564,647,775,1078,1197
Luxembourg,...,...,...,...,...,677,760,832,891,...
Madagascar,248,383,357,502,744,1218,1665,2266,3419,5015
Malawi,235 220,303 280,380 024,443 397,506 722,559 762,638 031,705 150,769 179,784 948
Malaysia,12 699,14 002,14 594,16 862,21 153,25 213,35 499,38 689,41 087,43 867
Maldives,...,...,...,...,...,...,...,...,...,...
Mali,23 385,27 505,26 839,26 724,29 113,32 309,35 082,39 048,43 609,48 732
Malta,...,...,...,...,...,...,...,...,...,...
Mauritania,1593,1738,1830,2044,2137,2301,2453,2858,2857,3108
Mauritius,646,1349,1527,1806,2329,2497,2479,2646,2712,2786
Mexico,63 492,70 219,82 341,87 608,95 587,115 731,130 094,139 527,162 847,170 524
Micronesia (Federated States of),,,,,,,,6,,
Monaco,,,,,,,,,48,
Mongolia,25,38,53,94,126,147,156,181,195,198
Montenegro,44,48,55,67,80,90,113,138,161,181
Morocco,2921,3718,4862,5949,6840,8437,10 093,11 029,12 975,14 290
Mozambique,201 596,250 508,282 687,417 027,536 790,676 504,837 408,980 718,1 125 642,1 243 020
Myanmar,27 715,37 133,49 678,62 718,79 678,99 404,120 104,139 157,159 082,176 697
Namibia,69 399,85 084,95 124,105 099,104 940,121 447,123 763,143 027,152 875,167 005
Nepal,4579,6052,7168,8228,9624,11 029,12 087,13 969,15 639,17 322
Netherlands,12 648,13 674,14 712,15 880,17 017,17 942,18 603,19 238,19 759,20 279
New Zealand,1408,1539,1650,1789,1963,2169,2375,2557,2755,2985
Nicaragua,1286,1686,2086,2346,2820,3228,3716,4200,4991,5558
Niger,6961,8924,10 513,11 517,10 632,11 965,14 262,17 123,18 463,19 145
Nigeria,324 040,374 036,481 866,588 418,668 543,743 674,844 450,903 890,952 435,1 087 536
North Macedonia,...,...,...,...,...,132,166,194,235,...
Norway,...,...,...,...,...,...,...,...,...,...
Oman,526,638,715,825,883,888,1017,1151,1282,1454
Pakistan,1849,1967,3049,3304,4886,6301,8554,11 601,15 207,21 063
Panama,...,...,...,...,...,9456,11 347,12 947,...,...
Papua New Guinea,7078,8822,11 029,13 903,17 302,20 028,22 608,25 056,27 975,30 474
Paraguay,2849,2952,3397,4030,4707,5324,6309,7647,8377,9312
Peru,19 525,21 014,27 007,27 661,32 308,36 313,42 910,48 240,56 976,65 785
Philippines,1274,2608,3610,5205,8195,12 216,17 782,24 610,33 394,42 898
Poland,...,...,...,...,...,...,...,...,...,...
Portugal,...,...,...,...,...,29 752,31 304,35 772,...,...
Qatar,...,...,...,...,...,106,115,128,146,...
Republic of Korea,...,...,...,...,...,...,...,...,...,...
Republic of Moldova,1196,1614,2012,2411,3018,3744,4369,5032,5835,6559
Romania,7091,7347,7662,8594,9349,10 308,10 746,11 374,11 916,12 644
Russian Federation,...,...,...,...,...,209 708,...,346 132,...,...
Rwanda,81 742,92 223,108 056,121 705,136 180,151 049,169 599,177 354,184 926,191 743
Saint Kitts and Nevis,,,,,,53,76,78,82,
Saint Lucia,,,,,,215,271,277,172,345
Saint Vincent and the Grenadines,,,,,,350,358,383,376,
Samoa,,,,,,,,9,11,9
Saudi Arabia,...,...,...,...,...,...,...,5534,...,...
Senegal,11 797,12 771,11 888,13 538,15 703,17 192,19 943,21 969,25 232,27 499
Serbia,904,984,1065,1154,1260,1389,1557,1740,1968,2086
Seychelles,,,,,,,,...,540,
Sierra Leone,5552,7582,7802,8680,10 289,13 466,17 058,22 710,27 296,32 109
Singapore,2025,2493,2973,3494,4077,4567,4679,5182,5662,5836
Slovakia,...,...,...,...,...,398,461,644,...,...
Slovenia,...,...,...,...,...,...,...,...,...,...
Solomon Islands,,,,,,,,,13,
Somalia,878,1091,1407,1684,1823,2198,2534,2849,3072,3311
South Africa,1 259 356,1 735 474,2 252 091,2 669 854,3 071 557,3 503 870,3 942 140,4 359 165,4 700 995,5 074 479
South Sudan,2168,3529,4395,6949,10 790,17 845,18 455,22 793,29 266,33 253
Spain,87 982,90 826,95 773,99 020,102 202,107 064,117 944,122 194,122 999,127 835
Sri Lanka,251,293,363,489,605,768,1027,1254,1531,1804
Sudan,1890,2237,2405,3058,3546,3994,5293,7065,8183,9776
Suriname,1042,1212,1599,1862,2100,2210,2476,2619,2817,2827
Sweden,...,...,...,...,...,...,...,...,...,...
Switzerland,...,...,10 800,...,...,12 300,13 300,14 400,14 800,15 000
Syrian Arab Republic,75,102,124,132,140,141,145,145,197,243
Tajikistan,415,596,750,973,1543,2408,3315,4229,5243,6170
Thailand,200 668,218 137,232 816,249 983,267 150,284 307,309 191,330 881,355 984,373 139
Timor-Leste,46,44,73,129,155,181,231,268,365,501
Togo,23 278,27 369,28 236,32 112,34 650,40 545,48 010,56 089,60 648,71 540
Trinidad and Tobago,4355,4768,5407,5988,6286,6589,6588,6582,7204,7770
Tunisia,392,461,443,525,633,714,846,899,1054,1245
Turkey,...,...,...,...,...,...,...,...,...,...
Turkmenistan,...,...,...,...,...,...,...,...,...,...
Uganda,215 193,250 892,342 626,468 903,590 434,658 666,762 477,904 435,936 873,1 157 310
Ukraine,20 651,25 274,38 962,53 084,63 684,63 492,88 298,102 031,119 658,133 343
United Arab Emirates,...,...,...,...,...,...,...,...,...,...
United Kingdom,...,...,...,...,...,...,...,...,...,...
United Republic of Tanzania,224 906,248 679,400 935,476 674,601 537,692 253,795 892,914 744,1 049 105,1 215 802
United States,...,...,...,...,...,...,...,...,...,...
Uruguay,...,...,...,...,...,6000,6300,6954,8028,...
Uzbekistan,3080,4190,1694,4154,6681,9173,12 403,16 556,21 197,23 298
Venezuela (Bolivarian Republic of),38 204,40 384,43 032,43 071,43 601,56 994,51 983,39 823,27 372,43 848
Viet Nam,46 760,58 163,69 883,79 983,88 983,106 567,119 500,135 103,145 360,155 203
Yemen,513,574,668,842,1215,1307,1648,1983,2200,2529
Zambia,324 896,395 503,446 183,520 627,609 480,706 743,746 889,806 064,915 008,1 014 039
Zimbabwe,330 379,444 663,518 791,618 880,703 603,776 530,854 598,978 162,924 330,1 089 366
Global,7 400 000,9 000 000,10 700 000,12 600 000,14 400 000,16 300 000,18 400 000,20 500 000,22 200 000,24 400 000
