Country,1990,1990_lower, 1990_upper, 1991,1991_lower, 1991_upper, 1992,1992_lower, 1992_upper, 1993,1993_lower, 1993_upper, 1994,1994_lower, 1994_upper, 1995,1995_lower, 1995_upper, 1996,1996_lower, 1996_upper, 1997,1997_lower, 1997_upper, 1998,1998_lower, 1998_upper, 1999,1999_lower, 1999_upper, 2000,2000_lower, 2000_upper, 2001,2001_lower, 2001_upper, 2002,2002_lower, 2002_upper, 2003,2003_lower, 2003_upper, 2004,2004_lower, 2004_upper, 2005,2005_lower, 2005_upper, 2006,2006_lower, 2006_upper, 2007,2007_lower, 2007_upper, 2008,2008_lower, 2008_upper, 2009,2009_lower, 2009_upper, 2010,2010_lower, 2010_upper, 2011,2011_lower, 2011_upper, 2012,2012_lower, 2012_upper, 2013,2013_lower, 2013_upper, 2014,2014_lower, 2014_upper, 2015,2015_lower, 2015_upper, 2016,2016_lower, 2016_upper, 2017,2017_lower, 2017_upper, 2018,2018_lower, 2018_upper, 2019,2019_lower, 2019_upper
Afghanistan,<0.01 ,<0.01 , 0.01,<0.01 ,<0.01 , 0.01,<0.01 ,<0.01 , 0.01,<0.01 ,<0.01 , 0.02,<0.01 ,<0.01 , 0.02,<0.01 ,<0.01 , 0.02,<0.01 ,<0.01 , 0.02,<0.01 ,<0.01 , 0.02,<0.01 ,<0.01 , 0.03,0.01 ,<0.01 , 0.03,<0.01 ,<0.01 , 0.03,0.01 ,<0.01 , 0.03,0.01 ,<0.01 , 0.03,0.01 ,<0.01 , 0.04,0.01 ,<0.01 , 0.04,0.01 ,<0.01 , 0.04,0.01 ,<0.01 , 0.04,0.02 ,<0.01 , 0.05,0.02 ,<0.01 , 0.06,0.02 ,<0.01 , 0.06,0.02 ,<0.01 , 0.06,0.02 ,<0.01 , 0.07,0.02 ,<0.01 , 0.08,0.02 ,<0.01 , 0.08,0.02 ,<0.01 , 0.09,0.02 ,<0.01 , 0.10,0.02 ,<0.01 , 0.12,0.03 ,<0.01 , 0.13,0.03 ,<0.01 , 0.15,0.03 ,<0.01 , 0.17
Albania,<0.01 ,<0.01 , <0.01,<0.01 ,<0.01 , <0.01,<0.01 ,<0.01 , <0.01,<0.01 ,<0.01 , <0.01,<0.01 ,<0.01 , <0.01,<0.01 ,<0.01 , <0.01,<0.01 ,<0.01 , <0.01,<0.01 ,<0.01 , <0.01,<0.01 ,<0.01 , <0.01,<0.01 ,<0.01 , <0.01,<0.01 ,<0.01 , <0.01,<0.01 ,<0.01 , 0.01,<0.01 ,<0.01 , 0.02,0.01 ,<0.01 , 0.02,0.01 ,<0.01 , 0.03,0.02 ,<0.01 , 0.04,0.02 ,<0.01 , 0.05,0.02 ,<0.01 , 0.05,0.02 ,<0.01 , 0.05,0.02 ,<0.01 , 0.05,0.02 ,<0.01 , 0.05,0.02 ,<0.01 , 0.06,0.02 ,<0.01 , 0.06,0.02 ,<0.01 , 0.06,0.02 ,<0.01 , 0.06,0.02 ,<0.01 , 0.06,0.02 ,<0.01 , 0.07,0.02 ,<0.01 , 0.07,0.02 ,<0.01 , 0.07,0.01 ,<0.01 , 0.08
Algeria,<0.01 ,<0.01 , 0.01,<0.01 ,<0.01 , <0.01,<0.01 ,<0.01 , <0.01,<0.01 ,<0.01 , <0.01,<0.01 ,<0.01 , <0.01,<0.01 ,<0.01 , <0.01,<0.01 ,<0.01 , <0.01,<0.01 ,<0.01 , <0.01,<0.01 ,<0.01 , <0.01,<0.01 ,<0.01 , <0.01,<0.01 ,<0.01 , <0.01,<0.01 ,<0.01 , 0.01,<0.01 ,<0.01 , 0.01,<0.01 ,<0.01 , 0.01,<0.01 ,<0.01 , 0.01,<0.01 ,<0.01 , 0.02,<0.01 ,<0.01 , 0.02,<0.01 ,<0.01 , 0.02,0.01 ,<0.01 , 0.02,0.01 ,<0.01 , 0.02,0.01 ,<0.01 , 0.03,0.01 ,<0.01 , 0.03,0.01 ,<0.01 , 0.03,0.01 ,<0.01 , 0.03,0.01 ,<0.01 , 0.04,0.02 ,<0.01 , 0.04,0.02 ,<0.01 , 0.04,0.02 ,<0.01 , 0.04,0.02 ,<0.01 , 0.04,0.02 ,<0.01 , 0.05
Angola,0.08 ,0.02 , 0.26,0.10 ,0.03 , 0.32,0.11 ,0.03 , 0.36,0.13 ,0.04 , 0.40,0.14 ,0.05 , 0.44,0.16 ,0.06 , 0.50,0.18 ,0.06 , 0.57,0.20 ,0.07 , 0.67,0.22 ,0.08 , 0.76,0.24 ,0.09 , 0.83,0.26 ,0.10 , 0.97,0.28 ,0.10 , 0.96,0.30 ,0.11 , 1.05,0.31 ,0.12 , 1.13,0.32 ,0.12 , 1.17,0.32 ,0.12 , 1.24,0.33 ,0.11 , 1.18,0.33 ,0.11 , 1.14,0.33 ,0.11 , 1.21,0.33 ,0.11 , 1.13,0.32 ,0.11 , 1.13,0.31 ,0.11 , 1.14,0.31 ,0.11 , 1.02,0.30 ,0.11 , 0.96,0.28 ,0.10 , 0.97,0.27 ,0.10 , 0.91,0.26 ,0.09 , 0.92,0.26 ,0.09 , 0.91,0.25 ,0.09 , 0.85,0.24 ,0.08 , 0.85
Argentina,0.06 ,<0.01 , 0.12,0.07 ,<0.01 , 0.13,0.09 ,<0.01 , 0.16,0.09 ,0.01 , 0.17,0.10 ,0.01 , 0.17,0.10 ,0.01 , 0.17,0.10 ,0.01 , 0.19,0.11 ,0.01 , 0.19,0.11 ,0.01 , 0.18,0.09 ,0.01 , 0.17,0.10 ,0.01 , 0.17,0.09 ,0.01 , 0.16,0.08 ,0.01 , 0.14,0.08 ,0.01 , 0.14,0.09 ,0.01 , 0.15,0.09 ,0.01 , 0.15,0.09 ,0.01 , 0.15,0.09 ,0.01 , 0.15,0.08 ,0.01 , 0.14,0.08 ,0.01 , 0.14,0.08 ,<0.01 , 0.13,0.08 ,<0.01 , 0.14,0.08 ,0.01 , 0.14,0.08 ,<0.01 , 0.14,0.08 ,<0.01 , 0.14,0.08 ,<0.01 , 0.14,0.07 ,<0.01 , 0.13,0.07 ,<0.01 , 0.14,0.07 ,<0.01 , 0.12,0.07 ,<0.01 , 0.13
Armenia,<0.01 ,<0.01 , <0.01,<0.01 ,<0.01 , <0.01,<0.01 ,<0.01 , <0.01,<0.01 ,<0.01 , <0.01,<0.01 ,<0.01 , 0.02,0.01 ,<0.01 , 0.02,0.01 ,<0.01 , 0.04,0.02 ,<0.01 , 0.05,0.03 ,0.01 , 0.07,0.04 ,0.02 , 0.08,0.05 ,0.03 , 0.10,0.06 ,0.04 , 0.11,0.08 ,0.05 , 0.12,0.08 ,0.06 , 0.12,0.08 ,0.06 , 0.13,0.08 ,0.06 , 0.12,0.08 ,0.05 , 0.11,0.07 ,0.05 , 0.10,0.06 ,0.04 , 0.09,0.05 ,0.03 , 0.08,0.04 ,0.03 , 0.06,0.04 ,0.03 , 0.06,0.04 ,0.02 , 0.06,0.04 ,0.02 , 0.06,0.03 ,0.02 , 0.06,0.03 ,0.02 , 0.06,0.03 ,0.02 , 0.06,0.03 ,0.02 , 0.06,0.03 ,0.01 , 0.06,0.03 ,0.01 , 0.06
Australia,0.04 ,<0.01 , 0.07,0.04 ,<0.01 , 0.06,0.03 ,<0.01 , 0.05,0.03 ,<0.01 , 0.05,0.03 ,<0.01 , 0.05,0.02 ,<0.01 , 0.04,0.02 ,<0.01 , 0.04,0.02 ,<0.01 , 0.04,0.02 ,<0.01 , 0.04,0.02 ,<0.01 , 0.04,0.02 ,<0.01 , 0.04,0.02 ,<0.01 , 0.04,0.02 ,<0.01 , 0.04,0.02 ,<0.01 , 0.04,0.02 ,<0.01 , 0.04,0.02 ,<0.01 , 0.05,0.02 ,<0.01 , 0.05,0.02 ,<0.01 , 0.05,0.02 ,<0.01 , 0.05,0.02 ,<0.01 , 0.05,0.02 ,<0.01 , 0.05,0.02 ,<0.01 , 0.05,0.02 ,<0.01 , 0.05,0.02 ,<0.01 , 0.05,0.02 ,<0.01 , 0.05,0.02 ,<0.01 , 0.04,0.02 ,<0.01 , 0.04,0.02 ,<0.01 , 0.04,0.02 ,<0.01 , 0.04,0.02 ,<0.01 , 0.04
Austria,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Azerbaijan,<0.01 ,<0.01 , 0.01,<0.01 ,<0.01 , 0.02,<0.01 ,<0.01 , 0.02,<0.01 ,<0.01 , 0.03,0.02 ,<0.01 , 0.05,0.03 ,<0.01 , 0.09,0.04 ,<0.01 , 0.16,0.06 ,0.01 , 0.23,0.07 ,0.02 , 0.24,0.08 ,0.02 , 0.22,0.08 ,0.03 , 0.19,0.08 ,0.04 , 0.17,0.08 ,0.04 , 0.14,0.07 ,0.04 , 0.12,0.06 ,0.03 , 0.11,0.06 ,0.03 , 0.10,0.06 ,0.03 , 0.09,0.05 ,0.03 , 0.09,0.06 ,0.03 , 0.09,0.05 ,0.03 , 0.09,0.05 ,0.03 , 0.08,0.05 ,0.03 , 0.08,0.05 ,0.03 , 0.08,0.04 ,0.02 , 0.08,0.04 ,0.02 , 0.08,0.04 ,0.02 , 0.08,0.04 ,0.02 , 0.07,0.04 ,0.02 , 0.07,0.04 ,0.02 , 0.07,0.03 ,0.02 , 0.07
Bahamas,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
