States,2019,2019_lower, 2019_upper
Abim,0.43 ,0.30 , <0.01
Adjumani,0.43 ,0.28 , <0.01
Agago,0.87 ,0.59 , <0.01
Alebtong,1.00 ,0.75 , <0.01
Amolatar,1.12 ,0.86 , <0.01
Amudat,0.14 ,0.10 , <0.01
Amuria,0.56 ,0.41 , <0.01
Amuru,0.74 ,0.49 , <0.01
Apac,1.23 ,0.91 , <0.01
Arua,0.46 ,0.35 , <0.01
Budaka,0.39 ,0.27 , <0.01
Bududa,0.30 ,0.22 , <0.01
Bugiri,0.31 ,0.21 , <0.01
Bugweri,0.36 ,0.25 , <0.01
Buhweju,0.64 ,0.44 , <0.01
Buikwe,1.33 ,1.00 , <0.01
Bukedea,0.35 ,0.27 , <0.01
Bukomansimbi,0.95 ,0.71 , <0.01
Bukwo,0.29 ,0.19 , <0.01
Bulambuli,0.45 ,0.30 , <0.01
Buliisa,0.62 ,0.40 , <0.01
Bundibugyo,0.43 ,0.28 , <0.01
Bunyangabu,1.14 ,0.84 , <0.01
Bushenyi,1.03 ,0.74 , <0.01
Busia,0.87 ,0.64 , <0.01
Butaleja,0.28 ,0.18 , <0.01
Butambala,1.19 ,0.78 , <0.01
Butebo,0.25 ,0.15 , <0.01
Buvuma,1.26 ,0.90 , <0.01
Buyende,0.33 ,0.21 , <0.01
Dokolo,1.12 ,0.83 , <0.01
Gomba,1.01 ,0.74 , <0.01
Gulu,2.31 ,1.77 , <0.01
Hoima,1.27 ,0.98 , <0.01
Ibanda,1.06 ,0.71 , <0.01
Iganga,0.53 ,0.35 , <0.01
Isingiro,0.71 ,0.51 , <0.01
Jinja,0.93 ,0.69 , <0.01
Kaabong,0.24 ,0.16 , <0.01
Kabale,0.97 ,0.78 , <0.01
Kabarole,2.23 ,1.75 , <0.01
Kaberamaido,0.64 ,0.49 , <0.01
Kagadi,0.82 ,0.58 , <0.01
Kakumiro,0.56 ,0.35 , <0.01
Kalaki,0.42 ,0.27 , <0.01
Kalangala,4.03 ,3.12 , <0.01
Kaliro,0.40 ,0.27 , <0.01
Kalungu,1.40 ,1.01 , <0.01
Kampala,1.73 ,1.50 , <0.01
Kamuli,0.58 ,0.40 , <0.01
Kamwenge,0.59 ,0.38 , <0.01
Kanungu,1.08 ,0.85 , <0.01
Kapchorwa,0.42 ,0.28 , <0.01
Kapelebyong,0.49 ,0.32 , <0.01
Karenga,0.10 ,0.07 , <0.01
Kasese,0.44 ,0.30 , <0.01
Kassanda,0.97 ,0.73 , <0.01
Katakwi,0.93 ,0.72 , <0.01
Kayunga,1.11 ,0.79 , <0.01
Kazo,0.74 ,0.54 , <0.01
Kibaale,0.69 ,0.50 , <0.01
Kiboga,1.17 ,0.79 , <0.01
Kibuku,0.27 ,0.19 , <0.01
Kikuube,0.70 ,0.47 , <0.01
Kiruhura,1.18 ,0.83 , <0.01
Kiryandongo,0.73 ,0.48 , <0.01
Kisoro,0.33 ,0.23 , <0.01
Kitagwenda,0.83 ,0.61 , <0.01
Kitgum,0.96 ,0.67 , <0.01
Koboko,0.37 ,0.28 , <0.01
Kole,1.02 ,0.73 , <0.01
Kotido,0.20 ,0.13 , <0.01
Kumi,0.44 ,0.31 , <0.01
Kwania,1.16 ,0.83 , <0.01
Kween,0.32 ,0.20 , <0.01
Kyankwanzi,0.94 ,0.66 , <0.01
Kyegegwa,0.77 ,0.54 , <0.01
Kyenjojo,1.16 ,0.91 , <0.01
Kyotera,1.64 ,1.24 , <0.01
Lamwo,1.04 ,0.71 , <0.01
Lira,1.35 ,0.97 , <0.01
Luuka,0.47 ,0.32 , <0.01
Luwero,1.31 ,1.02 , <0.01
Lwengo,1.24 ,0.93 , <0.01
Lyantonde,1.55 ,1.05 , <0.01
Madi Okollo,0.42 ,0.28 , <0.01
Manafwa,0.43 ,0.30 , <0.01
Maracha,0.19 ,0.12 , <0.01
Masaka,1.80 ,1.40 , <0.01
Masindi,1.13 ,0.75 , <0.01
Mayuge,0.70 ,0.52 , <0.01
Mbale,0.77 ,0.60 , <0.01
Mbarara,2.62 ,2.10 , <0.01
Mitooma,0.76 ,0.58 , <0.01
Mityana,1.14 ,0.78 , <0.01
Moroto,0.34 ,0.26 , <0.01
Moyo,0.43 ,0.30 , <0.01
Mpigi,1.53 ,1.21 , <0.01
Mubende,1.15 ,0.84 , <0.01
Mukono,1.27 ,1.00 , <0.01
Nabilatuk,0.05 ,0.03 , <0.01
Nakapiripirit,0.26 ,0.19 , <0.01
Nakaseke,1.36 ,1.00 , <0.01
Nakasongola,1.04 ,0.73 , <0.01
Namayingo,1.11 ,0.82 , <0.01
Namisindwa,0.31 ,0.22 , <0.01
Namutumba,0.30 ,0.22 , <0.01
Napak,0.21 ,0.14 , <0.01
Nebbi,0.56 ,0.38 , <0.01
Ngora,0.41 ,0.27 , <0.01
Ntoroko,0.88 ,0.60 , <0.01
Ntungamo,0.84 ,0.64 , <0.01
Nwoya,0.69 ,0.50 , <0.01
Obongi,0.33 ,0.19 , <0.01
Omoro,1.13 ,0.79 , <0.01
Otuke,0.78 ,0.52 , <0.01
Oyam,1.11 ,0.83 , <0.01
Pader,1.24 ,0.83 , <0.01
Pakwach,0.69 ,0.50 , <0.01
Pallisa,0.28 ,0.20 , <0.01
Rakai,0.80 ,0.59 , <0.01
Rubanda,0.31 ,0.19 , <0.01
Rubirizi,1.15 ,0.79 , <0.01
Rukiga,0.75 ,0.50 , <0.01
Rukungiri,0.92 ,0.66 , <0.01
Rwampara,0.77 ,0.55 , <0.01
Serere,0.39 ,0.28 , <0.01
Sheema,1.27 ,0.90 , <0.01
Sironko,0.52 ,0.37 , <0.01
Soroti,0.78 ,0.61 , <0.01
Ssembabule,0.87 ,0.59 , <0.01
Tororo,0.87 ,0.69 , <0.01
Wakiso,1.48 ,1.27 , <0.01
Yumbe,0.17 ,0.12 , <0.01
Zombo,0.54 ,0.37 , <0.01
National,1.19 ,0.94,1.67
