States,2019,2019_lower, 2019_upper
Abim,<500 ,<500 , <500
Adjumani,<500 ,<500 , <1000
Agago,1100 ,<1000 , 1500
Alebtong,1300 ,1000 , 1600
Amolatar,<1000 ,<1000 , 1100
Amudat,<100 ,<100 , <200
Amuria,<1000 ,<1000 , <1000
Amuru,<1000 ,<500 , 1100
Apac,1300 ,<1000 , 1600
Arua,1600 ,1300 , 2000
Budaka,<500 ,<500 , <1000
Bududa,<500 ,<500 , <500
Bugiri,<1000 ,<500 , <1000
Bugweri,<500 ,<500 , <500
Buhweju,<500 ,<500 , <1000
Buikwe,3000 ,2200 , 4000
Bukedea,<500 ,<500 , <1000
Bukomansimbi,<1000 ,<1000 , <1000
Bukwo,<200 ,<100 , <200
Bulambuli,<500 ,<500 , <500
Buliisa,<500 ,<500 , <500
Bundibugyo,<500 ,<500 , <1000
Bunyangabu,1000 ,<1000 , 1300
Bushenyi,1300 ,<1000 , 1800
Busia,1500 ,1200 , 1900
Butaleja,<500 ,<500 , <1000
Butambala,<1000 ,<500 , <1000
Butebo,<200 ,<100 , <500
Buvuma,<500 ,<500 , <500
Buyende,<1000 ,<500 , <1000
Dokolo,1200 ,<1000 , 1500
Gomba,<1000 ,<1000 , <1000
Gulu,4000 ,3000 , 5200
Hoima,1900 ,1600 , 2400
Ibanda,1300 ,<1000 , 1900
Iganga,<1000 ,<1000 , 1300
Isingiro,1800 ,1300 , 2300
Jinja,2200 ,1600 , 2900
Kaabong,<200 ,<100 , <200
Kabale,1100 ,<1000 , 1300
Kabarole,3800 ,2900 , 4700
Kaberamaido,<500 ,<500 , <1000
Kagadi,1600 ,1200 , 2200
Kakumiro,<1000 ,<1000 , 1400
Kalaki,<500 ,<200 , <500
Kalangala,<1000 ,<1000 , <1000
Kaliro,<500 ,<500 , <1000
Kalungu,1500 ,1000 , 2100
Kampala,13 000 ,11 000 , 15 000
Kamuli,1600 ,1100 , 2200
Kamwenge,<1000 ,<1000 , 1200
Kanungu,1500 ,1200 , 1800
Kapchorwa,<500 ,<200 , <500
Kapelebyong,<500 ,<200 , <500
Karenga,<100 ,<100 , <100
Kasese,1500 ,1000 , 2100
Kassanda,1200 ,<1000 , 1600
Katakwi,<1000 ,<1000 , 1200
Kayunga,2100 ,1500 , 2900
Kazo,<1000 ,<500 , <1000
Kibaale,<1000 ,<500 , <1000
Kiboga,<1000 ,<1000 , 1200
Kibuku,<500 ,<500 , <500
Kikuube,<1000 ,<1000 , 1200
Kiruhura,<1000 ,<1000 , 1100
Kiryandongo,<1000 ,<1000 , 1400
Kisoro,<1000 ,<500 , <1000
Kitagwenda,<1000 ,<500 , <1000
Kitgum,1100 ,<1000 , 1500
Koboko,<500 ,<500 , <1000
Kole,1400 ,1100 , 1900
Kotido,<200 ,<200 , <500
Kumi,<1000 ,<500 , <1000
Kwania,1200 ,<1000 , 1500
Kween,<200 ,<100 , <200
Kyankwanzi,<1000 ,<1000 , 1200
Kyegegwa,1300 ,<1000 , 1800
Kyenjojo,2700 ,2100 , 3300
Kyotera,2100 ,1600 , 2600
Lamwo,<1000 ,<1000 , 1200
Lira,2900 ,2100 , 4000
Luuka,<1000 ,<500 , <1000
Luwero,3400 ,2700 , 4100
Lwengo,1700 ,1300 , 2200
Lyantonde,<1000 ,<1000 , 1200
Madi Okollo,<500 ,<200 , <500
Manafwa,<500 ,<500 , <500
Maracha,<200 ,<200 , <500
Masaka,2900 ,2200 , 3800
Masindi,1400 ,<1000 , 2000
Mayuge,1700 ,1400 , 2200
Mbale,2000 ,1600 , 2400
Mbarara,5100 ,4000 , 6200
Mitooma,<1000 ,<1000 , <1000
Mityana,1900 ,1300 , 2500
Moroto,<200 ,<200 , <500
Moyo,<200 ,<200 , <500
Mpigi,2000 ,1600 , 2500
Mubende,2500 ,1900 , 3200
Mukono,3700 ,3100 , 4500
Nabilatuk,<100 ,<100 , <100
Nakapiripirit,<200 ,<100 , <200
Nakaseke,1200 ,<1000 , 1500
Nakasongola,<1000 ,<1000 , 1200
Namayingo,1100 ,<1000 , 1400
Namisindwa,<500 ,<500 , <500
Namutumba,<500 ,<500 , <1000
Napak,<200 ,<100 , <200
Nebbi,<1000 ,<1000 , 1100
Ngora,<500 ,<500 , <1000
Ntoroko,<500 ,<200 , <500
Ntungamo,2100 ,1600 , 2600
Nwoya,<1000 ,<1000 , <1000
Obongi,<100 ,<100 , <200
Omoro,1100 ,<1000 , 1500
Otuke,<1000 ,<500 , <1000
Oyam,2400 ,1800 , 3100
Pader,1300 ,<1000 , 1800
Pakwach,<1000 ,<500 , <1000
Pallisa,<500 ,<500 , <1000
Rakai,1200 ,<1000 , 1500
Rubanda,<500 ,<200 , <500
Rubirizi,<1000 ,<1000 , 1200
Rukiga,<500 ,<500 , <1000
Rukungiri,1500 ,1100 , 2100
Rwampara,<500 ,<500 , <1000
Serere,<1000 ,<1000 , <1000
Sheema,1400 ,<1000 , 1900
Sironko,<1000 ,<500 , <1000
Soroti,1500 ,1200 , 1900
Ssembabule,1000 ,<1000 , 1500
Tororo,2500 ,2100 , 3100
Wakiso,19 000 ,17 000 , 22 000
Yumbe,<1000 ,<500 , <1000
Zombo,<1000 ,<500 , <1000
National,180 000 ,110 000,240 000
