States,2019,2019_lower, 2019_upper
Abim,2300 ,1800 , 2800
Adjumani,4000 ,2700 , 5800
Agago,9200 ,6600 , 12 000
Alebtong,10 000 ,8700 , 12 000
Amolatar,7500 ,6400 , 8900
Amudat,<1000 ,<500 , <1000
Amuria,5600 ,4300 , 7200
Amuru,6000 ,4100 , 8600
Apac,10 000 ,8000 , 12 000
Arua,14 000 ,11 000 , 17 000
Budaka,3800 ,2800 , 4900
Bududa,3000 ,2400 , 3600
Bugiri,5700 ,4000 , 7600
Bugweri,2700 ,2000 , 3600
Buhweju,3300 ,2400 , 4400
Buikwe,25 000 ,19 000 , 31 000
Bukedea,3800 ,3100 , 4600
Bukomansimbi,7000 ,5600 , 8600
Bukwo,1000 ,<1000 , 1300
Bulambuli,3200 ,2400 , 4100
Buliisa,3000 ,2000 , 4200
Bundibugyo,4000 ,2700 , 5700
Bunyangabu,9000 ,7100 , 11 000
Bushenyi,11 000 ,8100 , 15 000
Busia,12 000 ,10 000 , 14 000
Butaleja,3200 ,2100 , 4600
Butambala,5400 ,3600 , 7700
Butebo,1100 ,<1000 , 1700
Buvuma,4700 ,3900 , 5700
Buyende,5100 ,3300 , 7200
Dokolo,9400 ,7500 , 12 000
Gomba,6800 ,5200 , 8600
Gulu,30 000 ,24 000 , 39 000
Hoima,17 000 ,14 000 , 20 000
Ibanda,12 000 ,8200 , 17 000
Iganga,7600 ,5300 , 10 000
Isingiro,17 000 ,13 000 , 22 000
Jinja,17 000 ,13 000 , 22 000
Kaabong,1000 ,<1000 , 1400
Kabale,10 000 ,9200 , 11 000
Kabarole,32 000 ,26 000 , 38 000
Kaberamaido,3500 ,2900 , 4300
Kagadi,14 000 ,10 000 , 18 000
Kakumiro,9000 ,5900 , 13 000
Kalaki,2600 ,1700 , 3600
Kalangala,9600 ,8200 , 11 000
Kaliro,4100 ,3000 , 5400
Kalungu,13 000 ,9700 , 18 000
Kampala,100 000 ,90 000 , 120 000
Kamuli,13 000 ,9400 , 18 000
Kamwenge,7600 ,5000 , 11 000
Kanungu,13 000 ,12 000 , 15 000
Kapchorwa,1700 ,1200 , 2300
Kapelebyong,2200 ,1500 , 3000
Karenga,<500 ,<200 , <500
Kasese,13 000 ,9100 , 18 000
Kassanda,11 000 ,8800 , 13 000
Katakwi,8200 ,6700 , 9900
Kayunga,18 000 ,13 000 , 23 000
Kazo,6100 ,5000 , 7400
Kibaale,4800 ,3800 , 6000
Kiboga,7300 ,5100 , 10 000
Kibuku,2500 ,2000 , 3000
Kikuube,8500 ,6100 , 11 000
Kiruhura,7900 ,5900 , 10 000
Kiryandongo,8200 ,5500 , 11 000
Kisoro,4600 ,3500 , 5900
Kitagwenda,6100 ,4800 , 7600
Kitgum,9200 ,6500 , 13 000
Koboko,3600 ,3000 , 4400
Kole,11 000 ,8600 , 14 000
Kotido,1600 ,1100 , 2200
Kumi,5300 ,3900 , 7000
Kwania,9000 ,6800 , 11 000
Kween,<1000 ,<1000 , 1200
Kyankwanzi,8400 ,6500 , 11 000
Kyegegwa,12 000 ,9000 , 15 000
Kyenjojo,23 000 ,19 000 , 28 000
Kyotera,19 000 ,15 000 , 23 000
Lamwo,7000 ,4800 , 9700
Lira,23 000 ,17 000 , 30 000
Luuka,4400 ,3400 , 5700
Luwero,28 000 ,24 000 , 32 000
Lwengo,16 000 ,13 000 , 20 000
Lyantonde,7000 ,4800 , 9500
Madi Okollo,2600 ,1800 , 3700
Manafwa,2600 ,2100 , 3200
Maracha,1700 ,1100 , 2500
Masaka,26 000 ,20 000 , 32 000
Masindi,13 000 ,8800 , 17 000
Mayuge,14 000 ,12 000 , 18 000
Mbale,17 000 ,14 000 , 20 000
Mbarara,43 000 ,36 000 , 50 000
Mitooma,6900 ,5600 , 8400
Mityana,16 000 ,11 000 , 21 000
Moroto,1500 ,1300 , 1800
Moyo,1800 ,1400 , 2300
Mpigi,18 000 ,15 000 , 21 000
Mubende,22 000 ,17 000 , 27 000
Mukono,32 000 ,27 000 , 37 000
Nabilatuk,<200 ,<100 , <200
Nakapiripirit,1100 ,<1000 , 1300
Nakaseke,11 000 ,8700 , 14 000
Nakasongola,7500 ,5800 , 9600
Namayingo,9700 ,8100 , 11 000
Namisindwa,2400 ,2000 , 3000
Namutumba,3700 ,3100 , 4400
Napak,1300 ,<1000 , 1800
Nebbi,6600 ,4600 , 9000
Ngora,2900 ,2000 , 4300
Ntoroko,2400 ,1800 , 3100
Ntungamo,19 000 ,16 000 , 23 000
Nwoya,6100 ,4700 , 7800
Obongi,<1000 ,<500 , <1000
Omoro,9100 ,6600 , 12 000
Otuke,4800 ,3300 , 6800
Oyam,19 000 ,15 000 , 25 000
Pader,11 000 ,7400 , 15 000
Pakwach,5500 ,4200 , 7300
Pallisa,3800 ,3100 , 4600
Rakai,12 000 ,9100 , 15 000
Rubanda,2800 ,1800 , 4400
Rubirizi,7800 ,5400 , 11 000
Rukiga,3500 ,2500 , 4900
Rukungiri,14 000 ,10 000 , 19 000
Rwampara,4400 ,3500 , 5500
Serere,5900 ,4400 , 8000
Sheema,13 000 ,8900 , 17 000
Sironko,5000 ,4100 , 6100
Soroti,12 000 ,9600 , 15 000
Ssembabule,10 000 ,7000 , 14 000
Tororo,22 000 ,18 000 , 26 000
Wakiso,160 000 ,150 000 , 180 000
Yumbe,4300 ,3200 , 5800
Zombo,6500 ,4600 , 8900
National,1 500 000 ,1 400 000,1 600 000
