States,2019,2019_lower, 2019_upper
Abim,1.02 ,0.72 , <0.01
Adjumani,1.17 ,0.75 , <0.01
Agago,2.35 ,1.59 , <0.01
Alebtong,2.39 ,1.78 , <0.01
Amolatar,2.55 ,1.94 , <0.01
Amudat,0.32 ,0.22 , <0.01
Amuria,1.39 ,1.02 , <0.01
Amuru,1.82 ,1.21 , <0.01
Apac,2.94 ,2.18 , <0.01
Arua,1.13 ,0.86 , <0.01
Budaka,1.00 ,0.69 , <0.01
Bududa,0.69 ,0.51 , <0.01
Bugiri,0.79 ,0.53 , <0.01
Bugweri,0.94 ,0.65 , <0.01
Buhweju,1.56 ,1.05 , <0.01
Buikwe,2.94 ,2.20 , <0.01
Bukedea,0.86 ,0.65 , <0.01
Bukomansimbi,2.31 ,1.71 , <0.01
Bukwo,0.71 ,0.47 , <0.01
Bulambuli,1.00 ,0.66 , <0.01
Buliisa,1.31 ,0.84 , <0.01
Bundibugyo,0.99 ,0.63 , <0.01
Bunyangabu,2.54 ,1.86 , <0.01
Bushenyi,2.30 ,1.63 , <0.01
Busia,2.06 ,1.52 , <0.01
Butaleja,0.73 ,0.46 , <0.01
Butambala,3.03 ,1.94 , <0.01
Butebo,0.64 ,0.39 , <0.01
Buvuma,2.30 ,1.64 , <0.01
Buyende,0.88 ,0.57 , <0.01
Dokolo,2.87 ,2.12 , <0.01
Gomba,2.19 ,1.59 , <0.01
Gulu,5.27 ,3.98 , <0.01
Hoima,2.81 ,2.16 , <0.01
Ibanda,2.41 ,1.59 , <0.01
Iganga,1.24 ,0.83 , <0.01
Isingiro,1.74 ,1.24 , <0.01
Jinja,2.04 ,1.51 , <0.01
Kaabong,0.59 ,0.39 , <0.01
Kabale,2.13 ,1.71 , <0.01
Kabarole,4.84 ,3.77 , <0.01
Kaberamaido,1.50 ,1.14 , <0.01
Kagadi,2.05 ,1.45 , <0.01
Kakumiro,1.29 ,0.80 , <0.01
Kalaki,1.09 ,0.70 , <0.01
Kalangala,5.92 ,4.56 , <0.01
Kaliro,0.98 ,0.66 , <0.01
Kalungu,3.45 ,2.46 , <0.01
Kampala,3.13 ,2.71 , <0.01
Kamuli,1.44 ,0.99 , <0.01
Kamwenge,1.43 ,0.92 , <0.01
Kanungu,2.60 ,2.03 , <0.01
Kapchorwa,0.98 ,0.64 , <0.01
Kapelebyong,1.22 ,0.81 , <0.01
Karenga,0.22 ,0.14 , <0.01
Kasese,0.99 ,0.67 , <0.01
Kassanda,2.20 ,1.65 , <0.01
Katakwi,2.18 ,1.69 , <0.01
Kayunga,2.76 ,1.96 , <0.01
Kazo,1.69 ,1.23 , <0.01
Kibaale,1.64 ,1.18 , <0.01
Kiboga,2.46 ,1.65 , <0.01
Kibuku,0.71 ,0.50 , <0.01
Kikuube,1.57 ,1.05 , <0.01
Kiruhura,2.33 ,1.65 , <0.01
Kiryandongo,1.66 ,1.06 , <0.01
Kisoro,0.90 ,0.64 , <0.01
Kitagwenda,2.02 ,1.47 , <0.01
Kitgum,2.19 ,1.51 , <0.01
Koboko,0.85 ,0.65 , <0.01
Kole,2.60 ,1.84 , <0.01
Kotido,0.45 ,0.29 , <0.01
Kumi,1.05 ,0.74 , <0.01
Kwania,2.91 ,2.07 , <0.01
Kween,0.73 ,0.46 , <0.01
Kyankwanzi,1.98 ,1.40 , <0.01
Kyegegwa,1.82 ,1.27 , <0.01
Kyenjojo,2.76 ,2.16 , <0.01
Kyotera,3.81 ,2.86 , <0.01
Lamwo,2.60 ,1.75 , <0.01
Lira,3.06 ,2.17 , <0.01
Luuka,1.22 ,0.84 , <0.01
Luwero,2.94 ,2.29 , <0.01
Lwengo,3.09 ,2.30 , <0.01
Lyantonde,3.52 ,2.36 , <0.01
Madi Okollo,1.03 ,0.69 , <0.01
Manafwa,1.08 ,0.76 , <0.01
Maracha,0.53 ,0.34 , <0.01
Masaka,3.89 ,2.98 , <0.01
Masindi,2.34 ,1.56 , <0.01
Mayuge,1.76 ,1.30 , <0.01
Mbale,1.69 ,1.30 , <0.01
Mbarara,5.69 ,4.52 , <0.01
Mitooma,2.04 ,1.54 , <0.01
Mityana,2.48 ,1.69 , <0.01
Moroto,0.76 ,0.57 , <0.01
Moyo,0.97 ,0.66 , <0.01
Mpigi,3.39 ,2.65 , <0.01
Mubende,2.45 ,1.77 , <0.01
Mukono,2.71 ,2.13 , <0.01
Nabilatuk,0.11 ,0.07 , <0.01
Nakapiripirit,0.56 ,0.41 , <0.01
Nakaseke,2.62 ,1.91 , <0.01
Nakasongola,2.13 ,1.49 , <0.01
Namayingo,2.69 ,1.96 , <0.01
Namisindwa,0.81 ,0.57 , <0.01
Namutumba,0.77 ,0.56 , <0.01
Napak,0.52 ,0.35 , <0.01
Nebbi,1.47 ,0.99 , <0.01
Ngora,1.00 ,0.66 , <0.01
Ntoroko,1.80 ,1.22 , <0.01
Ntungamo,2.03 ,1.54 , <0.01
Nwoya,1.71 ,1.24 , <0.01
Obongi,0.74 ,0.43 , <0.01
Omoro,2.66 ,1.85 , <0.01
Otuke,1.97 ,1.30 , <0.01
Oyam,2.83 ,2.09 , <0.01
Pader,2.99 ,1.99 , <0.01
Pakwach,1.73 ,1.24 , <0.01
Pallisa,0.69 ,0.50 , <0.01
Rakai,1.92 ,1.41 , <0.01
Rubanda,0.77 ,0.46 , <0.01
Rubirizi,3.02 ,2.04 , <0.01
Rukiga,1.73 ,1.15 , <0.01
Rukungiri,2.24 ,1.59 , <0.01
Rwampara,1.81 ,1.28 , <0.01
Serere,0.94 ,0.67 , <0.01
Sheema,2.94 ,2.05 , <0.01
Sironko,1.24 ,0.87 , <0.01
