States,2019,2019_lower, 2019_upper
Balaka,5.20 ,4.60 , <0.01
Blantyre,7.07 ,6.28 , <0.01
Blantyre City,8.60 ,8.03 , <0.01
Chikwawa,5.49 ,4.87 , <0.01
Chiradzulu,5.36 ,4.68 , <0.01
Chitipa,1.59 ,1.24 , <0.01
Dedza,2.68 ,2.28 , <0.01
Dowa,2.11 ,1.81 , <0.01
Karonga,3.36 ,2.84 , <0.01
Kasungu,2.63 ,2.25 , <0.01
Likoma,3.56 ,2.71 , <0.01
Lilongwe,2.59 ,2.25 , <0.01
Lilongwe City,4.20 ,3.74 , <0.01
Machinga,4.76 ,4.21 , <0.01
Mangochi,6.92 ,6.32 , <0.01
Mchinji,3.11 ,2.70 , <0.01
Mulanje,6.48 ,5.91 , <0.01
Mwanza,3.66 ,2.99 , <0.01
Mzimba North,3.35 ,2.82 , <0.01
Mzimba South,2.32 ,1.84 , <0.01
Mzuzu City,6.20 ,5.41 , <0.01
Neno,3.72 ,3.08 , <0.01
Nkhatabay,3.42 ,2.66 , <0.01
Nkhotakota,4.04 ,3.57 , <0.01
Nsanje,5.22 ,4.49 , <0.01
Ntcheu,3.99 ,3.48 , <0.01
Ntchisi,1.78 ,1.46 , <0.01
Phalombe,5.35 ,4.49 , <0.01
Rumphi,3.29 ,2.77 , <0.01
Salima,2.86 ,2.41 , <0.01
Thyolo,6.96 ,6.38 , <0.01
Zomba,6.67 ,6.07 , <0.01
Zomba City,8.73 ,7.37 , 0.01
National,4.74 ,2.51,6.26
