States,2019,2019_lower, 2019_upper
Baringo,<500 ,<200 , <500
Bomet,<1000 ,<500 , <1000
Bungoma,2200 ,1700 , 2800
Busia,1200 ,<1000 , 1600
Elgeyo-Marakwet,<200 ,<200 , <500
Embu,<500 ,<200 , <500
Garissa,<100 ,<100 , <200
Homa Bay,5900 ,4600 , 7500
Isiolo,<100 ,<100 , <200
Kajiado,<1000 ,<500 , 1200
Kakamega,1100 ,<1000 , 1500
Kericho,<1000 ,<500 , 1200
Kiambu,1200 ,<1000 , 2500
Kilifi,<1000 ,<1000 , 1000
Kirinyaga,<500 ,<200 , <500
Kisii,1300 ,<1000 , 1900
Kisumu,5300 ,4100 , 7100
Kitui,<1000 ,<1000 , 1000
Kwale,<500 ,<500 , <1000
Laikipia,<500 ,<200 , <500
Lamu,<100 ,<100 , <200
Machakos,<1000 ,<1000 , 1300
Makueni,<1000 ,<500 , <1000
Mandera,<100 ,<100 , <100
Marsabit,<200 ,<100 , <200
Meru,<1000 ,<1000 , 1100
Migori,3100 ,2400 , 4000
Mombasa,1600 ,1100 , 2500
Murang'a,<500 ,<500 , <1000
Nairobi (County),2600 ,1900 , 3400
Nakuru,1400 ,<1000 , 2300
Nandi,<1000 ,<500 , <1000
Narok,<1000 ,<500 , 1200
Nyamira,<500 ,<500 , <1000
Nyandarua,<500 ,<200 , <500
Nyeri,<500 ,<500 , <1000
Samburu,<100 ,<100 , <200
Siaya,4600 ,3300 , 6100
Taita-Taveta,<500 ,<200 , <500
Tana River,<100 ,<100 , <100
Tharaka-Nithi,<200 ,<200 , <500
Trans-Nzoia,<1000 ,<1000 , 1200
Turkana,1000 ,<1000 , 1500
Uasin Gishu,1400 ,<1000 , 2100
Vihiga,<1000 ,<500 , <1000
Wajir,<100 ,<100 , <100
West Pokot,<200 ,<100 , <500
National,64 000 ,45 000,84 000
