States,2019,2019_lower, 2019_upper
Arusha CC,<200 ,<100 , <500
Arusha DC,<100 ,<100 , <100
Babati DC,<100 ,<100 , <200
Babati TC,<100 ,<100 , <200
Bagamoyo DC,<500 ,<200 , <500
Bahi DC,<100 ,<100 , <100
Bariadi DC,<100 ,<100 , <200
Bariadi TC,<100 ,<100 , <200
Biharamulo DC,<100 ,<100 , <500
Buchosa DC,<100 ,<100 , <500
Buhigwe DC,<100 ,<100 , <500
Bukoba DC,<100 ,<100 , <200
Bukoba MC,<100 ,<100 , <500
Bukombe DC,<100 ,<100 , <500
Bumbuli DC,<100 ,<100 , <200
Bunda DC,<100 ,<100 , <500
Bunda TC,<100 ,<100 , <100
Busega DC,<100 ,<100 , <200
Busokelo DC,<100 ,<100 , <100
Butiama DC,<100 ,<100 , <200
Chake Chake,<500 ,<500 , <1000
Chalinze DC,<100 ,<100 , <200
Chamwino DC,<100 ,<100 , <500
Chato DC,<100 ,<100 , <100
Chemba DC,<100 ,<100 , <200
Chunya DC,<100 ,<100 , <100
Dodoma MC,<200 ,<100 , <1000
Gairo DC,<100 ,<100 , <100
Geita DC,<100 ,<100 , <200
Geita TC,<100 ,<100 , <500
Hai DC,<100 ,<100 , <200
Hanang DC,<100 ,<100 , <200
Handeni DC,<100 ,<100 , <200
Handeni TC,<100 ,<100 , <500
Ifakara TC,<100 ,<100 , <100
Igunga DC,<100 ,<100 , <100
Ikungi DC,<200 ,<100 , <500
Ilala MC,<200 ,<100 , <1000
Ileje DC,<100 ,<100 , <200
Ilemela MC,<100 ,<100 , <200
Iramba DC,<100 ,<100 , <200
Iringa DC,<200 ,<100 , <1000
Iringa MC,<100 ,<100 , <100
Itigi DC,<500 ,<200 , <1000
Itilima DC,<200 ,<100 , <200
Kahama TC,<100 ,<100 , <100
Kakonko DC,<100 ,<100 , <100
Kalambo DC,<100 ,<100 , <200
Kaliua DC,<100 ,<100 , <200
Karagwe DC,<100 ,<100 , <200
Karatu DC,<100 ,<100 , <100
