States,2010,2010_lower, 2010_upper, 2011,2011_lower, 2011_upper, 2012,2012_lower, 2012_upper, 2013,2013_lower, 2013_upper, 2014,2014_lower, 2014_upper, 2015,2015_lower, 2015_upper, 2016,2016_lower, 2016_upper, 2017,2017_lower, 2017_upper, 2018,2018_lower, 2018_upper, 2019,2019_lower, 2019_upper
Central,21 ,15 , 27,31 ,24 , 41,26 ,19 , 33,55 ,41 , 70,67 ,49 , 85,81 ,59 , 100,85 ,63 , 100,83 ,60 , 100,91 ,67 , 100,99 ,72 , 100
Coast,48 ,38 , 58,71 ,57 , 85,55 ,43 , 66,54 ,43 , 65,73 ,58 , 88,98 ,76 , 100,90 ,70 , 100,81 ,63 , 99,99 ,76 , 100,96 ,74 , 100
Eastern,40 ,32 , 51,59 ,45 , 72,48 ,37 , 58,55 ,43 , 67,70 ,53 , 86,95 ,74 , 100,89 ,69 , 100,73 ,57 , 90,91 ,71 , 100,97 ,76 , 100
Nairobi,40 ,31 , 47,55 ,43 , 65,41 ,33 , 49,69 ,55 , 81,68 ,53 , 81,69 ,53 , 80,93 ,71 , 100,77 ,59 , 89,82 ,62 , 97,92 ,69 , 100
North Eastern,4 ,3 , 7,7 ,4 , 11,6 ,4 , 10,10 ,6 , 16,23 ,14 , 37,23 ,14 , 38,18 ,12 , 30,9 ,6 , 16,26 ,16 , 43,31 ,20 , 51
Nyanza,61 ,50 , 72,81 ,66 , 92,68 ,54 , 78,56 ,45 , 64,64 ,52 , 73,89 ,72 , 100,88 ,71 , 100,86 ,69 , 98,92 ,75 , 100,98 ,78 , 100
Rift Valley,42 ,32 , 52,58 ,46 , 70,47 ,37 , 56,56 ,44 , 66,66 ,52 , 79,81 ,62 , 98,83 ,65 , 99,69 ,53 , 82,80 ,62 , 95,85 ,64 , 100
Western,54 ,43 , 64,77 ,61 , 92,61 ,49 , 72,56 ,44 , 66,70 ,56 , 83,91 ,74 , 100,86 ,69 , 100,84 ,66 , 99,92 ,73 , 100,95 ,75 , 100
National,49 ,38,59,68 ,52,82,55 ,43,67,57 ,44,69,67 ,51,80,85 ,66,100,87 ,67,100,80 ,61,96,88 ,68,100,94 ,73,100
