States,2019,2019_lower, 2019_upper
Arusha CC,1.47 ,0.69 , <0.01
Arusha DC,0.55 ,0.10 , <0.01
Babati DC,0.98 ,0.15 , <0.01
Babati TC,2.15 ,0.38 , <0.01
Bagamoyo DC,18.57 ,10.61 , 0.03
Bahi DC,0.66 ,0.05 , <0.01
Bariadi DC,0.54 ,0.06 , <0.01
Bariadi TC,0.93 ,0.03 , <0.01
Biharamulo DC,0.65 ,0.02 , <0.01
Buchosa DC,1.49 ,0.18 , <0.01
Buhigwe DC,2.41 ,0.39 , <0.01
Bukoba DC,1.12 ,0.14 , <0.01
Bukoba MC,3.49 ,0.27 , 0.02
Bukombe DC,1.63 ,0.11 , <0.01
Bumbuli DC,1.48 ,0.16 , <0.01
Bunda DC,2.15 ,0.34 , <0.01
Bunda TC,1.04 ,0.27 , <0.01
Busega DC,2.70 ,1.29 , <0.01
Busokelo DC,0.58 ,0.19 , <0.01
Butiama DC,2.32 ,0.79 , <0.01
Chake Chake,24.34 ,16.25 , 0.04
Chalinze DC,0.89 ,0.11 , <0.01
Chamwino DC,1.24 ,0.14 , <0.01
Chato DC,0.08 ,0.03 , <0.01
Chemba DC,2.05 ,1.10 , <0.01
Chunya DC,0.70 ,0.06 , <0.01
Dodoma MC,1.56 ,0.23 , <0.01
Gairo DC,0.70 ,0.16 , <0.01
Geita DC,0.58 ,0.11 , <0.01
Geita TC,1.82 ,0.37 , <0.01
Hai DC,1.51 ,0.44 , <0.01
Hanang DC,2.33 ,1.22 , <0.01
Handeni DC,2.07 ,0.66 , <0.01
Handeni TC,5.92 ,1.04 , 0.02
Ifakara TC,0.98 ,0.05 , <0.01
Igunga DC,0.28 ,0.05 , <0.01
Ikungi DC,3.66 ,1.24 , <0.01
Ilala MC,1.33 ,0.11 , <0.01
Ileje DC,1.76 ,0.14 , <0.01
Ilemela MC,0.47 ,0.05 , <0.01
Iramba DC,1.55 ,0.45 , <0.01
Iringa DC,5.04 ,0.85 , 0.02
Iringa MC,0.77 ,0.33 , <0.01
Itigi DC,26.18 ,10.18 , 0.06
Itilima DC,2.39 ,1.62 , <0.01
Kahama TC,0.74 ,0.22 , <0.01
Kakonko DC,0.28 ,0.03 , <0.01
Kalambo DC,0.65 ,0.03 , <0.01
Kaliua DC,1.00 ,0.20 , <0.01
Karagwe DC,0.68 ,0.07 , <0.01
Karatu DC,0.68 ,0.05 , <0.01
Kaskazini A,0.99 ,0.14 , <0.01
Kaskazini B,0.12 ,0.04 , <0.01
Kasulu DC,0.08 ,0.01 , <0.01
Kasulu TC,1.45 ,0.22 , <0.01
Kati,0.56 ,0.06 , <0.01
Kibaha DC,2.88 ,1.61 , <0.01
Kibaha TC,1.11 ,0.56 , <0.01
Kibiti DC,0.62 ,0.29 , <0.01
Kibondo DC,0.58 ,0.05 , <0.01
Kigamboni MC,0.49 ,0.26 , <0.01
Kigoma DC,0.34 ,0.02 , <0.01
Kigoma Ujiji MC,0.89 ,0.45 , <0.01
Kilindi DC,2.59 ,0.69 , <0.01
Kilolo DC,0.24 ,0.12 , <0.01
Kilombero DC,7.76 ,3.08 , 0.02
Kilosa DC,0.35 ,0.23 , <0.01
Kilwa DC,2.13 ,0.65 , <0.01
Kinondoni MC,0.92 ,0.57 , <0.01
Kisarawe DC,13.03 ,6.98 , 0.02
Kishapu DC,1.28 ,0.32 , <0.01
Kiteto DC,0.59 ,0.04 , <0.01
