States,2019,2019_lower, 2019_upper
Baringo,2900 ,1800 , 4300
Bomet,6300 ,4200 , 8800
Bungoma,24 000 ,21 000 , 27 000
Busia,12 000 ,10 000 , 15 000
Elgeyo-Marakwet,2500 ,1600 , 3600
Embu,3800 ,2700 , 5300
Garissa,<1000 ,<500 , 1600
Homa Bay,53 000 ,46 000 , 59 000
Isiolo,1200 ,<1000 , 1700
Kajiado,9900 ,6700 , 14 000
Kakamega,11 000 ,8100 , 15 000
Kericho,9400 ,6500 , 13 000
Kiambu,20 000 ,12 000 , 33 000
Kilifi,9700 ,8100 , 12 000
Kirinyaga,5500 ,3800 , 7700
Kisii,15 000 ,11 000 , 19 000
Kisumu,53 000 ,46 000 , 60 000
Kitui,8800 ,6800 , 11 000
Kwale,5500 ,4200 , 6900
Laikipia,3600 ,2200 , 5400
Lamu,1000 ,<1000 , 1500
Machakos,12 000 ,9500 , 16 000
Makueni,7100 ,5100 , 9900
Mandera,<1000 ,<500 , 1100
Marsabit,1100 ,<1000 , 1800
Meru,12 000 ,8700 , 16 000
Migori,30 000 ,26 000 , 35 000
Mombasa,26 000 ,20 000 , 33 000
Murang'a,7700 ,5800 , 10 000
Nairobi (County),57 000 ,51 000 , 64 000
Nakuru,19 000 ,13 000 , 27 000
Nandi,7200 ,5000 , 9900
Narok,8900 ,5900 , 13 000
Nyamira,5400 ,4000 , 7200
Nyandarua,4100 ,2800 , 5700
Nyeri,9400 ,7000 , 13 000
Samburu,<1000 ,<500 , 1200
Siaya,45 000 ,38 000 , 52 000
Taita-Taveta,3700 ,2600 , 4900
Tana River,<1000 ,<500 , 1100
Tharaka-Nithi,2900 ,2100 , 4000
Trans-Nzoia,9500 ,6800 , 13 000
Turkana,9600 ,6600 , 14 000
Uasin Gishu,18 000 ,13 000 , 23 000
Vihiga,6300 ,4600 , 8300
Wajir,<1000 ,<500 , 1100
West Pokot,1900 ,1100 , 3000
National,570 000 ,500 000,660 000
