States,2019,2019_lower, 2019_upper
Abim,<1000 ,<1000 , 1100
Adjumani,1600 ,1100 , 2400
Agago,3800 ,2700 , 5000
Alebtong,4100 ,3300 , 5000
Amolatar,3700 ,3100 , 4400
Amudat,<500 ,<200 , <500
Amuria,2400 ,1800 , 3100
Amuru,2500 ,1700 , 3600
Apac,4200 ,3300 , 5300
Arua,5500 ,4500 , 6800
Budaka,1400 ,1100 , 1900
Bududa,1100 ,<1000 , 1400
Bugiri,1900 ,1200 , 2700
Bugweri,<1000 ,<1000 , 1300
Buhweju,1500 ,1100 , 2100
Buikwe,8900 ,6700 , 11 000
Bukedea,1600 ,1300 , 1900
Bukomansimbi,2700 ,2100 , 3400
Bukwo,<500 ,<500 , <1000
Bulambuli,1100 ,<1000 , 1500
Buliisa,1200 ,<1000 , 1700
Bundibugyo,1400 ,<1000 , 2100
Bunyangabu,3700 ,2900 , 4700
Bushenyi,4800 ,3500 , 6300
Busia,4900 ,3900 , 5900
Butaleja,1100 ,<1000 , 1600
Butambala,2000 ,1300 , 3000
Butebo,<500 ,<500 , <1000
Buvuma,2400 ,1900 , 2900
Buyende,2100 ,1400 , 2900
Dokolo,4000 ,3100 , 5000
Gomba,2900 ,2200 , 3700
Gulu,12 000 ,9400 , 16 000
Hoima,6400 ,5300 , 7600
Ibanda,4900 ,3100 , 7200
Iganga,2600 ,1700 , 3700
Isingiro,6800 ,4900 , 9100
Jinja,6600 ,5000 , 8600
Kaabong,<500 ,<500 , <1000
Kabale,4200 ,3600 , 4800
Kabarole,13 000 ,10 000 , 15 000
Kaberamaido,1400 ,1100 , 1800
Kagadi,5500 ,4000 , 7500
Kakumiro,3700 ,2400 , 5300
Kalaki,1000 ,<1000 , 1500
Kalangala,4900 ,4100 , 5800
Kaliro,1700 ,1300 , 2300
Kalungu,5200 ,3700 , 7200
Kampala,31 000 ,26 000 , 38 000
Kamuli,4900 ,3500 , 6700
Kamwenge,3100 ,2100 , 4600
Kanungu,5500 ,4600 , 6500
Kapchorwa,<1000 ,<500 , <1000
Kapelebyong,<1000 ,<1000 , 1300
Karenga,<100 ,<100 , <200
Kasese,4600 ,3000 , 6700
Kassanda,4100 ,3200 , 5100
Katakwi,3400 ,2700 , 4200
Kayunga,6800 ,5000 , 9200
Kazo,2500 ,2000 , 3100
Kibaale,2100 ,1600 , 2700
Kiboga,2800 ,2000 , 4000
Kibuku,<1000 ,<1000 , 1200
Kikuube,3500 ,2500 , 4700
Kiruhura,3600 ,2600 , 4900
Kiryandongo,3200 ,2000 , 4600
Kisoro,1700 ,1200 , 2200
Kitagwenda,2500 ,2000 , 3200
Kitgum,3500 ,2400 , 5000
Koboko,1500 ,1200 , 1800
Kole,4500 ,3500 , 5800
Kotido,<1000 ,<1000 , 1100
Kumi,2300 ,1700 , 3000
Kwania,3900 ,2900 , 5000
Kween,<500 ,<500 , <500
Kyankwanzi,3400 ,2500 , 4400
Kyegegwa,4700 ,3500 , 6200
Kyenjojo,9400 ,7700 , 11 000
Kyotera,8300 ,6600 , 10 000
Lamwo,2900 ,2000 , 4100
Lira,8500 ,6000 , 12 000
Luuka,1700 ,1300 , 2300
Luwero,11 000 ,9600 , 13 000
Lwengo,6100 ,4800 , 7700
Lyantonde,2900 ,2000 , 4000
Madi Okollo,1100 ,<1000 , 1500
Manafwa,<1000 ,<1000 , 1200
Maracha,<1000 ,<500 , 1000
Masaka,9500 ,7200 , 12 000
Masindi,5200 ,3600 , 7100
Mayuge,5800 ,4500 , 7100
Mbale,5400 ,4300 , 6800
Mbarara,22 000 ,19 000 , 26 000
Mitooma,2800 ,2200 , 3500
Mityana,6100 ,4200 , 8100
Moroto,<1000 ,<1000 , 1000
Moyo,<1000 ,<1000 , <1000
Mpigi,6700 ,5500 , 8100
Mubende,8900 ,6900 , 11 000
Mukono,12 000 ,9400 , 14 000
Nabilatuk,<100 ,<100 , <100
Nakapiripirit,<1000 ,<1000 , <1000
Nakaseke,4300 ,3400 , 5500
Nakasongola,3600 ,2700 , 4600
Namayingo,4300 ,3500 , 5200
Namisindwa,<1000 ,<1000 , 1000
Namutumba,1400 ,1100 , 1700
Napak,<1000 ,<500 , <1000
Nebbi,2400 ,1700 , 3400
Ngora,1200 ,<1000 , 1800
Ntoroko,<1000 ,<1000 , 1200
Ntungamo,7400 ,5900 , 9000
Nwoya,2500 ,1900 , 3200
Obongi,<500 ,<200 , <500
Omoro,3600 ,2600 , 4800
Otuke,1900 ,1300 , 2700
Oyam,8000 ,6200 , 10 000
Pader,4400 ,3000 , 6100
Pakwach,2100 ,1600 , 2900
Pallisa,1400 ,1100 , 1800
Rakai,4300 ,3300 , 5700
Rubanda,1200 ,<1000 , 1800
Rubirizi,3100 ,2100 , 4400
Rukiga,1500 ,1100 , 2000
Rukungiri,5600 ,4000 , 7500
Rwampara,1700 ,1300 , 2200
Serere,2600 ,1900 , 3500
Sheema,4800 ,3200 , 6900
Sironko,1700 ,1300 , 2200
Soroti,5000 ,3900 , 6300
Ssembabule,3900 ,2600 , 5700
Tororo,9000 ,7500 , 11 000
Wakiso,65 000 ,58 000 , 73 000
Yumbe,1700 ,1200 , 2300
Zombo,2600 ,1800 , 3600
National,580 000 ,540 000,650 000
