States,2019,2019_lower, 2019_upper
Baringo,0.30 ,0.05 , <0.01
Bomet,0.45 ,0.07 , <0.01
Bungoma,0.12 ,0.05 , <0.01
Busia,0.85 ,0.23 , <0.01
Elgeyo-Marakwet,0.30 ,0.07 , <0.01
Embu,0.36 ,0.07 , <0.01
Garissa,0.01 ,<0.01 , <0.01
Homa Bay,2.46 ,0.65 , <0.01
Isiolo,0.35 ,0.06 , <0.01
Kajiado,0.89 ,0.18 , <0.01
Kakamega,0.65 ,0.15 , <0.01
Kericho,0.66 ,0.11 , <0.01
Kiambu,0.50 ,0.04 , <0.01
Kilifi,0.35 ,0.07 , <0.01
Kirinyaga,0.21 ,0.04 , <0.01
Kisii,1.17 ,0.32 , <0.01
Kisumu,3.91 ,1.07 , <0.01
Kitui,0.45 ,0.10 , <0.01
Kwale,0.31 ,0.06 , <0.01
Laikipia,0.47 ,0.07 , <0.01
Lamu,0.42 ,0.08 , <0.01
Machakos,0.62 ,0.12 , <0.01
Makueni,0.41 ,0.09 , <0.01
Mandera,<0.01 ,<0.01 , <0.01
Marsabit,0.29 ,0.04 , <0.01
Meru,0.45 ,0.11 , <0.01
Migori,1.88 ,0.55 , <0.01
Mombasa,1.24 ,0.21 , <0.01
Murang'a,0.13 ,0.03 , <0.01
Nairobi (County),0.82 ,0.20 , <0.01
Nakuru,0.70 ,0.13 , <0.01
Nandi,0.50 ,0.10 , <0.01
Narok,0.63 ,0.11 , <0.01
Nyamira,0.60 ,0.15 , <0.01
Nyandarua,0.15 ,0.03 , <0.01
Nyeri,0.28 ,0.06 , <0.01
Samburu,0.26 ,0.03 , <0.01
Siaya,3.79 ,1.07 , 0.01
Taita-Taveta,0.43 ,0.09 , <0.01
Tana River,0.10 ,0.02 , <0.01
Tharaka-Nithi,0.43 ,0.09 , <0.01
Trans-Nzoia,0.66 ,0.14 , <0.01
Turkana,0.63 ,0.18 , <0.01
Uasin Gishu,0.86 ,0.17 , <0.01
Vihiga,0.55 ,0.14 , <0.01
Wajir,<0.01 ,<0.01 , <0.01
West Pokot,0.15 ,0.03 , <0.01
National,0.92 ,0.60,1.44
