States,2019,2019_lower, 2019_upper
Arusha CC,0.80 ,0.38 , <0.01
Arusha DC,0.25 ,0.05 , <0.01
Babati DC,0.43 ,0.07 , <0.01
Babati TC,1.08 ,0.19 , <0.01
Bagamoyo DC,9.13 ,5.24 , 0.01
Bahi DC,0.27 ,0.02 , <0.01
Bariadi DC,0.18 ,0.02 , <0.01
Bariadi TC,0.34 ,0.01 , <0.01
Biharamulo DC,0.24 ,<0.01 , <0.01
Buchosa DC,0.58 ,0.07 , <0.01
Buhigwe DC,0.87 ,0.15 , <0.01
Bukoba DC,0.47 ,0.06 , <0.01
Bukoba MC,1.69 ,0.13 , <0.01
Bukombe DC,0.62 ,0.04 , <0.01
Bumbuli DC,0.64 ,0.07 , <0.01
Bunda DC,0.81 ,0.13 , <0.01
Bunda TC,0.41 ,0.10 , <0.01
Busega DC,0.93 ,0.46 , <0.01
Busokelo DC,0.25 ,0.09 , <0.01
Butiama DC,0.80 ,0.28 , <0.01
Chake Chake,8.73 ,5.76 , 0.01
Chalinze DC,0.41 ,0.05 , <0.01
Chamwino DC,0.51 ,0.06 , <0.01
Chato DC,0.03 ,0.01 , <0.01
Chemba DC,0.82 ,0.43 , <0.01
Chunya DC,0.32 ,0.03 , <0.01
Dodoma MC,0.80 ,0.12 , <0.01
Gairo DC,0.27 ,0.06 , <0.01
Geita DC,0.22 ,0.04 , <0.01
Geita TC,0.74 ,0.15 , <0.01
Hai DC,0.75 ,0.22 , <0.01
Hanang DC,0.92 ,0.50 , <0.01
Handeni DC,0.90 ,0.30 , <0.01
Handeni TC,2.60 ,0.49 , <0.01
Ifakara TC,0.49 ,0.03 , <0.01
Igunga DC,0.11 ,0.02 , <0.01
Ikungi DC,1.54 ,0.53 , <0.01
Ilala MC,0.69 ,0.06 , <0.01
Ileje DC,0.76 ,0.06 , <0.01
Ilemela MC,0.22 ,0.02 , <0.01
Iramba DC,0.67 ,0.20 , <0.01
Iringa DC,2.23 ,0.39 , <0.01
Iringa MC,0.42 ,0.19 , <0.01
Itigi DC,9.70 ,4.07 , 0.02
Itilima DC,0.72 ,0.50 , <0.01
Kahama TC,0.35 ,0.10 , <0.01
Kakonko DC,0.11 ,0.01 , <0.01
Kalambo DC,0.26 ,0.01 , <0.01
Kaliua DC,0.39 ,0.08 , <0.01
Karagwe DC,0.30 ,0.03 , <0.01
Karatu DC,0.33 ,0.02 , <0.01
Kaskazini A,0.40 ,0.06 , <0.01
Kaskazini B,0.05 ,0.02 , <0.01
Kasulu DC,0.03 ,<0.01 , <0.01
Kasulu TC,0.59 ,0.09 , <0.01
Kati,0.28 ,0.03 , <0.01
Kibaha DC,1.40 ,0.80 , <0.01
Kibaha TC,0.57 ,0.28 , <0.01
Kibiti DC,0.25 ,0.11 , <0.01
Kibondo DC,0.23 ,0.02 , <0.01
Kigamboni MC,0.25 ,0.14 , <0.01
Kigoma DC,0.13 ,<0.01 , <0.01
Kigoma Ujiji MC,0.40 ,0.21 , <0.01
Kilindi DC,1.12 ,0.30 , <0.01
Kilolo DC,0.12 ,0.06 , <0.01
Kilombero DC,3.66 ,1.48 , <0.01
Kilosa DC,0.17 ,0.11 , <0.01
Kilwa DC,0.93 ,0.28 , <0.01
Kinondoni MC,0.50 ,0.32 , <0.01
Kisarawe DC,6.17 ,3.27 , 0.01
Kishapu DC,0.54 ,0.14 , <0.01
Kiteto DC,0.24 ,0.02 , <0.01
Kondoa DC,0.78 ,0.13 , <0.01
Kondoa TC,6.56 ,3.41 , 0.01
Kongwa DC,0.83 ,0.31 , <0.01
Korogwe DC,0.46 ,0.30 , <0.01
Korogwe TC,3.42 ,0.61 , 0.01
Kusini,0.06 ,0.02 , <0.01
Kwimba DC,12.30 ,5.62 , 0.02
Kyela DC,1.08 ,0.49 , <0.01
Kyerwa DC,1.36 ,0.44 , <0.01
Lindi DC,1.00 ,0.35 , <0.01
Lindi MC,0.88 ,0.25 , <0.01
Liwale DC,2.58 ,0.76 , <0.01
Longido DC,1.39 ,0.78 , <0.01
Ludewa DC,2.04 ,0.30 , <0.01
Lushoto DC,0.63 ,0.03 , <0.01
Madaba DC,1.05 ,0.19 , <0.01
Mafia DC,0.13 ,0.03 , <0.01
Mafinga TC,1.06 ,0.11 , <0.01
Magharibi A,0.04 ,0.01 , <0.01
Magharibi B,0.46 ,0.26 , <0.01
Magu DC,0.74 ,0.10 , <0.01
Makambako TC,8.36 ,6.52 , 0.01
Makete DC,0.26 ,0.03 , <0.01
Malinyi DC,2.56 ,1.80 , <0.01
Manyoni DC,1.55 ,0.13 , <0.01
Masasi DC,0.19 ,0.10 , <0.01
Masasi TC,3.40 ,0.45 , 0.01
Maswa DC,0.88 ,0.17 , <0.01
Mbarali DC,0.93 ,0.05 , <0.01
Mbeya CC,1.98 ,0.85 , <0.01
Mbeya DC,0.61 ,0.15 , <0.01
Mbinga DC,1.07 ,0.35 , <0.01
Mbinga TC,1.01 ,0.17 , <0.01
Mbogwe DC,2.37 ,1.67 , <0.01
Mbozi DC,0.32 ,0.13 , <0.01
Mbulu DC,0.20 ,0.01 , <0.01
Mbulu TC,0.68 ,0.10 , <0.01
Meatu DC,0.33 ,0.05 , <0.01
Meru DC,0.76 ,0.09 , <0.01
Micheweni,1.36 ,0.79 , <0.01
Missenyi DC,0.30 ,0.05 , <0.01
Misungwi DC,0.15 ,0.02 , <0.01
Mjini,1.35 ,0.42 , <0.01
Mkalama DC,0.23 ,0.01 , <0.01
Mkinga DC,1.24 ,0.32 , <0.01
Mkoani,0.30 ,0.02 , <0.01
Mkuranga DC,0.15 ,0.02 , <0.01
Mlele DC,1.77 ,0.71 , <0.01
Momba DC,2.27 ,1.25 , <0.01
Monduli DC,0.35 ,0.08 , <0.01
Morogoro DC,0.96 ,0.10 , <0.01
Morogoro MC,0.52 ,0.03 , <0.01
Moshi DC,0.57 ,0.28 , <0.01
Moshi MC,0.28 ,0.03 , <0.01
Mpanda DC,0.12 ,0.06 , <0.01
Mpanda TC,0.80 ,0.62 , <0.01
Mpimbwe DC,0.16 ,0.02 , <0.01
Mpwapwa DC,0.70 ,0.07 , <0.01
Msalala DC,0.91 ,0.23 , <0.01
Mtwara DC,0.25 ,0.14 , <0.01
Mtwara Mikindani MC,6.93 ,2.88 , 0.01
Mufindi DC,1.38 ,0.68 , <0.01
Muheza DC,0.04 ,0.01 , <0.01
Muleba DC,0.27 ,0.06 , <0.01
Musoma DC,<0.01 ,<0.01 , <0.01
Musoma MC,1.35 ,0.58 , <0.01
Mvomero DC,0.90 ,0.14 , <0.01
Mwanga DC,0.10 ,0.04 , <0.01
Nachingwea DC,0.69 ,0.06 , <0.01
Namtumbo DC,0.02 ,<0.01 , <0.01
Nanyamba TC,3.08 ,1.93 , <0.01
Nanyumbu DC,0.94 ,0.07 , <0.01
Newala DC,0.69 ,0.06 , <0.01
Newala TC,1.58 ,0.26 , <0.01
Ngara DC,0.16 ,0.01 , <0.01
Ngorongoro DC,3.45 ,1.49 , <0.01
Njombe DC,1.27 ,0.06 , <0.01
Njombe TC,0.42 ,0.03 , <0.01
Nkasi DC,1.69 ,0.62 , <0.01
Nsimbo DC,0.04 ,<0.01 , <0.01
Nyamagana MC,0.13 ,0.02 , <0.01
Nyang'hwale DC,0.29 ,0.15 , <0.01
Nyasa DC,1.62 ,0.80 , <0.01
