States,2019,2019_lower, 2019_upper
Nzega DC,0.45 ,0.16 , <0.01
Nzega TC,3.06 ,0.89 , <0.01
Pangani DC,0.33 ,0.11 , <0.01
Rombo DC,0.11 ,0.03 , <0.01
Rorya DC,0.43 ,0.05 , <0.01
Ruangwa DC,2.94 ,0.98 , <0.01
Rufiji DC,3.70 ,0.42 , 0.01
Rungwe DC,4.98 ,1.54 , 0.01
Same DC,0.73 ,0.24 , <0.01
Sengerema DC,0.19 ,0.03 , <0.01
Serengeti DC,0.15 ,0.01 , <0.01
Shinyanga DC,<0.01 ,<0.01 , <0.01
Shinyanga MC,1.17 ,0.36 , <0.01
Siha DC,1.90 ,0.27 , <0.01
Sikonge DC,0.47 ,0.03 , <0.01
Simanjiro DC,0.38 ,0.18 , <0.01
Singida DC,1.13 ,0.40 , <0.01
Singida MC,2.43 ,0.89 , <0.01
Songea DC,0.94 ,0.56 , <0.01
Songea MC,2.63 ,1.55 , <0.01
Songwe DC,0.90 ,0.07 , <0.01
Sumbawanga DC,0.55 ,0.28 , <0.01
Sumbawanga MC,0.67 ,0.08 , <0.01
Tabora MC,0.72 ,0.14 , <0.01
Tandahimba DC,0.77 ,0.06 , <0.01
Tanga CC,1.95 ,0.89 , <0.01
Tarime DC,0.10 ,<0.01 , <0.01
Tarime TC,0.05 ,0.01 , <0.01
Temeke MC,0.29 ,0.04 , <0.01
Tunduma TC,0.48 ,0.04 , <0.01
Tunduru DC,0.77 ,0.19 , <0.01
Ubungo MC,0.20 ,0.07 , <0.01
Ukerewe DC,0.39 ,0.05 , <0.01
Ulanga DC,1.18 ,0.26 , <0.01
Urambo DC,0.29 ,0.02 , <0.01
Ushetu DC,1.70 ,0.65 , <0.01
Uvinza DC,0.26 ,0.02 , <0.01
Uyui DC,0.16 ,0.01 , <0.01
Wanging'ombe DC,2.58 ,1.17 , <0.01
Wete,0.55 ,0.23 , <0.01
National,1.25 ,1.07,1.45
