States,2019,2019_lower, 2019_upper
Baringo,2.3 ,1.6 , 3.2
Bomet,3.4 ,2.4 , 4.4
Bungoma,1.5 ,1.4 , 1.6
Busia,9.7 ,8.4 , 11.2
Elgeyo-Marakwet,2.7 ,2.0 , 3.5
Embu,3.4 ,2.6 , 4.5
Garissa,0.4 ,0.2 , 0.7
Homa Bay,21.5 ,19.6 , 23.8
Isiolo,2.5 ,1.7 , 3.4
Kajiado,4.6 ,3.5 , 5.8
Kakamega,5.4 ,4.1 , 6.7
Kericho,4.0 ,2.8 , 5.5
Kiambu,3.4 ,2.2 , 4.9
Kilifi,4.8 ,4.0 , 5.6
Kirinyaga,3.9 ,2.9 , 5.1
Kisii,6.0 ,4.9 , 7.4
Kisumu,20.8 ,18.5 , 23.4
Kitui,5.8 ,4.9 , 6.7
Kwale,4.1 ,3.3 , 4.9
Laikipia,3.2 ,2.1 , 4.6
Lamu,2.8 ,1.9 , 4.2
Machakos,4.8 ,3.9 , 5.8
Makueni,4.8 ,3.5 , 6.4
Mandera,0.2 ,0.1 , 0.4
Marsabit,1.3 ,0.8 , 2.0
Meru,3.8 ,2.9 , 4.8
Migori,14.3 ,12.8 , 15.9
Mombasa,7.6 ,6.6 , 8.8
Murang'a,3.4 ,2.8 , 4.1
Nairobi (County),6.7 ,6.2 , 7.3
Nakuru,5.0 ,3.6 , 6.8
Nandi,3.9 ,2.9 , 5.1
Narok,3.3 ,2.4 , 4.4
Nyamira,4.9 ,3.8 , 6.1
Nyandarua,3.2 ,2.3 , 4.3
Nyeri,5.1 ,4.0 , 6.3
Samburu,1.3 ,0.9 , 1.9
Siaya,18.5 ,15.8 , 21.3
Taita-Taveta,4.3 ,3.4 , 5.3
Tana River,1.0 ,0.7 , 1.5
Tharaka-Nithi,3.9 ,2.8 , 5.3
Trans-Nzoia,5.7 ,4.4 , 7.3
Turkana,3.6 ,2.7 , 4.7
Uasin Gishu,7.1 ,5.2 , 9.4
Vihiga,6.7 ,5.3 , 8.3
Wajir,0.3 ,0.1 , 0.5
West Pokot,1.3 ,0.9 , 1.7
National,5.8 ,5.0,6.7
