States,2019,2019_lower, 2019_upper
Arusha CC,11 000 ,7400 , 18 000
Arusha DC,6100 ,2700 , 12 000
Babati DC,5300 ,1900 , 12 000
Babati TC,3200 ,1500 , 5800
Bagamoyo DC,16 000 ,14 000 , 18 000
Bahi DC,4000 ,1900 , 7800
Bariadi DC,3000 ,1200 , 6100
Bariadi TC,2400 ,1700 , 4600
Biharamulo DC,5500 ,2300 , 13 000
Buchosa DC,22 000 ,14 000 , 34 000
Buhigwe DC,6600 ,2400 , 14 000
Bukoba DC,6900 ,3100 , 14 000
Bukoba MC,10 000 ,6100 , 18 000
Bukombe DC,5700 ,3700 , 9900
Bumbuli DC,4200 ,2200 , 7200
Bunda DC,5800 ,2300 , 12 000
Bunda TC,4000 ,2600 , 6000
Busega DC,11 000 ,8000 , 16 000
Busokelo DC,2800 ,1600 , 4500
Butiama DC,9800 ,8200 , 12 000
Chake Chake,16 000 ,14 000 , 19 000
Chalinze DC,7200 ,5800 , 9700
Chamwino DC,4100 ,1500 , 9200
Chato DC,39 000 ,37 000 , 41 000
Chemba DC,5600 ,3600 , 8200
Chunya DC,3000 ,2100 , 4800
Dodoma MC,10 000 ,4000 , 22 000
Gairo DC,6300 ,2800 , 12 000
Geita DC,11 000 ,6800 , 17 000
Geita TC,12 000 ,5100 , 22 000
Hai DC,6100 ,4300 , 8600
Hanang DC,12 000 ,10 000 , 15 000
Handeni DC,9200 ,5500 , 15 000
Handeni TC,6100 ,2600 , 12 000
Ifakara TC,3500 ,2600 , 5700
Igunga DC,4300 ,2500 , 6900
Ikungi DC,8900 ,4300 , 15 000
Ilala MC,25 000 ,14 000 , 49 000
Ileje DC,5500 ,3800 , 8700
Ilemela MC,5500 ,2300 , 11 000
Iramba DC,5200 ,2600 , 9100
Iringa DC,16 000 ,11 000 , 24 000
Iringa MC,7800 ,6400 , 9500
Itigi DC,18 000 ,12 000 , 25 000
Itilima DC,11 000 ,10 000 , 13 000
Kahama TC,12 000 ,9000 , 15 000
Kakonko DC,3100 ,1900 , 5000
Kalambo DC,3100 ,1800 , 5800
Kaliua DC,6400 ,4200 , 9200
Karagwe DC,8700 ,3900 , 17 000
Karatu DC,5700 ,3100 , 9700
Kaskazini A,6500 ,5900 , 7500
Kaskazini B,3000 ,2500 , 3400
Kasulu DC,4500 ,2800 , 7000
Kasulu TC,5100 ,3400 , 7700
Kati,<1000 ,<500 , 1600
Kibaha DC,4400 ,3400 , 5500
Kibaha TC,6100 ,5300 , 7200
Kibiti DC,3100 ,2000 , 4500
Kibondo DC,2100 ,<1000 , 5800
Kigamboni MC,10 000 ,7300 , 14 000
Kigoma DC,1700 ,<1000 , 3700
Kigoma Ujiji MC,6500 ,4300 , 9100
Kilindi DC,11 000 ,8300 , 15 000
Kilolo DC,13 000 ,11 000 , 15 000
Kilombero DC,28 000 ,21 000 , 37 000
Kilosa DC,11 000 ,6500 , 17 000
Kilwa DC,3700 ,2000 , 6500
Kinondoni MC,28 000 ,21 000 , 36 000
Kisarawe DC,9500 ,7400 , 12 000
Kishapu DC,6100 ,3500 , 10 000
Kiteto DC,3200 ,1200 , 6700
Kondoa DC,6100 ,4000 , 9200
Kondoa TC,11 000 ,9700 , 13 000
Kongwa DC,13 000 ,8700 , 19 000
Korogwe DC,12 000 ,8900 , 14 000
Korogwe TC,8200 ,4200 , 14 000
Kusini,6800 ,6600 , 7000
Kwimba DC,47 000 ,33 000 , 66 000
Kyela DC,13 000 ,9400 , 18 000
Kyerwa DC,21 000 ,18 000 , 24 000
Lindi DC,6200 ,3500 , 9900
Lindi MC,2900 ,1800 , 4500
Liwale DC,6900 ,3000 , 12 000
Longido DC,9400 ,7500 , 12 000
Ludewa DC,6600 ,2500 , 13 000
Lushoto DC,10 000 ,2500 , 27 000
Madaba DC,1900 ,1100 , 3000
Mafia DC,2500 ,1600 , 3600
Mafinga TC,4500 ,2800 , 7600
Magharibi A,4100 ,3800 , 4500
Magharibi B,4300 ,3600 , 5000
Magu DC,10 000 ,5500 , 17 000
Makambako TC,19 000 ,18 000 , 21 000
Makete DC,2500 ,1300 , 4400
Malinyi DC,12 000 ,11 000 , 13 000
Manyoni DC,8600 ,4400 , 16 000
Masasi DC,7000 ,5100 , 9400
Masasi TC,10 000 ,5700 , 18 000
Maswa DC,15 000 ,8600 , 25 000
Mbarali DC,12 000 ,7100 , 22 000
Mbeya CC,24 000 ,16 000 , 33 000
Mbeya DC,9800 ,5300 , 16 000
Mbinga DC,6900 ,4900 , 9300
Mbinga TC,6600 ,4900 , 9300
Mbogwe DC,21 000 ,19 000 , 23 000
Mbozi DC,9700 ,7700 , 12 000
Mbulu DC,2100 ,1000 , 3800
Mbulu TC,3000 ,<1000 , 7500
Meatu DC,6300 ,2800 , 11 000
Meru DC,26 000 ,22 000 , 34 000
Micheweni,5000 ,4300 , 6000
Missenyi DC,4100 ,2300 , 6900
Misungwi DC,4400 ,2100 , 8300
Mjini,8300 ,5500 , 12 000
Mkalama DC,2800 ,<1000 , 6900
Mkinga DC,4100 ,2200 , 6900
Mkoani,1400 ,<1000 , 2100
Mkuranga DC,2800 ,1700 , 4600
Mlele DC,5100 ,4400 , 5900
Momba DC,12 000 ,11 000 , 13 000
Monduli DC,3400 ,1900 , 5600
Morogoro DC,11 000 ,4400 , 23 000
Morogoro MC,7900 ,3000 , 18 000
Moshi DC,15 000 ,12 000 , 18 000
Moshi MC,13 000 ,7700 , 23 000
Mpanda DC,12 000 ,11 000 , 13 000
Mpanda TC,8200 ,7700 , 8800
Mpimbwe DC,2100 ,1400 , 3000
Mpwapwa DC,8600 ,5000 , 15 000
Msalala DC,12 000 ,10 000 , 15 000
Mtwara DC,7300 ,5800 , 9200
Mtwara Mikindani MC,10 000 ,7600 , 14 000
Mufindi DC,13 000 ,9900 , 18 000
Muheza DC,2700 ,1500 , 4500
Muleba DC,10 000 ,5900 , 17 000
Musoma DC,<1000 ,<1000 , 1200
Musoma MC,7300 ,4700 , 11 000
Mvomero DC,7200 ,3800 , 13 000
Mwanga DC,7200 ,5700 , 9000
Nachingwea DC,3600 ,1300 , 8400
Namtumbo DC,5700 ,5000 , 6400
Nanyamba TC,14 000 ,13 000 , 16 000
Nanyumbu DC,5400 ,3500 , 9100
Newala DC,6200 ,4600 , 9200
Newala TC,5200 ,2100 , 10 000
Ngara DC,3200 ,1200 , 7300
Ngorongoro DC,9300 ,5700 , 16 000
Njombe DC,5100 ,3500 , 8800
Njombe TC,5400 ,3300 , 8800
Nkasi DC,8300 ,6200 , 11 000
Nsimbo DC,1900 ,1200 , 2900
Nyamagana MC,14 000 ,8200 , 21 000
Nyang'hwale DC,9000 ,6900 , 11 000
Nyasa DC,6400 ,5200 , 8000
Nzega DC,9400 ,6700 , 13 000
Nzega TC,6300 ,3700 , 9600
Pangani DC,8900 ,7400 , 10 000
Rombo DC,7600 ,6300 , 9100
Rorya DC,7600 ,3900 , 13 000
Ruangwa DC,7100 ,3700 , 12 000
Rufiji DC,13 000 ,7500 , 22 000
Rungwe DC,17 000 ,11 000 , 25 000
Same DC,6500 ,3200 , 11 000
Sengerema DC,3200 ,1400 , 6200
Serengeti DC,4800 ,3800 , 6300
Shinyanga DC,4100 ,3200 , 5300
Shinyanga MC,7800 ,5900 , 11 000
Siha DC,9500 ,4100 , 18 000
Sikonge DC,3800 ,2600 , 6200
Simanjiro DC,6500 ,5200 , 8300
Singida DC,6500 ,4000 , 9300
Singida MC,11 000 ,8500 , 14 000
Songea DC,8600 ,7500 , 9800
Songea MC,13 000 ,10 000 , 15 000
Songwe DC,6300 ,4600 , 9600
Sumbawanga DC,7100 ,5700 , 8700
Sumbawanga MC,5700 ,3500 , 9200
Tabora MC,8300 ,6300 , 12 000
Tandahimba DC,6500 ,4100 , 12 000
Tanga CC,13 000 ,8800 , 19 000
Tarime DC,1300 ,<500 , 3400
Tarime TC,1500 ,<1000 , 2500
Temeke MC,24 000 ,15 000 , 41 000
Tunduma TC,2900 ,1100 , 6500
Tunduru DC,6700 ,4900 , 9800
Ubungo MC,22 000 ,13 000 , 37 000
Ukerewe DC,6000 ,2300 , 13 000
Ulanga DC,9300 ,5800 , 14 000
Urambo DC,8600 ,6200 , 13 000
Ushetu DC,15 000 ,11 000 , 19 000
Uvinza DC,5600 ,2600 , 11 000
Uyui DC,6300 ,3800 , 10 000
Wanging'ombe DC,15 000 ,13 000 , 18 000
Wete,2400 ,1900 , 3000
National,1 700 000 ,1 500 000,1 800 000
