States,2019,2019_lower, 2019_upper
Baringo,0.74 ,0.13 , <0.01
Bomet,1.13 ,0.19 , <0.01
Bungoma,0.31 ,0.13 , <0.01
Busia,2.23 ,0.61 , <0.01
Elgeyo-Marakwet,0.71 ,0.16 , <0.01
Embu,0.89 ,0.18 , <0.01
Garissa,0.02 ,<0.01 , <0.01
Homa Bay,6.72 ,1.82 , 0.02
Isiolo,0.95 ,0.18 , <0.01
Kajiado,1.82 ,0.39 , <0.01
Kakamega,1.59 ,0.37 , <0.01
Kericho,1.59 ,0.30 , <0.01
Kiambu,1.04 ,0.08 , <0.01
Kilifi,0.85 ,0.17 , <0.01
Kirinyaga,0.44 ,0.09 , <0.01
Kisii,2.71 ,0.77 , <0.01
Kisumu,9.56 ,2.69 , 0.02
Kitui,1.32 ,0.30 , <0.01
Kwale,0.77 ,0.14 , <0.01
Laikipia,1.03 ,0.17 , <0.01
Lamu,0.95 ,0.17 , <0.01
Machakos,1.59 ,0.31 , <0.01
Makueni,1.14 ,0.25 , <0.01
Mandera,0.02 ,<0.01 , <0.01
Marsabit,0.85 ,0.11 , <0.01
Meru,1.12 ,0.27 , <0.01
Migori,4.95 ,1.47 , 0.01
Mombasa,2.33 ,0.39 , <0.01
Murang'a,0.30 ,0.07 , <0.01
Nairobi (County),1.85 ,0.48 , <0.01
Nakuru,1.48 ,0.28 , <0.01
Nandi,1.15 ,0.25 , <0.01
Narok,1.55 ,0.27 , <0.01
Nyamira,1.37 ,0.36 , <0.01
Nyandarua,0.37 ,0.07 , <0.01
Nyeri,0.62 ,0.12 , <0.01
Samburu,0.64 ,0.08 , <0.01
Siaya,9.97 ,2.90 , 0.03
Taita-Taveta,0.94 ,0.19 , <0.01
Tana River,0.27 ,0.05 , <0.01
Tharaka-Nithi,1.08 ,0.22 , <0.01
Trans-Nzoia,1.55 ,0.36 , <0.01
Turkana,1.45 ,0.43 , <0.01
Uasin Gishu,1.82 ,0.38 , <0.01
Vihiga,1.38 ,0.37 , <0.01
Wajir,0.02 ,<0.01 , <0.01
West Pokot,0.39 ,0.08 , <0.01
National,1.84 ,1.17,2.86
