States,2019,2019_lower, 2019_upper
Balaka,21 000 ,19 000 , 23 000
Blantyre,32 000 ,29 000 , 35 000
Blantyre City,76 000 ,72 000 , 80 000
Chikwawa,28 000 ,25 000 , 30 000
Chiradzulu,23 000 ,21 000 , 25 000
Chitipa,4100 ,3400 , 5000
Dedza,21 000 ,19 000 , 23 000
Dowa,15 000 ,13 000 , 17 000
Karonga,13 000 ,12 000 , 14 000
Kasungu,19 000 ,17 000 , 22 000
Likoma,<1000 ,<1000 , <1000
Lilongwe,36 000 ,32 000 , 41 000
Lilongwe City,64 000 ,60 000 , 68 000
Machinga,30 000 ,27 000 , 34 000
Mangochi,63 000 ,58 000 , 68 000
Mchinji,18 000 ,16 000 , 20 000
Mulanje,52 000 ,49 000 , 55 000
Mwanza,5100 ,4300 , 5900
Mzimba North,8800 ,7600 , 10 000
Mzimba South,16 000 ,14 000 , 18 000
Mzuzu City,15 000 ,14 000 , 18 000
Neno,6100 ,5400 , 6900
Nkhatabay,9900 ,8800 , 11 000
Nkhotakota,13 000 ,11 000 , 15 000
Nsanje,17 000 ,15 000 , 19 000
Ntcheu,27 000 ,24 000 , 29 000
Ntchisi,5000 ,4300 , 5900
Phalombe,27 000 ,25 000 , 29 000
Rumphi,6900 ,6000 , 7900
Salima,14 000 ,13 000 , 16 000
Thyolo,51 000 ,48 000 , 55 000
Zomba,46 000 ,43 000 , 50 000
Zomba City,11 000 ,9200 , 12 000
National,790 000 ,690 000,860 000
