States,2019,2019_lower, 2019_upper
Arusha CC,1.08 ,0.50 , <0.01
Arusha DC,0.35 ,0.07 , <0.01
Babati DC,0.55 ,0.09 , <0.01
Babati TC,1.36 ,0.23 , <0.01
Bagamoyo DC,11.96 ,7.13 , 0.02
Bahi DC,0.36 ,0.03 , <0.01
Bariadi DC,0.27 ,0.03 , <0.01
Bariadi TC,0.49 ,0.02 , <0.01
Biharamulo DC,0.34 ,0.01 , <0.01
Buchosa DC,0.73 ,0.08 , <0.01
Buhigwe DC,1.32 ,0.23 , <0.01
Bukoba DC,0.62 ,0.08 , <0.01
Bukoba MC,2.39 ,0.18 , 0.01
Bukombe DC,0.89 ,0.06 , <0.01
Bumbuli DC,0.87 ,0.10 , <0.01
Bunda DC,1.12 ,0.18 , <0.01
Bunda TC,0.59 ,0.15 , <0.01
Busega DC,1.40 ,0.66 , <0.01
Busokelo DC,0.32 ,0.10 , <0.01
Butiama DC,1.23 ,0.42 , <0.01
Chake Chake,12.16 ,8.52 , 0.02
Chalinze DC,0.53 ,0.06 , <0.01
Chamwino DC,0.68 ,0.08 , <0.01
Chato DC,0.03 ,0.01 , <0.01
Chemba DC,1.12 ,0.63 , <0.01
Chunya DC,0.39 ,0.03 , <0.01
Dodoma MC,1.05 ,0.15 , <0.01
Gairo DC,0.38 ,0.09 , <0.01
Geita DC,0.30 ,0.06 , <0.01
Geita TC,1.08 ,0.20 , <0.01
Hai DC,0.97 ,0.27 , <0.01
Hanang DC,1.29 ,0.65 , <0.01
Handeni DC,1.22 ,0.38 , <0.01
Handeni TC,3.66 ,0.68 , 0.01
Ifakara TC,0.65 ,0.03 , <0.01
Igunga DC,0.15 ,0.03 , <0.01
Ikungi DC,2.00 ,0.72 , <0.01
Ilala MC,0.86 ,0.08 , <0.01
Ileje DC,1.06 ,0.08 , <0.01
Ilemela MC,0.30 ,0.03 , <0.01
Iramba DC,0.89 ,0.26 , <0.01
Iringa DC,2.96 ,0.53 , <0.01
Iringa MC,0.57 ,0.24 , <0.01
Itigi DC,14.33 ,5.95 , 0.03
Itilima DC,1.19 ,0.77 , <0.01
Kahama TC,0.45 ,0.13 , <0.01
Kakonko DC,0.15 ,0.02 , <0.01
Kalambo DC,0.37 ,0.02 , <0.01
Kaliua DC,0.53 ,0.11 , <0.01
Karagwe DC,0.38 ,0.04 , <0.01
Karatu DC,0.42 ,0.03 , <0.01
Kaskazini A,0.62 ,0.09 , <0.01
Kaskazini B,0.07 ,0.03 , <0.01
Kasulu DC,0.04 ,<0.01 , <0.01
Kasulu TC,0.83 ,0.13 , <0.01
Kati,0.35 ,0.04 , <0.01
Kibaha DC,1.88 ,0.99 , <0.01
Kibaha TC,0.78 ,0.39 , <0.01
Kibiti DC,0.34 ,0.15 , <0.01
Kibondo DC,0.31 ,0.03 , <0.01
Kigamboni MC,0.28 ,0.15 , <0.01
Kigoma DC,0.19 ,<0.01 , <0.01
Kigoma Ujiji MC,0.56 ,0.28 , <0.01
Kilindi DC,1.52 ,0.40 , <0.01
Kilolo DC,0.14 ,0.07 , <0.01
Kilombero DC,4.52 ,1.84 , <0.01
Kilosa DC,0.21 ,0.13 , <0.01
Kilwa DC,1.25 ,0.38 , <0.01
Kinondoni MC,0.63 ,0.37 , <0.01
Kisarawe DC,7.60 ,4.24 , 0.01
Kishapu DC,0.71 ,0.17 , <0.01
Kiteto DC,0.33 ,0.02 , <0.01
Kondoa DC,1.02 ,0.17 , <0.01
Kondoa TC,10.06 ,5.18 , 0.02
Kongwa DC,1.18 ,0.41 , <0.01
Korogwe DC,0.60 ,0.37 , <0.01
Korogwe TC,5.07 ,0.84 , 0.02
Kusini,0.19 ,0.06 , <0.01
Kwimba DC,18.28 ,8.08 , 0.04
Kyela DC,1.50 ,0.61 , <0.01
Kyerwa DC,2.21 ,0.72 , <0.01
Lindi DC,1.31 ,0.43 , <0.01
Lindi MC,1.14 ,0.32 , <0.01
Liwale DC,3.61 ,1.01 , <0.01
Longido DC,2.10 ,1.08 , <0.01
Ludewa DC,2.78 ,0.38 , 0.01
Lushoto DC,0.95 ,0.05 , <0.01
Madaba DC,1.31 ,0.23 , <0.01
Mafia DC,0.16 ,0.04 , <0.01
Mafinga TC,1.47 ,0.15 , <0.01
Magharibi A,0.05 ,0.02 , <0.01
Magharibi B,0.63 ,0.32 , <0.01
Magu DC,1.01 ,0.13 , <0.01
Makambako TC,15.69 ,11.08 , 0.02
Makete DC,0.35 ,0.04 , <0.01
Malinyi DC,3.84 ,2.41 , <0.01
Manyoni DC,2.14 ,0.18 , 0.01
Masasi DC,0.24 ,0.12 , <0.01
Masasi TC,4.82 ,0.62 , 0.02
Maswa DC,1.20 ,0.21 , <0.01
Mbarali DC,1.31 ,0.07 , <0.01
Mbeya CC,2.71 ,1.11 , <0.01
Mbeya DC,0.80 ,0.20 , <0.01
Mbinga DC,1.41 ,0.46 , <0.01
Mbinga TC,1.39 ,0.21 , <0.01
Mbogwe DC,4.40 ,2.87 , <0.01
Mbozi DC,0.45 ,0.17 , <0.01
Mbulu DC,0.27 ,0.02 , <0.01
Mbulu TC,0.90 ,0.13 , <0.01
Meatu DC,0.48 ,0.06 , <0.01
Meru DC,1.24 ,0.15 , <0.01
Micheweni,2.11 ,1.13 , <0.01
Missenyi DC,0.39 ,0.06 , <0.01
Misungwi DC,0.21 ,0.02 , <0.01
Mjini,1.73 ,0.56 , <0.01
Mkalama DC,0.30 ,0.02 , <0.01
Mkinga DC,1.73 ,0.45 , <0.01
Mkoani,0.44 ,0.03 , <0.01
Mkuranga DC,0.20 ,0.02 , <0.01
Mlele DC,2.75 ,1.09 , <0.01
Momba DC,3.71 ,1.88 , <0.01
Monduli DC,0.51 ,0.11 , <0.01
Morogoro DC,1.26 ,0.13 , <0.01
Morogoro MC,0.70 ,0.04 , <0.01
Moshi DC,0.73 ,0.34 , <0.01
Moshi MC,0.37 ,0.04 , <0.01
Mpanda DC,0.14 ,0.07 , <0.01
Mpanda TC,1.14 ,0.81 , <0.01
Mpimbwe DC,0.22 ,0.02 , <0.01
Mpwapwa DC,0.95 ,0.09 , <0.01
Msalala DC,1.33 ,0.35 , <0.01
Mtwara DC,0.39 ,0.23 , <0.01
Mtwara Mikindani MC,9.72 ,4.26 , 0.02
Mufindi DC,1.84 ,0.87 , <0.01
Muheza DC,0.06 ,0.02 , <0.01
Muleba DC,0.35 ,0.07 , <0.01
Musoma DC,<0.01 ,<0.01 , <0.01
Musoma MC,1.93 ,0.77 , <0.01
Mvomero DC,1.13 ,0.17 , <0.01
Mwanga DC,0.15 ,0.06 , <0.01
Nachingwea DC,0.88 ,0.07 , <0.01
Namtumbo DC,0.03 ,<0.01 , <0.01
Nanyamba TC,4.75 ,3.01 , <0.01
Nanyumbu DC,1.27 ,0.10 , <0.01
Newala DC,0.98 ,0.08 , <0.01
Newala TC,2.22 ,0.34 , <0.01
Ngara DC,0.23 ,0.01 , <0.01
Ngorongoro DC,5.27 ,2.37 , 0.01
Njombe DC,1.76 ,0.07 , 0.01
Njombe TC,0.57 ,0.04 , <0.01
Nkasi DC,2.32 ,0.85 , <0.01
Nsimbo DC,0.06 ,<0.01 , <0.01
Nyamagana MC,0.17 ,0.02 , <0.01
Nyang'hwale DC,0.40 ,0.21 , <0.01
Nyasa DC,2.18 ,1.09 , <0.01
Nzega DC,0.62 ,0.22 , <0.01
Nzega TC,4.47 ,1.23 , 0.01
Pangani DC,0.69 ,0.22 , <0.01
Rombo DC,0.15 ,0.04 , <0.01
Rorya DC,0.61 ,0.07 , <0.01
Ruangwa DC,3.71 ,1.34 , <0.01
Rufiji DC,5.70 ,0.66 , 0.02
Rungwe DC,6.84 ,2.05 , 0.02
Same DC,0.97 ,0.31 , <0.01
Sengerema DC,0.25 ,0.03 , <0.01
Serengeti DC,0.20 ,0.02 , <0.01
Shinyanga DC,<0.01 ,<0.01 , <0.01
Shinyanga MC,1.56 ,0.49 , <0.01
Siha DC,2.65 ,0.35 , 0.01
Sikonge DC,0.64 ,0.04 , <0.01
Simanjiro DC,0.52 ,0.23 , <0.01
Singida DC,1.48 ,0.49 , <0.01
Singida MC,3.39 ,1.24 , <0.01
Songea DC,1.31 ,0.82 , <0.01
Songea MC,3.68 ,2.00 , <0.01
Songwe DC,1.20 ,0.09 , <0.01
Sumbawanga DC,0.76 ,0.37 , <0.01
Sumbawanga MC,0.95 ,0.10 , <0.01
Tabora MC,0.98 ,0.19 , <0.01
Tandahimba DC,1.04 ,0.08 , <0.01
Tanga CC,2.68 ,1.18 , <0.01
Tarime DC,0.14 ,<0.01 , <0.01
Tarime TC,0.07 ,0.02 , <0.01
Temeke MC,0.36 ,0.04 , <0.01
Tunduma TC,0.66 ,0.05 , <0.01
Tunduru DC,1.01 ,0.26 , <0.01
Ubungo MC,0.25 ,0.09 , <0.01
Ukerewe DC,0.52 ,0.06 , <0.01
Ulanga DC,1.56 ,0.32 , <0.01
Urambo DC,0.38 ,0.02 , <0.01
Ushetu DC,2.29 ,0.87 , <0.01
Uvinza DC,0.34 ,0.02 , <0.01
Uyui DC,0.22 ,0.02 , <0.01
Wanging'ombe DC,3.59 ,1.66 , <0.01
Wete,0.79 ,0.32 , <0.01
National,1.67 ,1.46,1.91
