States,2019,2019_lower, 2019_upper
Balaka,3.44 ,3.05 , <0.01
Blantyre,4.72 ,4.20 , <0.01
Blantyre City,5.88 ,5.50 , <0.01
Chikwawa,3.67 ,3.26 , <0.01
Chiradzulu,3.59 ,3.14 , <0.01
Chitipa,1.08 ,0.84 , <0.01
Dedza,1.84 ,1.57 , <0.01
Dowa,1.44 ,1.24 , <0.01
Karonga,2.24 ,1.90 , <0.01
Kasungu,1.79 ,1.53 , <0.01
Likoma,2.55 ,1.95 , <0.01
Lilongwe,1.77 ,1.54 , <0.01
Lilongwe City,2.98 ,2.65 , <0.01
Machinga,3.18 ,2.81 , <0.01
Mangochi,4.62 ,4.22 , <0.01
Mchinji,2.13 ,1.85 , <0.01
Mulanje,4.32 ,3.95 , <0.01
Mwanza,2.47 ,2.02 , <0.01
Mzimba North,2.25 ,1.90 , <0.01
Mzimba South,1.54 ,1.22 , <0.01
Mzuzu City,4.32 ,3.78 , <0.01
Neno,2.49 ,2.06 , <0.01
Nkhatabay,2.24 ,1.75 , <0.01
Nkhotakota,2.72 ,2.41 , <0.01
Nsanje,3.47 ,2.99 , <0.01
Ntcheu,2.74 ,2.38 , <0.01
Ntchisi,1.21 ,0.99 , <0.01
Phalombe,3.54 ,2.97 , <0.01
Rumphi,2.21 ,1.86 , <0.01
Salima,1.94 ,1.64 , <0.01
Thyolo,4.59 ,4.21 , <0.01
Zomba,4.42 ,4.03 , <0.01
Zomba City,5.99 ,5.07 , <0.01
National,3.20 ,2.72,3.72
