States,2010,2010_lower, 2010_upper, 2011,2011_lower, 2011_upper, 2012,2012_lower, 2012_upper, 2013,2013_lower, 2013_upper, 2014,2014_lower, 2014_upper, 2015,2015_lower, 2015_upper, 2016,2016_lower, 2016_upper, 2017,2017_lower, 2017_upper, 2018,2018_lower, 2018_upper, 2019,2019_lower, 2019_upper
Central,5800 ,4300 , 7500,5500 ,4100 , 7200,5200 ,3800 , 6600,4900 ,3700 , 6300,4600 ,3300 , 5800,4400 ,3200 , 5500,4200 ,3100 , 5400,4100 ,3000 , 5200,4000 ,2900 , 5200,3800 ,2800 , 5000
Coast,5700 ,4600 , 6900,5600 ,4500 , 6700,5400 ,4300 , 6400,5300 ,4200 , 6300,5100 ,4000 , 6100,5000 ,3900 , 6100,4900 ,3800 , 5900,4700 ,3600 , 5700,4500 ,3400 , 5500,4300 ,3300 , 5400
Eastern,7100 ,5600 , 9000,6700 ,5100 , 8100,6300 ,4800 , 7700,6000 ,4600 , 7300,5600 ,4200 , 6900,4600 ,3600 , 5700,4600 ,3500 , 5600,4400 ,3400 , 5500,4300 ,3300 , 5300,4200 ,3300 , 5200
Nairobi,10 000 ,7900 , 12 000,10 000 ,7900 , 12 000,10 000 ,8000 , 12 000,10 000 ,8100 , 12 000,10 000 ,7800 , 12 000,9800 ,7600 , 11 000,9500 ,7300 , 11 000,9200 ,7100 , 11 000,8900 ,6700 , 11 000,8600 ,6500 , 10 000
North Eastern,<1000 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000
Nyanza,35 000 ,29 000 , 41 000,34 000 ,27 000 , 38 000,33 000 ,26 000 , 38 000,32 000 ,26 000 , 36 000,30 000 ,25 000 , 35 000,26 000 ,21 000 , 30 000,26 000 ,21 000 , 30 000,26 000 ,21 000 , 29 000,25 000 ,20 000 , 29 000,24 000 ,19 000 , 29 000
Rift Valley,13 000 ,9800 , 16 000,12 000 ,9900 , 15 000,12 000 ,9800 , 15 000,12 000 ,9700 , 15 000,12 000 ,9500 , 14 000,12 000 ,9000 , 14 000,12 000 ,9100 , 14 000,11 000 ,8900 , 14 000,11 000 ,8800 , 13 000,11 000 ,8300 , 13 000
Western,8000 ,6500 , 9600,7800 ,6200 , 9300,7700 ,6100 , 9100,7500 ,5900 , 8800,7200 ,5800 , 8600,7100 ,5700 , 8400,7000 ,5700 , 8300,6900 ,5500 , 8200,6800 ,5300 , 8200,6500 ,5100 , 8000
National,85 000 ,65 000,100 000,82 000 ,63 000,99 000,80 000 ,62 000,97 000,78 000 ,60 000,95 000,76 000 ,58 000,91 000,69 000 ,54 000,84 000,68 000 ,53 000,82 000,67 000 ,52 000,81 000,65 000 ,50 000,79 000,63 000 ,49 000,76 000
