States,2019,2019_lower, 2019_upper
Baringo,0.60 ,0.10 , <0.01
Bomet,0.92 ,0.14 , <0.01
Bungoma,0.26 ,0.11 , <0.01
Busia,1.87 ,0.50 , <0.01
Elgeyo-Marakwet,0.58 ,0.13 , <0.01
Embu,0.68 ,0.13 , <0.01
Garissa,0.02 ,<0.01 , <0.01
Homa Bay,5.42 ,1.42 , 0.02
Isiolo,0.71 ,0.13 , <0.01
Kajiado,1.52 ,0.31 , <0.01
Kakamega,1.36 ,0.32 , <0.01
Kericho,1.29 ,0.22 , <0.01
Kiambu,0.83 ,0.06 , <0.01
Kilifi,0.69 ,0.14 , <0.01
Kirinyaga,0.35 ,0.07 , <0.01
Kisii,2.27 ,0.62 , <0.01
Kisumu,7.73 ,2.11 , 0.02
Kitui,0.99 ,0.22 , <0.01
Kwale,0.63 ,0.11 , <0.01
Laikipia,0.85 ,0.13 , <0.01
Lamu,0.76 ,0.14 , <0.01
Machakos,1.20 ,0.23 , <0.01
Makueni,0.85 ,0.19 , <0.01
Mandera,0.01 ,<0.01 , <0.01
Marsabit,0.62 ,0.08 , <0.01
Meru,0.86 ,0.21 , <0.01
Migori,4.00 ,1.18 , 0.01
Mombasa,1.92 ,0.32 , <0.01
Murang'a,0.23 ,0.06 , <0.01
Nairobi (County),1.35 ,0.33 , <0.01
Nakuru,1.22 ,0.23 , <0.01
Nandi,0.94 ,0.20 , <0.01
Narok,1.27 ,0.22 , <0.01
Nyamira,1.15 ,0.29 , <0.01
Nyandarua,0.30 ,0.05 , <0.01
Nyeri,0.49 ,0.10 , <0.01
Samburu,0.52 ,0.06 , <0.01
Siaya,8.13 ,2.27 , 0.02
Taita-Taveta,0.76 ,0.15 , <0.01
Tana River,0.22 ,0.04 , <0.01
Tharaka-Nithi,0.83 ,0.17 , <0.01
Trans-Nzoia,1.26 ,0.27 , <0.01
Turkana,1.17 ,0.34 , <0.01
Uasin Gishu,1.51 ,0.30 , <0.01
Vihiga,1.18 ,0.30 , <0.01
Wajir,0.02 ,<0.01 , <0.01
West Pokot,0.32 ,0.07 , <0.01
National,1.47 ,0.94,2.28
