States,2010,2010_lower, 2010_upper, 2011,2011_lower, 2011_upper, 2012,2012_lower, 2012_upper, 2013,2013_lower, 2013_upper, 2014,2014_lower, 2014_upper, 2015,2015_lower, 2015_upper, 2016,2016_lower, 2016_upper, 2017,2017_lower, 2017_upper, 2018,2018_lower, 2018_upper, 2019,2019_lower, 2019_upper
Central,18 ,13 , 22,25 ,19 , 31,31 ,23 , 38,36 ,27 , 44,37 ,27 , 46,41 ,30 , 52,54 ,40 , 70,50 ,37 , 65,50 ,37 , 67,54 ,39 , 72
Coast,16 ,13 , 18,23 ,18 , 27,27 ,22 , 32,31 ,25 , 37,47 ,38 , 57,54 ,44 , 66,50 ,40 , 61,68 ,54 , 83,62 ,48 , 77,69 ,52 , 87
Eastern,20 ,16 , 24,29 ,23 , 35,35 ,28 , 43,40 ,32 , 49,52 ,41 , 63,58 ,45 , 70,63 ,50 , 78,75 ,60 , 93,72 ,57 , 90,71 ,55 , 89
Nairobi,25 ,20 , 30,35 ,28 , 43,40 ,32 , 49,45 ,35 , 54,43 ,34 , 53,40 ,30 , 49,53 ,40 , 65,53 ,39 , 67,45 ,32 , 58,40 ,28 , 52
North Eastern,3 ,2 , 4,5 ,3 , 6,6 ,4 , 8,7 ,4 , 10,6 ,4 , 8,5 ,3 , 7,12 ,7 , 18,11 ,7 , 17,11 ,7 , 17,14 ,8 , 21
Nyanza,18 ,16 , 21,26 ,22 , 30,32 ,27 , 37,37 ,31 , 43,44 ,37 , 51,49 ,41 , 58,62 ,52 , 74,75 ,62 , 89,71 ,57 , 86,73 ,58 , 90
Rift Valley,14 ,12 , 17,21 ,17 , 25,25 ,20 , 30,29 ,23 , 35,36 ,29 , 43,47 ,37 , 56,51 ,41 , 62,59 ,46 , 71,53 ,41 , 64,51 ,39 , 62
Western,18 ,14 , 21,26 ,20 , 31,31 ,25 , 38,36 ,28 , 43,35 ,28 , 43,57 ,44 , 70,63 ,48 , 78,82 ,62 , 100,72 ,54 , 91,77 ,57 , 98
National,18 ,14,22,26 ,20,32,31 ,24,39,36 ,27,45,42 ,32,52,49 ,37,61,57 ,44,72,67 ,52,85,62 ,48,78,63 ,48,79
