States,2019,2019_lower, 2019_upper
Baringo,1900 ,1200 , 2800
Bomet,4200 ,2800 , 5900
Bungoma,16 000 ,14 000 , 18 000
Busia,7900 ,6400 , 9500
Elgeyo-Marakwet,1600 ,1000 , 2300
Embu,2500 ,1700 , 3500
Garissa,<500 ,<500 , <1000
Homa Bay,34 000 ,30 000 , 39 000
Isiolo,<1000 ,<500 , 1100
Kajiado,7400 ,5000 , 11 000
Kakamega,7400 ,5100 , 10 000
Kericho,6300 ,4300 , 8800
Kiambu,14 000 ,8300 , 23 000
Kilifi,6100 ,5000 , 7400
Kirinyaga,3600 ,2500 , 5100
Kisii,9900 ,7300 , 13 000
Kisumu,37 000 ,32 000 , 42 000
Kitui,5100 ,3900 , 6600
Kwale,3400 ,2600 , 4300
Laikipia,2400 ,1500 , 3600
Lamu,<1000 ,<500 , 1000
Machakos,7900 ,6000 , 10 000
Makueni,4300 ,3000 , 6100
Mandera,<500 ,<200 , <1000
Marsabit,<1000 ,<500 , 1100
Meru,7900 ,5700 , 11 000
Migori,21 000 ,18 000 , 24 000
Mombasa,20 000 ,15 000 , 26 000
Murang'a,4500 ,3300 , 6000
Nairobi (County),40 000 ,35 000 , 45 000
Nakuru,14 000 ,9300 , 20 000
Nandi,4900 ,3400 , 6700
Narok,6200 ,4000 , 9100
Nyamira,3600 ,2700 , 4800
Nyandarua,2500 ,1700 , 3600
Nyeri,5900 ,4300 , 7900
Samburu,<1000 ,<500 , <1000
Siaya,29 000 ,24 000 , 33 000
Taita-Taveta,2400 ,1700 , 3300
Tana River,<500 ,<500 , <1000
Tharaka-Nithi,1800 ,1300 , 2500
Trans-Nzoia,6400 ,4500 , 8600
Turkana,6500 ,4400 , 9100
Uasin Gishu,13 000 ,9300 , 16 000
Vihiga,3600 ,2600 , 4800
Wajir,<500 ,<200 , <1000
West Pokot,1300 ,<1000 , 2000
National,380 000 ,320 000,440 000
