States,2019,2019_lower, 2019_upper
Baringo,3700 ,2500 , 5100
Bomet,7000 ,5100 , 9300
Bungoma,5800 ,5400 , 6400
Busia,20 000 ,18 000 , 24 000
Elgeyo-Marakwet,3000 ,2200 , 3900
Embu,5300 ,4000 , 7000
Garissa,1000 ,<1000 , 1700
Homa Bay,60 000 ,55 000 , 66 000
Isiolo,1600 ,1100 , 2100
Kajiado,15 000 ,11 000 , 19 000
Kakamega,24 000 ,18 000 , 30 000
Kericho,9100 ,6300 , 12 000
Kiambu,24 000 ,16 000 , 35 000
Kilifi,17 000 ,15 000 , 21 000
Kirinyaga,6600 ,4900 , 8600
Kisii,20 000 ,16 000 , 25 000
Kisumu,64 000 ,56 000 , 71 000
Kitui,15 000 ,13 000 , 18 000
Kwale,8800 ,7200 , 11 000
Laikipia,4400 ,2900 , 6400
Lamu,<1000 ,<1000 , 1500
Machakos,17 000 ,14 000 , 21 000
Makueni,11 000 ,8000 , 15 000
Mandera,<1000 ,<500 , <1000
Marsabit,1300 ,<1000 , 2000
Meru,15 000 ,12 000 , 19 000
Migori,40 000 ,35 000 , 44 000
Mombasa,29 000 ,25 000 , 34 000
Murang'a,8700 ,7200 , 11 000
Nairobi (County),92 000 ,85 000 , 100 000
Nakuru,30 000 ,22 000 , 41 000
Nandi,8800 ,6600 , 12 000
Narok,9300 ,6800 , 12 000
Nyamira,7900 ,6200 , 9900
Nyandarua,5100 ,3600 , 6800
Nyeri,10 000 ,8100 , 13 000
Samburu,<1000 ,<1000 , 1400
Siaya,45 000 ,39 000 , 52 000
Taita-Taveta,3700 ,3000 , 4600
Tana River,<1000 ,<1000 , 1100
Tharaka-Nithi,3800 ,2800 , 5200
Trans-Nzoia,14 000 ,11 000 , 18 000
Turkana,8400 ,6200 , 11 000
Uasin Gishu,23 000 ,17 000 , 31 000
Vihiga,9100 ,7300 , 11 000
Wajir,<1000 ,<500 , <1000
West Pokot,1800 ,1300 , 2500
National,720 000 ,620 000,830 000
