States,2019,2019_lower, 2019_upper
Baringo,1600 ,1100 , 2300
Bomet,3000 ,2200 , 4000
Bungoma,7300 ,6300 , 8400
Busia,9000 ,7800 , 10 000
Elgeyo-Marakwet,1400 ,1100 , 1900
Embu,2600 ,1900 , 3300
Garissa,<500 ,<200 , <1000
Homa Bay,29 000 ,26 000 , 32 000
Isiolo,<1000 ,<500 , <1000
Kajiado,4200 ,3100 , 5500
Kakamega,10 000 ,7700 , 13 000
Kericho,4100 ,3000 , 5600
Kiambu,11 000 ,7200 , 15 000
Kilifi,7100 ,5900 , 8500
Kirinyaga,3600 ,2700 , 4800
Kisii,8500 ,6700 , 11 000
Kisumu,27 000 ,24 000 , 30 000
Kitui,7200 ,5900 , 8700
Kwale,3700 ,2900 , 4500
Laikipia,2000 ,1300 , 2800
Lamu,<1000 ,<500 , <1000
Machakos,8600 ,6900 , 10 000
Makueni,5700 ,4300 , 7600
Mandera,<500 ,<200 , <500
Marsabit,<1000 ,<500 , <1000
Meru,7100 ,5500 , 9000
Migori,15 000 ,13 000 , 17 000
Mombasa,8300 ,6900 , 10 000
Murang'a,6300 ,5100 , 7800
Nairobi (County),22 000 ,20 000 , 26 000
Nakuru,10 000 ,7300 , 14 000
Nandi,3800 ,2800 , 5100
Narok,3500 ,2600 , 4700
Nyamira,3300 ,2500 , 4200
Nyandarua,2600 ,1900 , 3500
Nyeri,6600 ,5300 , 8100
Samburu,<500 ,<500 , <1000
Siaya,29 000 ,25 000 , 33 000
Taita-Taveta,2200 ,1700 , 2800
Tana River,<500 ,<500 , <1000
Tharaka-Nithi,2000 ,1500 , 2700
Trans-Nzoia,5500 ,4300 , 6900
Turkana,4000 ,3000 , 5300
Uasin Gishu,7900 ,5800 , 10 000
Vihiga,5800 ,4500 , 7300
Wajir,<500 ,<200 , <500
West Pokot,<1000 ,<1000 , 1200
National,300 000 ,180 000,540 000
