States,2019,2019_lower, 2019_upper
Arusha CC,0.88 ,0.41 , <0.01
Arusha DC,0.32 ,0.06 , <0.01
Babati DC,0.58 ,0.09 , <0.01
Babati TC,1.31 ,0.23 , <0.01
Bagamoyo DC,10.66 ,5.88 , 0.02
Bahi DC,0.38 ,0.03 , <0.01
Bariadi DC,0.33 ,0.04 , <0.01
Bariadi TC,0.56 ,0.02 , <0.01
Biharamulo DC,0.38 ,0.01 , <0.01
Buchosa DC,0.86 ,0.11 , <0.01
Buhigwe DC,1.34 ,0.22 , <0.01
Bukoba DC,0.67 ,0.09 , <0.01
Bukoba MC,2.03 ,0.15 , 0.01
Bukombe DC,0.96 ,0.06 , <0.01
Bumbuli DC,0.88 ,0.09 , <0.01
Bunda DC,1.29 ,0.20 , <0.01
Bunda TC,0.61 ,0.15 , <0.01
Busega DC,1.50 ,0.73 , <0.01
Busokelo DC,0.34 ,0.11 , <0.01
Butiama DC,1.29 ,0.45 , <0.01
Chake Chake,14.21 ,9.01 , 0.02
Chalinze DC,0.51 ,0.06 , <0.01
Chamwino DC,0.73 ,0.09 , <0.01
Chato DC,0.05 ,0.02 , <0.01
Chemba DC,1.20 ,0.63 , <0.01
Chunya DC,0.42 ,0.04 , <0.01
Dodoma MC,0.94 ,0.14 , <0.01
Gairo DC,0.40 ,0.09 , <0.01
Geita DC,0.35 ,0.07 , <0.01
Geita TC,0.98 ,0.20 , <0.01
Hai DC,0.85 ,0.24 , <0.01
Hanang DC,1.34 ,0.73 , <0.01
Handeni DC,1.21 ,0.39 , <0.01
Handeni TC,3.37 ,0.59 , 0.01
Ifakara TC,0.57 ,0.03 , <0.01
Igunga DC,0.17 ,0.03 , <0.01
Ikungi DC,2.21 ,0.75 , <0.01
Ilala MC,0.80 ,0.07 , <0.01
Ileje DC,1.02 ,0.08 , <0.01
Ilemela MC,0.29 ,0.03 , <0.01
Iramba DC,0.90 ,0.26 , <0.01
Iringa DC,2.94 ,0.48 , <0.01
Iringa MC,0.45 ,0.20 , <0.01
Itigi DC,14.52 ,5.33 , 0.03
Itilima DC,1.31 ,0.91 , <0.01
Kahama TC,0.43 ,0.13 , <0.01
Kakonko DC,0.17 ,0.02 , <0.01
Kalambo DC,0.39 ,0.02 , <0.01
Kaliua DC,0.59 ,0.12 , <0.01
Karagwe DC,0.41 ,0.04 , <0.01
Karatu DC,0.40 ,0.03 , <0.01
Kaskazini A,0.49 ,0.07 , <0.01
Kaskazini B,0.06 ,0.02 , <0.01
Kasulu DC,0.05 ,<0.01 , <0.01
Kasulu TC,0.84 ,0.13 , <0.01
Kati,0.33 ,0.04 , <0.01
Kibaha DC,1.60 ,0.91 , <0.01
Kibaha TC,0.62 ,0.31 , <0.01
Kibiti DC,0.36 ,0.16 , <0.01
Kibondo DC,0.34 ,0.03 , <0.01
Kigamboni MC,0.29 ,0.16 , <0.01
Kigoma DC,0.20 ,<0.01 , <0.01
Kigoma Ujiji MC,0.53 ,0.28 , <0.01
