States,2019,2019_lower, 2019_upper
Balaka,2.4 ,2.1 , 2.7
Blantyre,3.3 ,2.9 , 3.8
Blantyre City,3.2 ,3.0 , 3.5
Chikwawa,2.5 ,2.2 , 2.8
Chiradzulu,3.0 ,2.6 , 3.4
Chitipa,0.8 ,0.7 , 1.0
Dedza,1.2 ,1.0 , 1.3
Dowa,0.9 ,0.7 , 1.0
Karonga,1.7 ,1.6 , 1.9
Kasungu,1.0 ,0.9 , 1.2
Likoma,2.0 ,1.7 , 2.4
Lilongwe,1.0 ,0.9 , 1.1
Lilongwe City,1.9 ,1.8 , 2.1
Machinga,2.0 ,1.8 , 2.3
Mangochi,2.7 ,2.5 , 3.0
Mchinji,1.5 ,1.3 , 1.6
Mulanje,3.6 ,3.3 , 3.8
Mwanza,1.7 ,1.4 , 2.0
Mzimba North,1.5 ,1.3 , 1.8
Mzimba South,1.4 ,1.2 , 1.6
Mzuzu City,2.4 ,2.1 , 2.9
Neno,2.2 ,2.0 , 2.6
Nkhatabay,1.9 ,1.6 , 2.2
Nkhotakota,1.6 ,1.4 , 1.8
Nsanje,3.2 ,2.8 , 3.6
Ntcheu,2.0 ,1.8 , 2.2
Ntchisi,0.7 ,0.6 , 0.9
Phalombe,3.7 ,3.3 , 4.1
Rumphi,1.4 ,1.2 , 1.7
Salima,1.3 ,1.1 , 1.5
Thyolo,4.0 ,3.7 , 4.4
Zomba,3.1 ,2.8 , 3.4
Zomba City,3.8 ,3.2 , 4.6
National,2.1 ,1.2,2.8
