States,2019,2019_lower, 2019_upper
Baringo,0.46 ,0.06 , <0.01
Bomet,0.71 ,0.11 , <0.01
Bungoma,0.21 ,0.07 , <0.01
Busia,1.49 ,0.34 , <0.01
Elgeyo-Marakwet,0.45 ,0.09 , <0.01
Embu,0.47 ,0.08 , <0.01
Garissa,0.01 ,<0.01 , <0.01
Homa Bay,4.09 ,0.93 , 0.01
Isiolo,0.49 ,0.08 , <0.01
Kajiado,1.23 ,0.23 , <0.01
Kakamega,1.12 ,0.23 , <0.01
Kericho,0.99 ,0.16 , <0.01
Kiambu,0.63 ,0.04 , <0.01
Kilifi,0.51 ,0.09 , <0.01
Kirinyaga,0.27 ,0.05 , <0.01
Kisii,1.77 ,0.39 , <0.01
Kisumu,6.03 ,1.47 , 0.02
Kitui,0.62 ,0.13 , <0.01
Kwale,0.47 ,0.08 , <0.01
Laikipia,0.68 ,0.10 , <0.01
Lamu,0.60 ,0.10 , <0.01
Machakos,0.82 ,0.14 , <0.01
Makueni,0.56 ,0.11 , <0.01
Mandera,<0.01 ,<0.01 , <0.01
Marsabit,0.42 ,0.05 , <0.01
Meru,0.60 ,0.12 , <0.01
Migori,3.04 ,0.81 , <0.01
Mombasa,1.54 ,0.25 , <0.01
Murang'a,0.17 ,0.04 , <0.01
Nairobi (County),0.84 ,0.18 , <0.01
Nakuru,0.97 ,0.18 , <0.01
Nandi,0.74 ,0.14 , <0.01
Narok,1.00 ,0.15 , <0.01
Nyamira,0.90 ,0.20 , <0.01
Nyandarua,0.22 ,0.04 , <0.01
Nyeri,0.37 ,0.07 , <0.01
Samburu,0.40 ,0.05 , <0.01
Siaya,6.22 ,1.52 , 0.02
Taita-Taveta,0.61 ,0.10 , <0.01
Tana River,0.16 ,0.02 , <0.01
Tharaka-Nithi,0.57 ,0.10 , <0.01
Trans-Nzoia,0.99 ,0.19 , <0.01
Turkana,0.91 ,0.23 , <0.01
Uasin Gishu,1.21 ,0.22 , <0.01
Vihiga,0.95 ,0.20 , <0.01
Wajir,0.01 ,<0.01 , <0.01
West Pokot,0.25 ,0.04 , <0.01
National,1.11 ,0.70,1.74
