States,2019,2019_lower, 2019_upper
Arusha CC,1400 ,<1000 , 2200
Arusha DC,<1000 ,<500 , 2000
Babati DC,<1000 ,<500 , 2000
Babati TC,<1000 ,<500 , 1100
Bagamoyo DC,2300 ,2000 , 2600
Bahi DC,<1000 ,<500 , 1500
Bariadi DC,<500 ,<200 , <1000
Bariadi TC,<500 ,<500 , <1000
Biharamulo DC,<1000 ,<500 , 1800
Buchosa DC,3800 ,2700 , 5200
Buhigwe DC,1000 ,<500 , 2200
Bukoba DC,1300 ,<1000 , 2700
Bukoba MC,1200 ,<1000 , 2200
Bukombe DC,<1000 ,<500 , 1300
Bumbuli DC,<1000 ,<1000 , 1700
Bunda DC,1000 ,<500 , 2000
Bunda TC,<1000 ,<500 , 1000
Busega DC,1900 ,1200 , 3100
Busokelo DC,<1000 ,<500 , 1200
Butiama DC,1600 ,1300 , 2200
Chake Chake,2700 ,2400 , 3100
Chalinze DC,1500 ,1100 , 2000
Chamwino DC,<1000 ,<500 , 1600
Chato DC,7000 ,6500 , 7500
Chemba DC,<1000 ,<1000 , 1400
Chunya DC,<500 ,<500 , <1000
Dodoma MC,1700 ,<1000 , 3400
Gairo DC,1000 ,<500 , 1800
Geita DC,1800 ,1100 , 2700
Geita TC,1500 ,<1000 , 2700
Hai DC,1400 ,<1000 , 2000
Hanang DC,2000 ,1600 , 2500
Handeni DC,1600 ,<1000 , 2600
Handeni TC,1100 ,<1000 , 2000
Ifakara TC,<1000 ,<500 , 1100
Igunga DC,<1000 ,<500 , 1100
Ikungi DC,1600 ,<1000 , 2800
Ilala MC,3400 ,2000 , 6000
Ileje DC,1200 ,<1000 , 1900
Ilemela MC,<1000 ,<500 , 1400
Iramba DC,<1000 ,<500 , 1700
Iringa DC,3100 ,2100 , 4800
Iringa MC,1200 ,<1000 , 1600
Itigi DC,2600 ,1600 , 3800
Itilima DC,1600 ,1400 , 1900
Kahama TC,1700 ,1400 , 2200
Kakonko DC,<1000 ,<500 , <1000
Kalambo DC,<1000 ,<500 , <1000
Kaliua DC,<1000 ,<1000 , 1200
Karagwe DC,1600 ,<1000 , 2800
Karatu DC,1100 ,<1000 , 1700
Kaskazini A,1400 ,1200 , 1700
Kaskazini B,<1000 ,<1000 , <1000
Kasulu DC,<1000 ,<500 , 1300
Kasulu TC,<1000 ,<500 , 1200
Kati,<200 ,<100 , <500
Kibaha DC,<1000 ,<1000 , 1000
Kibaha TC,1100 ,<1000 , 1300
Kibiti DC,<1000 ,<500 , <1000
Kibondo DC,<500 ,<100 , <1000
Kigamboni MC,1700 ,1200 , 2300
Kigoma DC,<500 ,<200 , <1000
Kigoma Ujiji MC,1100 ,<1000 , 1500
Kilindi DC,1800 ,1300 , 2400
Kilolo DC,2900 ,2500 , 3400
Kilombero DC,4900 ,3800 , 6300
Kilosa DC,2200 ,1300 , 3500
Kilwa DC,<1000 ,<500 , 1100
