States,2019,2019_lower, 2019_upper
Kinondoni MC,3900 ,2900 , 5100
Kisarawe DC,2000 ,1600 , 2500
Kishapu DC,1000 ,<1000 , 1700
Kiteto DC,<1000 ,<500 , 1100
Kondoa DC,1300 ,<1000 , 2000
Kondoa TC,2300 ,2000 , 2700
Kongwa DC,2100 ,1400 , 3100
Korogwe DC,2800 ,2100 , 3500
Korogwe TC,1500 ,<1000 , 2600
Kusini,1200 ,1100 , 1200
Kwimba DC,6700 ,4600 , 9600
Kyela DC,2300 ,1600 , 3100
Kyerwa DC,2800 ,2400 , 3400
Lindi DC,1500 ,<1000 , 2300
Lindi MC,<1000 ,<500 , <1000
Liwale DC,1300 ,<1000 , 2300
Longido DC,1400 ,1100 , 1800
Ludewa DC,1300 ,<1000 , 2500
Lushoto DC,2200 ,<1000 , 5800
Madaba DC,<500 ,<500 , <1000
Mafia DC,<500 ,<500 , <1000
Mafinga TC,<1000 ,<500 , <1000
Magharibi A,<1000 ,<1000 , <1000
Magharibi B,<1000 ,<1000 , <1000
Magu DC,1700 ,<1000 , 2800
Makambako TC,2100 ,1900 , 2400
Makete DC,<1000 ,<500 , 1000
Malinyi DC,1900 ,1700 , 2100
Manyoni DC,1500 ,<1000 , 2900
Masasi DC,1700 ,1200 , 2500
Masasi TC,2000 ,1100 , 3500
Maswa DC,2400 ,1500 , 3700
Mbarali DC,2100 ,1200 , 3400
Mbeya CC,3100 ,2200 , 4200
Mbeya DC,1800 ,1000 , 2800
Mbinga DC,1200 ,<1000 , 1700
Mbinga TC,1100 ,<1000 , 1600
Mbogwe DC,2700 ,2400 , 3000
Mbozi DC,1600 ,1300 , 2000
Mbulu DC,<500 ,<200 , <1000
Mbulu TC,<1000 ,<200 , 1300
Meatu DC,<1000 ,<500 , 1700
Meru DC,5400 ,4400 , 7200
Micheweni,<1000 ,<1000 , 1100
Missenyi DC,<1000 ,<500 , 1300
Misungwi DC,<1000 ,<500 , 1500
Mjini,1500 ,1000 , 2200
Mkalama DC,<1000 ,<500 , 1500
Mkinga DC,<1000 ,<500 , 1400
Mkoani,<500 ,<200 , <500
Mkuranga DC,<1000 ,<500 , <1000
Mlele DC,<1000 ,<1000 , <1000
Momba DC,1700 ,1500 , 1900
Monduli DC,<1000 ,<500 , <1000
Morogoro DC,2400 ,<1000 , 5100
Morogoro MC,1200 ,<500 , 2700
Moshi DC,3900 ,3000 , 5100
Moshi MC,2200 ,1400 , 3600
Mpanda DC,2100 ,1900 , 2300
Mpanda TC,1100 ,1000 , 1200
Mpimbwe DC,<500 ,<500 , <500
Mpwapwa DC,1500 ,<1000 , 2700
Msalala DC,1700 ,1400 , 2100
Mtwara DC,1800 ,1400 , 2200
Mtwara Mikindani MC,1400 ,1000 , 1900
Mufindi DC,2400 ,1800 , 3200
Muheza DC,<1000 ,<500 , 1100
Muleba DC,1800 ,1000 , 2900
Musoma DC,<200 ,<100 , <500
Musoma MC,1100 ,<1000 , 1600
Mvomero DC,1300 ,<1000 , 2300
Mwanga DC,1800 ,1400 , 2200
Nachingwea DC,<1000 ,<500 , 1700
Namtumbo DC,1200 ,1000 , 1300
Nanyamba TC,3300 ,2900 , 3800
Nanyumbu DC,1100 ,<1000 , 2000
Newala DC,1600 ,1100 , 2500
Newala TC,1200 ,<500 , 2500
Ngara DC,<1000 ,<500 , 1300
Ngorongoro DC,1300 ,<1000 , 1900
Njombe DC,1000 ,<1000 , 1500
Njombe TC,<1000 ,<1000 , 1500
Nkasi DC,1000 ,<1000 , 1400
Nsimbo DC,<500 ,<500 , <1000
Nyamagana MC,2000 ,1200 , 2900
Nyang'hwale DC,1600 ,1200 , 2000
Nyasa DC,1100 ,<1000 , 1400
Nzega DC,1500 ,1100 , 2100
Nzega TC,<1000 ,<1000 , 1400
Pangani DC,1800 ,1500 , 2000
Rombo DC,2300 ,1900 , 2800
Rorya DC,1400 ,<1000 , 2500
Ruangwa DC,1600 ,<1000 , 2500
Rufiji DC,2400 ,1200 , 4500
Rungwe DC,3100 ,1900 , 4500
Same DC,1400 ,<1000 , 2500
Sengerema DC,<1000 ,<500 , 1000
Serengeti DC,<1000 ,<1000 , 1100
Shinyanga DC,<1000 ,<1000 , 1100
Shinyanga MC,1200 ,<1000 , 1600
Siha DC,2000 ,<1000 , 3400
Sikonge DC,<1000 ,<500 , <1000
Simanjiro DC,1000 ,<1000 , 1400
Singida DC,1300 ,<1000 , 1800
Singida MC,1700 ,1400 , 2300
Songea DC,1800 ,1500 , 2100
Songea MC,1900 ,1600 , 2300
Songwe DC,1100 ,<1000 , 1600
Sumbawanga DC,<1000 ,<1000 , 1200
Sumbawanga MC,<1000 ,<500 , 1100
Tabora MC,1300 ,<1000 , 1800
Tandahimba DC,1600 ,<1000 , 3000
Tanga CC,2100 ,1400 , 3100
Tarime DC,<500 ,<100 , <1000
Tarime TC,<500 ,<200 , <500
Temeke MC,3500 ,2200 , 5700
Tunduma TC,<500 ,<200 , <1000
Tunduru DC,1200 ,<1000 , 1800
Ubungo MC,3200 ,1800 , 5400
Ukerewe DC,<1000 ,<500 , 2200
Ulanga DC,1800 ,1100 , 2700
Urambo DC,1500 ,1100 , 2000
Ushetu DC,2200 ,1800 , 2700
Uvinza DC,<1000 ,<500 , 1800
Uyui DC,1000 ,<1000 , 1600
Wanging'ombe DC,3000 ,2500 , 3600
Wete,<500 ,<500 , <1000
National,340 000 ,200 000,560 000
