States,2019,2019_lower, 2019_upper
Balaka,7500 ,6600 , 8400
Blantyre,12 000 ,11 000 , 13 000
Blantyre City,30 000 ,28 000 , 33 000
Chikwawa,11 000 ,9900 , 12 000
Chiradzulu,8200 ,7300 , 9100
Chitipa,1500 ,1200 , 1900
Dedza,8100 ,7200 , 9000
Dowa,6000 ,5200 , 7000
Karonga,5300 ,4900 , 5800
Kasungu,7800 ,6800 , 8900
Likoma,<500 ,<500 , <500
Lilongwe,14 000 ,13 000 , 16 000
Lilongwe City,25 000 ,23 000 , 27 000
Machinga,10 000 ,9300 , 12 000
Mangochi,22 000 ,20 000 , 23 000
Mchinji,7500 ,6800 , 8300
Mulanje,18 000 ,17 000 , 19 000
Mwanza,1900 ,1600 , 2200
Mzimba North,3400 ,2900 , 4100
Mzimba South,7100 ,6300 , 8100
Mzuzu City,6400 ,5500 , 7400
Neno,2500 ,2200 , 2800
Nkhatabay,4200 ,3600 , 4800
Nkhotakota,5200 ,4600 , 5900
Nsanje,6500 ,5800 , 7300
Ntcheu,10 000 ,9500 , 11 000
Ntchisi,2000 ,1700 , 2400
Phalombe,12 000 ,11 000 , 13 000
Rumphi,2800 ,2400 , 3300
Salima,5300 ,4600 , 6100
Thyolo,21 000 ,19 000 , 23 000
Zomba,17 000 ,16 000 , 19 000
Zomba City,4200 ,3600 , 4900
National,310 000 ,240 000,340 000
