States,2019,2019_lower, 2019_upper
Balaka,3500 ,3000 , 4000
Blantyre,5000 ,4300 , 5700
Blantyre City,7400 ,6600 , 8200
Chikwawa,3900 ,3400 , 4600
Chiradzulu,4200 ,3600 , 4800
Chitipa,<1000 ,<1000 , <1000
Dedza,3300 ,2800 , 3800
Dowa,2100 ,1800 , 2500
Karonga,2000 ,1700 , 2200
Kasungu,2700 ,2300 , 3200
Likoma,<100 ,<100 , <200
Lilongwe,5300 ,4500 , 6300
Lilongwe City,5800 ,5200 , 6400
Machinga,4800 ,4200 , 5600
Mangochi,10 000 ,8800 , 11 000
Mchinji,2400 ,2000 , 2800
Mulanje,8800 ,7900 , 9800
Mwanza,<1000 ,<1000 , <1000
Mzimba North,1500 ,1200 , 1800
Mzimba South,2500 ,2100 , 2900
Mzuzu City,1500 ,1300 , 1800
Neno,<1000 ,<1000 , 1000
Nkhatabay,1600 ,1300 , 1900
Nkhotakota,1800 ,1500 , 2100
Nsanje,2800 ,2400 , 3200
Ntcheu,4300 ,3700 , 4900
Ntchisi,<1000 ,<1000 , <1000
Phalombe,3600 ,3200 , 4100
Rumphi,1000 ,<1000 , 1200
Salima,2100 ,1700 , 2400
Thyolo,8800 ,7800 , 10 000
Zomba,7600 ,6700 , 8800
Zomba City,1100 ,<1000 , 1300
National,110 000 ,58 000,170 000
