States,2019,2019_lower, 2019_upper
Baringo,1.7 ,1.2 , 2.4
Bomet,2.7 ,2.0 , 3.6
Bungoma,2.9 ,2.6 , 3.2
Busia,7.2 ,6.2 , 8.3
Elgeyo-Marakwet,2.0 ,1.5 , 2.7
Embu,2.5 ,1.9 , 3.3
Garissa,0.3 ,0.2 , 0.5
Homa Bay,17.9 ,16.2 , 19.7
Isiolo,1.7 ,1.2 , 2.4
Kajiado,3.4 ,2.6 , 4.4
Kakamega,3.7 ,2.8 , 4.7
Kericho,3.4 ,2.5 , 4.6
Kiambu,2.7 ,1.8 , 3.9
Kilifi,3.4 ,2.9 , 4.0
Kirinyaga,3.0 ,2.2 , 3.9
Kisii,4.8 ,3.8 , 5.9
Kisumu,16.7 ,14.9 , 18.7
Kitui,4.2 ,3.5 , 4.9
Kwale,3.0 ,2.4 , 3.6
Laikipia,2.5 ,1.6 , 3.5
Lamu,2.2 ,1.5 , 3.1
Machakos,3.5 ,2.8 , 4.2
Makueni,3.4 ,2.5 , 4.5
Mandera,0.2 ,0.1 , 0.3
Marsabit,0.9 ,0.6 , 1.4
Meru,2.9 ,2.3 , 3.6
Migori,11.4 ,10.1 , 12.7
Mombasa,6.2 ,5.3 , 7.4
Murang'a,2.6 ,2.1 , 3.1
Nairobi (County),4.9 ,4.5 , 5.4
Nakuru,3.6 ,2.6 , 4.9
Nandi,3.0 ,2.2 , 3.9
Narok,2.7 ,2.0 , 3.6
Nyamira,3.8 ,2.9 , 4.8
Nyandarua,2.4 ,1.8 , 3.2
Nyeri,4.0 ,3.2 , 4.8
Samburu,1.0 ,0.7 , 1.4
Siaya,15.9 ,13.7 , 18.2
Taita-Taveta,3.4 ,2.7 , 4.2
Tana River,0.8 ,0.6 , 1.2
Tharaka-Nithi,2.9 ,2.2 , 3.9
Trans-Nzoia,4.1 ,3.2 , 5.2
Turkana,3.1 ,2.3 , 4.1
Uasin Gishu,5.4 ,4.1 , 6.9
Vihiga,4.9 ,3.9 , 6.2
Wajir,0.2 ,<0.1 , 0.3
West Pokot,1.1 ,0.7 , 1.5
National,4.5 ,4.0,5.2
