States,2019,2019_lower, 2019_upper
Abim,0.90 ,0.64 , <0.01
Adjumani,1.02 ,0.65 , <0.01
Agago,2.05 ,1.40 , <0.01
Alebtong,2.10 ,1.57 , <0.01
Amolatar,2.28 ,1.74 , <0.01
Amudat,0.30 ,0.20 , <0.01
Amuria,1.21 ,0.89 , <0.01
Amuru,1.61 ,1.07 , <0.01
Apac,2.61 ,1.94 , <0.01
Arua,0.98 ,0.75 , <0.01
Budaka,0.86 ,0.59 , <0.01
Bududa,0.61 ,0.45 , <0.01
Bugiri,0.69 ,0.46 , <0.01
Bugweri,0.81 ,0.55 , <0.01
Buhweju,1.40 ,0.95 , <0.01
Buikwe,2.63 ,1.96 , <0.01
Bukedea,0.76 ,0.58 , <0.01
Bukomansimbi,2.10 ,1.56 , <0.01
Bukwo,0.65 ,0.43 , <0.01
Bulambuli,0.90 ,0.59 , <0.01
Buliisa,1.25 ,0.80 , <0.01
Bundibugyo,0.89 ,0.57 , <0.01
Bunyangabu,2.32 ,1.71 , <0.01
Bushenyi,2.03 ,1.44 , <0.01
Busia,1.81 ,1.34 , <0.01
Butaleja,0.64 ,0.40 , <0.01
Butambala,2.69 ,1.73 , <0.01
Butebo,0.55 ,0.34 , <0.01
Buvuma,2.25 ,1.61 , <0.01
Buyende,0.77 ,0.50 , <0.01
Dokolo,2.49 ,1.84 , <0.01
Gomba,2.08 ,1.52 , <0.01
Gulu,4.65 ,3.52 , <0.01
Hoima,2.55 ,1.96 , <0.01
Ibanda,2.15 ,1.43 , <0.01
Iganga,1.08 ,0.72 , <0.01
Isingiro,1.57 ,1.12 , <0.01
Jinja,1.81 ,1.34 , <0.01
Kaabong,0.51 ,0.34 , <0.01
Kabale,1.90 ,1.53 , <0.01
Kabarole,4.42 ,3.44 , <0.01
Kaberamaido,1.35 ,1.02 , <0.01
Kagadi,1.83 ,1.30 , <0.01
Kakumiro,1.20 ,0.75 , <0.01
Kalaki,0.96 ,0.62 , <0.01
Kalangala,5.99 ,4.61 , <0.01
Kaliro,0.87 ,0.58 , <0.01
Kalungu,3.07 ,2.20 , <0.01
Kampala,2.78 ,2.41 , <0.01
Kamuli,1.26 ,0.86 , <0.01
Kamwenge,1.31 ,0.84 , <0.01
Kanungu,2.30 ,1.80 , <0.01
Kapchorwa,0.86 ,0.56 , <0.01
Kapelebyong,1.07 ,0.71 , <0.01
Karenga,0.21 ,0.14 , <0.01
Kasese,0.89 ,0.60 , <0.01
Kassanda,2.04 ,1.53 , <0.01
Katakwi,1.95 ,1.51 , <0.01
Kayunga,2.44 ,1.73 , <0.01
Kazo,1.55 ,1.13 , <0.01
Kibaale,1.51 ,1.09 , <0.01
Kiboga,2.30 ,1.55 , <0.01
Kibuku,0.61 ,0.43 , <0.01
Kikuube,1.47 ,0.98 , <0.01
Kiruhura,2.23 ,1.57 , <0.01
Kiryandongo,1.51 ,0.97 , <0.01
Kisoro,0.75 ,0.53 , <0.01
Kitagwenda,1.83 ,1.33 , <0.01
Kitgum,1.96 ,1.36 , <0.01
Koboko,0.77 ,0.58 , <0.01
Kole,2.27 ,1.61 , <0.01
Kotido,0.40 ,0.27 , <0.01
Kumi,0.94 ,0.66 , <0.01
Kwania,2.54 ,1.82 , <0.01
Kween,0.66 ,0.42 , <0.01
Kyankwanzi,1.88 ,1.33 , <0.01
Kyegegwa,1.66 ,1.17 , <0.01
Kyenjojo,2.52 ,1.98 , <0.01
Kyotera,3.48 ,2.62 , <0.01
Lamwo,2.30 ,1.55 , <0.01
Lira,2.70 ,1.92 , <0.01
Luuka,1.04 ,0.71 , <0.01
Luwero,2.63 ,2.05 , <0.01
Lwengo,2.79 ,2.08 , <0.01
Lyantonde,3.20 ,2.15 , <0.01
Madi Okollo,0.91 ,0.61 , <0.01
Manafwa,0.95 ,0.66 , <0.01
Maracha,0.45 ,0.29 , <0.01
Masaka,3.57 ,2.74 , <0.01
Masindi,2.19 ,1.45 , <0.01
Mayuge,1.54 ,1.14 , <0.01
Mbale,1.47 ,1.14 , <0.01
Mbarara,4.97 ,3.95 , <0.01
Mitooma,1.73 ,1.30 , <0.01
Mityana,2.27 ,1.55 , <0.01
Moroto,0.70 ,0.52 , <0.01
Moyo,0.87 ,0.60 , <0.01
Mpigi,3.11 ,2.44 , <0.01
Mubende,2.26 ,1.64 , <0.01
Mukono,2.42 ,1.90 , <0.01
Nabilatuk,0.10 ,0.06 , <0.01
Nakapiripirit,0.51 ,0.38 , <0.01
Nakaseke,2.59 ,1.89 , <0.01
Nakasongola,2.02 ,1.41 , <0.01
Namayingo,2.42 ,1.78 , <0.01
Namisindwa,0.72 ,0.51 , <0.01
Namutumba,0.67 ,0.49 , <0.01
Napak,0.46 ,0.31 , <0.01
Nebbi,1.27 ,0.86 , <0.01
Ngora,0.87 ,0.57 , <0.01
Ntoroko,1.70 ,1.16 , <0.01
Ntungamo,1.81 ,1.37 , <0.01
Nwoya,1.54 ,1.12 , <0.01
Obongi,0.68 ,0.39 , <0.01
Omoro,2.36 ,1.64 , <0.01
Otuke,1.74 ,1.15 , <0.01
Oyam,2.48 ,1.83 , <0.01
Pader,2.64 ,1.76 , <0.01
Pakwach,1.52 ,1.10 , <0.01
Pallisa,0.60 ,0.44 , <0.01
Rakai,1.77 ,1.30 , <0.01
Rubanda,0.67 ,0.40 , <0.01
Rubirizi,2.65 ,1.80 , <0.01
Rukiga,1.54 ,1.03 , <0.01
Rukungiri,1.95 ,1.39 , <0.01
Rwampara,1.62 ,1.15 , <0.01
Serere,0.83 ,0.59 , <0.01
Sheema,2.57 ,1.80 , <0.01
Sironko,1.10 ,0.77 , <0.01
Soroti,1.53 ,1.20 , <0.01
Ssembabule,1.80 ,1.23 , <0.01
Tororo,1.93 ,1.52 , <0.01
Wakiso,2.71 ,2.34 , <0.01
Yumbe,0.39 ,0.27 , <0.01
Zombo,1.29 ,0.88 , <0.01
National,2.18 ,1.72,2.99
