States,2019,2019_lower, 2019_upper
Baringo,<500 ,<100 , <1000
Bomet,<500 ,<100 , 1300
Bungoma,<500 ,<100 , <500
Busia,<1000 ,<200 , 1900
Elgeyo-Marakwet,<200 ,<100 , <500
Embu,<500 ,<100 , <1000
Garissa,<100 ,<100 , <100
Homa Bay,2500 ,<1000 , 7200
Isiolo,<100 ,<100 , <500
Kajiado,1000 ,<500 , 3200
Kakamega,1200 ,<500 , 3600
Kericho,<1000 ,<200 , 1800
Kiambu,1200 ,<100 , 6300
Kilifi,<500 ,<100 , 1500
Kirinyaga,<200 ,<100 , <500
Kisii,1400 ,<500 , 3900
Kisumu,4000 ,1100 , 9700
Kitui,<500 ,<200 , 1400
Kwale,<500 ,<100 , <1000
Laikipia,<500 ,<100 , <1000
Lamu,<100 ,<100 , <200
Machakos,<1000 ,<200 , 2900
Makueni,<500 ,<100 , 1200
Mandera,<100 ,<100 , <100
Marsabit,<200 ,<100 , <1000
Meru,<1000 ,<200 , 2100
Migori,2000 ,<1000 , 5400
Mombasa,1500 ,<500 , 4600
Murang'a,<200 ,<100 , <500
Nairobi (County),3600 ,<1000 , 11 000
Nakuru,1500 ,<500 , 4700
Nandi,<500 ,<100 , 1300
Narok,<1000 ,<200 , 2300
Nyamira,<500 ,<100 , 1000
Nyandarua,<100 ,<100 , <500
Nyeri,<500 ,<100 , <1000
Samburu,<100 ,<100 , <500
Siaya,3400 ,<1000 , 8800
Taita-Taveta,<200 ,<100 , <500
Tana River,<100 ,<100 , <200
Tharaka-Nithi,<200 ,<100 , <500
Trans-Nzoia,<1000 ,<200 , 1900
Turkana,<1000 ,<200 , 1500
Uasin Gishu,<1000 ,<500 , 3000
Vihiga,<500 ,<100 , <1000
Wajir,<100 ,<100 , <100
West Pokot,<100 ,<100 , <500
National,42 000 ,27 000,65 000
