States,2019,2019_lower, 2019_upper
Baringo,0.24 ,0.04 , <0.01
Bomet,0.33 ,0.05 , <0.01
Bungoma,0.06 ,0.03 , <0.01
Busia,0.43 ,0.12 , <0.01
Elgeyo-Marakwet,0.22 ,0.05 , <0.01
Embu,0.17 ,0.03 , <0.01
Garissa,<0.01 ,<0.01 , <0.01
Homa Bay,1.36 ,0.37 , <0.01
Isiolo,0.18 ,0.03 , <0.01
Kajiado,0.59 ,0.13 , <0.01
Kakamega,0.34 ,0.08 , <0.01
Kericho,0.47 ,0.09 , <0.01
Kiambu,0.38 ,0.03 , <0.01
Kilifi,0.36 ,0.07 , <0.01
Kirinyaga,0.16 ,0.03 , <0.01
Kisii,0.60 ,0.17 , <0.01
Kisumu,1.95 ,0.55 , <0.01
Kitui,0.24 ,0.06 , <0.01
Kwale,0.33 ,0.06 , <0.01
Laikipia,0.34 ,0.06 , <0.01
Lamu,0.41 ,0.07 , <0.01
Machakos,0.30 ,0.06 , <0.01
Makueni,0.22 ,0.05 , <0.01
Mandera,<0.01 ,<0.01 , <0.01
Marsabit,0.16 ,0.02 , <0.01
Meru,0.21 ,0.05 , <0.01
Migori,1.05 ,0.31 , <0.01
Mombasa,0.99 ,0.16 , <0.01
Murang'a,0.11 ,0.03 , <0.01
Nairobi (County),0.48 ,0.12 , <0.01
Nakuru,0.48 ,0.09 , <0.01
Nandi,0.37 ,0.08 , <0.01
Narok,0.50 ,0.09 , <0.01
Nyamira,0.31 ,0.08 , <0.01
Nyandarua,0.14 ,0.03 , <0.01
Nyeri,0.23 ,0.04 , <0.01
Samburu,0.21 ,0.03 , <0.01
Siaya,2.06 ,0.59 , <0.01
Taita-Taveta,0.40 ,0.08 , <0.01
Tana River,0.11 ,0.02 , <0.01
Tharaka-Nithi,0.21 ,0.04 , <0.01
Trans-Nzoia,0.51 ,0.12 , <0.01
Turkana,0.49 ,0.15 , <0.01
Uasin Gishu,0.57 ,0.12 , <0.01
Vihiga,0.29 ,0.08 , <0.01
Wajir,<0.01 ,<0.01 , <0.01
West Pokot,0.13 ,0.03 , <0.01
National,0.47 ,0.16,0.96
