States,2019,2019_lower, 2019_upper
Muheza DC,0.5 ,0.3 , 0.8
Muleba DC,1.5 ,0.7 , 2.8
Musoma DC,0.2 ,0.1 , 0.5
Musoma MC,4.4 ,2.7 , 6.8
Mvomero DC,2.2 ,1.0 , 4.7
Mwanga DC,2.2 ,1.8 , 2.9
Nachingwea DC,1.6 ,0.4 , 4.7
Namtumbo DC,1.0 ,0.7 , 1.3
Nanyamba TC,12.9 ,10.6 , 15.2
Nanyumbu DC,2.8 ,0.8 , 7.8
Newala DC,3.3 ,1.2 , 8.7
Newala TC,4.8 ,1.5 , 11.5
Ngara DC,0.8 ,0.2 , 2.3
Ngorongoro DC,7.1 ,4.4 , 10.7
Njombe DC,5.2 ,2.9 , 11.0
Njombe TC,2.8 ,1.4 , 5.5
Nkasi DC,3.3 ,2.1 , 5.0
Nsimbo DC,1.1 ,0.6 , 1.7
Nyamagana MC,2.5 ,1.4 , 3.9
Nyang'hwale DC,5.0 ,3.5 , 6.9
Nyasa DC,4.0 ,2.8 , 5.7
Nzega DC,1.8 ,1.1 , 2.9
Nzega TC,9.6 ,4.7 , 16.5
Pangani DC,9.4 ,7.6 , 11.7
Rombo DC,2.1 ,1.6 , 2.8
Rorya DC,2.4 ,1.1 , 5.0
Ruangwa DC,5.0 ,2.7 , 8.1
Rufiji DC,15.0 ,4.3 , 35.9
Rungwe DC,8.2 ,4.8 , 13.2
Same DC,2.2 ,1.0 , 4.2
Sengerema DC,0.8 ,0.3 , 1.9
Serengeti DC,1.3 ,0.6 , 2.7
Shinyanga DC,1.0 ,0.7 , 1.4
Shinyanga MC,3.8 ,2.2 , 6.1
Siha DC,7.4 ,3.4 , 14.6
Sikonge DC,1.8 ,0.7 , 4.5
Simanjiro DC,2.6 ,1.9 , 3.7
Singida DC,3.0 ,1.7 , 4.8
Singida MC,6.1 ,3.9 , 9.1
Songea DC,4.5 ,3.4 , 6.2
Songea MC,5.5 ,4.1 , 7.1
Songwe DC,4.1 ,2.1 , 8.9
Sumbawanga DC,2.1 ,1.5 , 2.9
Sumbawanga MC,2.3 ,1.2 , 4.7
Tabora MC,2.6 ,1.3 , 5.1
Tandahimba DC,2.1 ,0.6 , 6.4
Tanga CC,4.0 ,2.5 , 6.0
Tarime DC,0.4 ,<0.1 , 1.3
Tarime TC,0.8 ,0.4 , 1.2
Temeke MC,1.5 ,0.8 , 3.2
Tunduma TC,1.7 ,0.5 , 4.6
Tunduru DC,1.9 ,1.0 , 3.7
Ubungo MC,1.8 ,1.0 , 2.9
Ukerewe DC,1.5 ,0.5 , 3.7
Ulanga DC,5.3 ,2.7 , 9.6
Urambo DC,4.0 ,2.8 , 6.2
Ushetu DC,6.0 ,4.6 , 8.1
Uvinza DC,1.3 ,0.5 , 3.0
Uyui DC,1.3 ,0.7 , 2.6
Wanging'ombe DC,8.5 ,6.2 , 11.3
Wete,1.7 ,1.0 , 2.7
National,2.2 ,1.0,3.3
