States,2019,2019_lower, 2019_upper
Balaka,11 000 ,9700 , 12 000
Blantyre,17 000 ,15 000 , 19 000
Blantyre City,39 000 ,37 000 , 42 000
Chikwawa,16 000 ,14 000 , 18 000
Chiradzulu,12 000 ,11 000 , 13 000
Chitipa,2300 ,1800 , 2800
Dedza,12 000 ,10 000 , 13 000
Dowa,8700 ,7500 , 10 000
Karonga,7700 ,7000 , 8400
Kasungu,11 000 ,9700 , 13 000
Likoma,<500 ,<500 , <500
Lilongwe,21 000 ,18 000 , 23 000
Lilongwe City,32 000 ,30 000 , 34 000
Machinga,15 000 ,13 000 , 17 000
Mangochi,31 000 ,29 000 , 34 000
Mchinji,11 000 ,9700 , 12 000
Mulanje,26 000 ,25 000 , 28 000
Mwanza,2600 ,2200 , 3100
Mzimba North,5100 ,4300 , 6000
Mzimba South,11 000 ,9700 , 12 000
Mzuzu City,8300 ,7100 , 9600
Neno,3600 ,3200 , 4100
Nkhatabay,6300 ,5400 , 7200
Nkhotakota,7500 ,6500 , 8400
Nsanje,9600 ,8500 , 11 000
Ntcheu,15 000 ,14 000 , 17 000
Ntchisi,2900 ,2500 , 3500
Phalombe,17 000 ,15 000 , 18 000
Rumphi,4100 ,3500 , 4800
Salima,7500 ,6500 , 8600
Thyolo,31 000 ,28 000 , 33 000
Zomba,25 000 ,23 000 , 27 000
Zomba City,5500 ,4600 , 6400
National,430 000 ,390 000,460 000
