States,2019,2019_lower, 2019_upper
Abim,0.52 ,0.37 , <0.01
Adjumani,0.56 ,0.36 , <0.01
Agago,1.08 ,0.74 , <0.01
Alebtong,1.22 ,0.91 , <0.01
Amolatar,1.35 ,1.03 , <0.01
Amudat,0.17 ,0.11 , <0.01
Amuria,0.69 ,0.51 , <0.01
Amuru,0.90 ,0.60 , <0.01
Apac,1.47 ,1.10 , <0.01
Arua,0.57 ,0.44 , <0.01
Budaka,0.49 ,0.34 , <0.01
Bududa,0.36 ,0.26 , <0.01
Bugiri,0.39 ,0.26 , <0.01
Bugweri,0.47 ,0.32 , <0.01
Buhweju,0.76 ,0.52 , <0.01
Buikwe,1.60 ,1.20 , <0.01
Bukedea,0.42 ,0.32 , <0.01
Bukomansimbi,1.13 ,0.84 , <0.01
Bukwo,0.35 ,0.23 , <0.01
Bulambuli,0.53 ,0.35 , <0.01
Buliisa,0.69 ,0.45 , <0.01
Bundibugyo,0.52 ,0.33 , <0.01
Bunyangabu,1.34 ,0.99 , <0.01
Bushenyi,1.25 ,0.89 , <0.01
Busia,1.07 ,0.79 , <0.01
Butaleja,0.35 ,0.22 , <0.01
Butambala,1.47 ,0.95 , <0.01
Butebo,0.31 ,0.19 , <0.01
Buvuma,1.32 ,0.95 , <0.01
Buyende,0.41 ,0.26 , <0.01
Dokolo,1.39 ,1.03 , <0.01
Gomba,1.14 ,0.83 , <0.01
Gulu,2.75 ,2.10 , <0.01
Hoima,1.48 ,1.14 , <0.01
Ibanda,1.25 ,0.83 , <0.01
Iganga,0.66 ,0.44 , <0.01
Isingiro,0.85 ,0.61 , <0.01
Jinja,1.09 ,0.82 , <0.01
Kaabong,0.32 ,0.21 , <0.01
Kabale,1.15 ,0.93 , <0.01
Kabarole,2.55 ,2.00 , <0.01
Kaberamaido,0.77 ,0.58 , <0.01
Kagadi,0.98 ,0.70 , <0.01
Kakumiro,0.64 ,0.40 , <0.01
Kalaki,0.52 ,0.33 , <0.01
Kalangala,4.04 ,3.13 , <0.01
Kaliro,0.48 ,0.33 , <0.01
Kalungu,1.70 ,1.23 , <0.01
Kampala,2.02 ,1.75 , <0.01
Kamuli,0.72 ,0.49 , <0.01
Kamwenge,0.70 ,0.45 , <0.01
Kanungu,1.31 ,1.03 , <0.01
Kapchorwa,0.51 ,0.33 , <0.01
Kapelebyong,0.60 ,0.40 , <0.01
Karenga,0.11 ,0.07 , <0.01
Kasese,0.53 ,0.36 , <0.01
Kassanda,1.11 ,0.84 , <0.01
Katakwi,1.11 ,0.86 , <0.01
Kayunga,1.37 ,0.98 , <0.01
Kazo,0.87 ,0.64 , <0.01
Kibaale,0.80 ,0.58 , <0.01
Kiboga,1.32 ,0.89 , <0.01
Kibuku,0.34 ,0.24 , <0.01
Kikuube,0.79 ,0.53 , <0.01
Kiruhura,1.30 ,0.92 , <0.01
Kiryandongo,0.88 ,0.57 , <0.01
Kisoro,0.45 ,0.32 , <0.01
Kitagwenda,0.99 ,0.72 , <0.01
Kitgum,1.16 ,0.81 , <0.01
Koboko,0.46 ,0.34 , <0.01
