States,2019,2019_lower, 2019_upper
Balaka,1.29 ,1.14 , <0.01
Blantyre,1.75 ,1.56 , <0.01
Blantyre City,2.31 ,2.15 , <0.01
Chikwawa,1.37 ,1.21 , <0.01
Chiradzulu,1.30 ,1.14 , <0.01
Chitipa,0.42 ,0.33 , <0.01
Dedza,0.68 ,0.58 , <0.01
Dowa,0.55 ,0.47 , <0.01
Karonga,0.86 ,0.73 , <0.01
Kasungu,0.70 ,0.60 , <0.01
Likoma,0.89 ,0.68 , <0.01
Lilongwe,0.67 ,0.58 , <0.01
Lilongwe City,1.18 ,1.04 , <0.01
Machinga,1.17 ,1.04 , <0.01
Mangochi,1.71 ,1.56 , <0.01
Mchinji,0.82 ,0.71 , <0.01
Mulanje,1.56 ,1.42 , <0.01
Mwanza,0.93 ,0.76 , <0.01
Mzimba North,0.86 ,0.73 , <0.01
Mzimba South,0.59 ,0.47 , <0.01
Mzuzu City,1.67 ,1.46 , <0.01
Neno,0.95 ,0.78 , <0.01
Nkhatabay,0.87 ,0.68 , <0.01
Nkhotakota,1.05 ,0.93 , <0.01
Nsanje,1.25 ,1.07 , <0.01
Ntcheu,1.01 ,0.87 , <0.01
Ntchisi,0.47 ,0.38 , <0.01
Phalombe,1.26 ,1.06 , <0.01
Rumphi,0.85 ,0.72 , <0.01
Salima,0.73 ,0.61 , <0.01
Thyolo,1.69 ,1.54 , <0.01
Zomba,1.63 ,1.48 , <0.01
Zomba City,2.37 ,2.01 , <0.01
National,1.14 ,0.44,3.14
