States,2019,2019_lower, 2019_upper
Arusha CC,5400 ,3300 , 8800
Arusha DC,2600 ,1200 , 5400
Babati DC,3500 ,1200 , 7500
Babati TC,1100 ,<500 , 2100
Bagamoyo DC,5500 ,4400 , 6800
Bahi DC,1700 ,<1000 , 3500
Bariadi DC,1200 ,<500 , 2500
Bariadi TC,1100 ,<1000 , 1800
Biharamulo DC,2600 ,<1000 , 6500
Buchosa DC,5400 ,2500 , 10 000
Buhigwe DC,3500 ,1300 , 7200
Bukoba DC,2000 ,<1000 , 4200
Bukoba MC,4100 ,2800 , 6800
Bukombe DC,2700 ,1900 , 4400
Bumbuli DC,1600 ,<1000 , 2900
Bunda DC,1800 ,<1000 , 4100
Bunda TC,1900 ,1200 , 2800
Busega DC,5400 ,4100 , 6800
Busokelo DC,<1000 ,<500 , 1300
Butiama DC,5000 ,4300 , 5800
Chake Chake,4700 ,3700 , 6100
Chalinze DC,3300 ,2700 , 4500
Chamwino DC,1700 ,<1000 , 4100
Chato DC,1300 ,1100 , 1600
Chemba DC,3800 ,2500 , 5700
Chunya DC,1600 ,1200 , 2500
Dodoma MC,3500 ,1200 , 8300
Gairo DC,3400 ,1400 , 6900
Geita DC,4400 ,2600 , 7100
Geita TC,5500 ,2300 , 11 000
Hai DC,3500 ,2400 , 4800
Hanang DC,6900 ,5700 , 8200
Handeni DC,3700 ,2100 , 6000
Handeni TC,2100 ,<1000 , 4500
Ifakara TC,1800 ,1400 , 2600
Igunga DC,1600 ,<1000 , 2800
Ikungi DC,4000 ,1900 , 7100
Ilala MC,7700 ,2800 , 18 000
Ileje DC,2200 ,1600 , 3500
Ilemela MC,2100 ,<1000 , 4700
Iramba DC,2300 ,1100 , 4100
Iringa DC,6600 ,4800 , 9800
Iringa MC,2700 ,2300 , 3100
Itigi DC,7000 ,4600 , 9700
Itilima DC,6400 ,5800 , 7000
Kahama TC,2600 ,1600 , 4100
Kakonko DC,<1000 ,<500 , 1600
Kalambo DC,<1000 ,<500 , 1700
Kaliua DC,2900 ,1900 , 4300
Karagwe DC,2900 ,1100 , 6200
Karatu DC,3200 ,1800 , 5400
